SciName_orig,OTU_BCG,Modified,Rationale,CommonName
Notropis Rubellus,NOTROPIS RUBELLUS,FALSE,,ROSYFACE SHINER
Notropis Shumardi,NOTROPIS SHUMARDI,FALSE,,SILVERBAND SHINER
Notropis Stramineus,NOTROPIS STRAMINEUS,FALSE,,SAND SHINER
Notropis Suttkusi,NOTROPIS SUTTKUSI,FALSE,,ROCKY SHINER
Notropis Telescopus,NOTROPIS TELESCOPUS,FALSE,,TELESCOPE SHINER
Notropis Texanus,NOTROPIS TEXANUS,FALSE,,WEED SHINER
Notropis Topeka,NOTROPIS TOPEKA,FALSE,,TOPEKA SHINER
Notropis Volucellus,NOTROPIS VOLUCELLUS,FALSE,,MIMIC SHINER
Notropis Wickliffi,NOTROPIS WICKLIFFI,FALSE,,CHANNEL SHINER
Noturus,NOTURUS,FALSE,,MADTOM
Noturus Albater,NOTURUS ALBATER,FALSE,,OZARK MADTOM
Noturus Eleutherus,NOTURUS ELEUTHERUS,FALSE,,MOUNTAIN MADTOM
Noturus Exilis,NOTURUS EXILIS,FALSE,,SLENDER MADTOM
Noturus Flavater,NOTURUS FLAVATER,FALSE,,CHECKERED MADTOM
Noturus Flavus,NOTURUS FLAVUS,FALSE,,STONECAT
Noturus Gyrinus,NOTURUS GYRINUS,FALSE,,TADPOLE MADTOM
Noturus Miurus,NOTURUS MIURUS,FALSE,,BRINDLED MADTOM
Noturus Nocturnus,NOTURUS NOCTURNUS,FALSE,,FRECKLED MADTOM
Noturus Placidus,NOTURUS PLACIDUS,FALSE,,NEOSHO MADTOM
Onchorhynchus Clarki,ONCHORHYNCHUS CLARKI,FALSE,,CUTTHROAT TROUT
Oncorhynchus Kisutch,ONCORHYNCHUS KISUTCH,FALSE,,COHO SALMON
Oncorhynchus Mykiss,ONCORHYNCHUS MYKISS,FALSE,,RAINBOW TROUT
Perca Flavescens,PERCA FLAVESCENS,FALSE,,YELLOW PERCH
Percidae,PERCIDAE,FALSE,,PERCHES
Percina,PERCINA,FALSE,,ROUGHBELLY DARTERS
Percina Caprodes,PERCINA CAPRODES,FALSE,,LOGPERCH
Percina Copelandi,PERCINA COPELANDI,FALSE,,CHANNEL DARTER
Percina Cymatotaenia,PERCINA CYMATOTAENIA,FALSE,,BLUESTRIPE DARTER
Percina Evides,PERCINA EVIDES,FALSE,,GILT DARTER
Percina Fulvitaenia,PERCINA FULVITAENIA,FALSE,,OZARK LOGPERCH
Percina Macrolepida,PERCINA MACROLEPIDA,FALSE,,BIGSCALE LOGPERCH
Percina Maculata,PERCINA MACULATA,FALSE,,BLACKSIDE DARTER
Percina Nasuta,PERCINA NASUTA,FALSE,,LONGNOSE DARTER
Percina Pantherina,PERCINA PANTHERINA,FALSE,,LEOPARD DARTER
Percina Phoxocephala,PERCINA PHOXOCEPHALA,FALSE,,SLENDERHEAD DARTER
Percina Phoxocephala X Caprodes,PERCINA PHOXOCEPHALA X CAPRODES,FALSE,,SLENDERHEAD DARTER X LOGPERCH
Percina Sciera,PERCINA SCIERA,FALSE,,DUSKY DARTER
Percina Shumardi,PERCINA SHUMARDI,FALSE,,RIVER DARTER
Percina Uranidea,PERCINA URANIDEA,FALSE,,STARGAZING DARTER
Percina Vigil,PERCINA VIGIL,FALSE,,SADDLEBACK DARTER
Percopsis Omiscomaycus,PERCOPSIS OMISCOMAYCUS,FALSE,,TROUT-PERCH
Petromyzontidae,PETROMYZONTIDAE,FALSE,,LAMPREY
Petromyzontiformes Ammocoete,PETROMYZONTIFORMES AMMOCOETE,FALSE,,LAMPREY
Phenacobius Mirabilis,PHENACOBIUS MIRABILIS,FALSE,,SUCKERMOUTH MINNOW
Phoxinus,PHOXINUS,FALSE,,DACE
Pimephales Notatus,PIMEPHALES NOTATUS,FALSE,,BLUNTNOSE MINNOW
Pimephales Promelas,PIMEPHALES PROMELAS,FALSE,,FATHEAD MINNOW
Pimephales Tenellus,PIMEPHALES TENELLUS,FALSE,,SLIM MINNOW
Pimephales Vigilax,PIMEPHALES VIGILAX,FALSE,,BULLHEAD MINNOW
Platygobio Gracilis,PLATYGOBIO GRACILIS,FALSE,,FLATHEAD CHUB
Polyodon Spathula,POLYODON SPATHULA,FALSE,,PADDLEFISH
Pomoxis,POMOXIS,FALSE,,CRAPPIES
Pomoxis Annularis,POMOXIS ANNULARIS,FALSE,,WHITE CRAPPIE
Pomoxis Nigromaculatus,POMOXIS NIGROMACULATUS,FALSE,,BLACK CRAPPIE
Pylodictis Olivaris,PYLODICTIS OLIVARIS,FALSE,,FLATHEAD CATFISH
Rhinichthys Atratulus,RHINICHTHYS ATRATULUS,FALSE,,EASTERN BLACKNOSE DACE
Rhinichthys Cataractae,RHINICHTHYS CATARACTAE,FALSE,,LONGNOSE DACE
Rhinichthys Obtusus,RHINICHTHYS OBTUSUS,FALSE,,WESTERN BLACKNOSE DACE
Salmo Trutta,SALMO TRUTTA,FALSE,,BROWN TROUT
Salmo Trutta X Salvelinus Fontinalis,SALMO TRUTTA X SALVELINUS FONTINALIS,FALSE,,TIGER TROUT
Salvelinus Fontinalis,SALVELINUS FONTINALIS,FALSE,,BROOK TROUT
Sander Canadensis,SANDER CANADENSIS,FALSE,,SAUGER
Sander Vitreus,SANDER VITREUS,FALSE,,WALLEYE
Sander Vitreus X Canadensis,SANDER VITREUS X CANADENSIS,FALSE,,SAUGEYE
Scaphirhynchus Platorynchus,SCAPHIRHYNCHUS PLATORYNCHUS,FALSE,,SHOVELNOSE STURGEON
Semotilus Atromaculatus,SEMOTILUS ATROMACULATUS,FALSE,,CREEK CHUB
Umbra Limi,UMBRA LIMI,FALSE,,CENTRAL MUDMINNOW
Unidentified,UNIDENTIFIED,FALSE,,UNIDENTIFIED
Alosa chrysochloris,ALOSA CHRYSOCHLORIS,FALSE,No change,SKIPJACK HERRING
Alosa pseudoharengus,ALOSA PSEUDOHARENGUS,FALSE,,ALEWIFE
Ambloplites ariommus,AMBLOPLITES ARIOMMUS,FALSE,,SHADOW BASS
Ambloplites constellatus,AMBLOPLITES CONSTELLATUS,FALSE,,OZARK BASS
Ambloplites rupestris,AMBLOPLITES RUPESTRIS,FALSE,,ROCK BASS
Ameiurus,AMEIURUS,FALSE,,BULLHEADS
Ameiurus melas,AMEIURUS MELAS,FALSE,,BLACK BULLHEAD
Ameiurus natalis,AMEIURUS NATALIS,FALSE,,YELLOW BULLHEAD
Ameiurus�nebulosus,AMEIURUS NEBULOSUS,FALSE,,BROWN BULLHEAD
Amia calva,AMIA CALVA,FALSE,,BOWFIN
Ammocrypta clara,AMMOCRYPTA CLARA,FALSE,,WESTERN SAND DARTER
Ammocrypta vivax,AMMOCRYPTA VIVAX,FALSE,,SCALY SAND DARTER
Anguilla rostrata,ANGUILLA ROSTRATA,FALSE,,AMERICAN EEL
Aphredoderus sayanus,APHREDODERUS SAYANUS,FALSE,,PIRATE PERCH
Aplodinotus grunniens,APLODINOTUS GRUNNIENS,FALSE,,FRESHWATER DRUM
Atractosteus spatula,ATRACTOSTEUS SPATULA,FALSE,,ALLIGATOR GAR
Campostoma,CAMPOSTOMA,FALSE,,STONEROLLERS
Campostoma anomalum,CAMPOSTOMA ANOMALUM,FALSE,,CENTRAL STONEROLLER
Campostoma anomalum x rhinichthys atratulus,CAMPOSTOMA ANOMALUM X RHINICHTHYS ATRATULUS,FALSE,,CENTRAL STONEROLLER X BLACKNOSE DACE
Campostoma oligolepis,CAMPOSTOMA OLIGOLEPIS,FALSE,,LARGESCALE STONEROLLER
Carassius auratus,CARASSIUS AURATUS,FALSE,,GOLDFISH
Carpiodes,CARPIODES,FALSE,,CARPSUCKER
Carpiodes carpio,CARPIODES CARPIO,FALSE,,RIVER CARPSUCKER
Carpiodes cyprinus,CARPIODES CYPRINUS,FALSE,,QUILLBACK
Carpiodes velifer,CARPIODES VELIFER,FALSE,,HIGHFIN CARPSUCKER
Catostomidae,CATOSTOMIDAE,FALSE,,SUCKER
Catostomus catostomus,CATOSTOMUS CATOSTOMUS,FALSE,,LONGNOSE SUCKER
Catostomus commersonii,CATOSTOMUS COMMERSONII,FALSE,,WHITE SUCKER
Centrarchus macropterus,CENTRARCHUS MACROPTERUS,FALSE,,FLIER
Chrosomus,CHROSOMUS,FALSE,,DACE
Chrosomus eos,CHROSOMUS EOS,FALSE,,NORTHERN REDBELLY DACE
Chrosomus erythrogaster,CHROSOMUS ERYTHROGASTER,FALSE,,SOUTHERN REDBELLY DACE
Chrosomus neogaeus,CHROSOMUS NEOGAEUS,FALSE,,FINESCALE DACE
Clinostomus elongatus,CLINOSTOMUS ELONGATUS,FALSE,,REDSIDE DACE
Cottus,COTTUS,FALSE,,SCULPIN
Cottus bairdii,COTTUS BAIRDII,FALSE,,MOTTLED SCULPIN
Cottus carolinae,COTTUS CAROLINAE,FALSE,,BANDED SCULPIN
Cottus cognatus,COTTUS COGNATUS,FALSE,,SLIMY SCULPIN
Cottus hypselurus,COTTUS HYPSELURUS,FALSE,,OZARK SCULPIN
Cottus immaculatus,COTTUS IMMACULATUS,FALSE,,KNOBFIN SCULPIN
Cottus specus,COTTUS SPECUS,FALSE,,GROTTO SCULPIN
Crystallaria asprella,CRYSTALLARIA ASPRELLA,FALSE,,CRYSTAL DARTER
Ctenopharyngodon idella,CTENOPHARYNGODON IDELLA,FALSE,,GRASS CARP
Culaea inconstans,CULAEA INCONSTANS,FALSE,,BROOK STICKLEBACK
Cycleptus elongatus,CYCLEPTUS ELONGATUS,FALSE,,BLUE SUCKER
Cyprinella,CYPRINELLA,FALSE,,SATINFIN SHINERS 
Cyprinella camura,CYPRINELLA CAMURA,FALSE,,BLUNTFACE SHINER
Cyprinella galactura,CYPRINELLA GALACTURA,FALSE,,WHITETAIL SHINER
Cyprinella lutrensis,CYPRINELLA LUTRENSIS,FALSE,,RED SHINER
Cyprinella lutrensis x spiloptera,CYPRINELLA LUTRENSIS X SPILOPTERA,FALSE,,RED SHINER X SPOTFIN SHINER
Cyprinella spiloptera,CYPRINELLA SPILOPTERA,FALSE,,SPOTFIN SHINER
Cyprinella venusta,CYPRINELLA VENUSTA,FALSE,,BLACKTAIL SHINER
Cyprinella whipplei,CYPRINELLA WHIPPLEI,FALSE,,STEELCOLOR SHINER
Cyprinidae,CYPRINIDAE,FALSE,,CYPRINIDAE
Cyprinidae hybrid,CYPRINIDAE HYBRID,FALSE,,CYPRINIDAE HYBRID
Cyprinodon rubrofluviatilis,CYPRINODON RUBROFLUVIATILIS,FALSE,,RED RIVER PUPFISH
Cyprinus carpio,CYPRINUS CARPIO,FALSE,,COMMON CARP
Dorosoma,DOROSOMA,FALSE,,SHAD
Dorosoma cepedianum,DOROSOMA CEPEDIANUM,FALSE,,GIZZARD SHAD
Dorosoma petenense,DOROSOMA PETENENSE,FALSE,,THREADFIN SHAD
Elassoma zonatum,ELASSOMA ZONATUM,FALSE,,BANDED PYGMY SUNFISH
Erimystax harryi,ERIMYSTAX HARRYI,FALSE,,OZARK CHUB
Erimystax x-punctatus,ERIMYSTAX X-PUNCTATUS,FALSE,,GRAVEL CHUB
Erimyzon claviformis,ERIMYZON CLAVIFORMIS,FALSE,,WESTERN CREEK CHUBSUCKER
Erimyzon oblongus,ERIMYZON OBLONGUS,FALSE,,CREEK CHUBSUCKER
Erimyzon sucetta,ERIMYZON SUCETTA,FALSE,,LAKE CHUBSUCKER
Esox americanus,ESOX AMERICANUS,FALSE,,REDFIN OR GRASS PICKEREL
Esox lucius,ESOX LUCIUS,FALSE,,NORTHERN PIKE
Esox masquinongy,ESOX MASQUINONGY,FALSE,,MUSKELLUNGE
Esox niger,ESOX NIGER,FALSE,,CHAIN PICKEREL
Etheostoma,ETHEOSTOMA,FALSE,,DARTER
Etheostoma artesiae,ETHEOSTOMA ARTESIAE,FALSE,,REDSPOT DARTER
Etheostoma asprigene,ETHEOSTOMA ASPRIGENE,FALSE,,MUD DARTER
Etheostoma autumnale,ETHEOSTOMA AUTUMNALE,FALSE,,AUTUMN DARTER
Etheostoma blennioides,ETHEOSTOMA BLENNIOIDES,FALSE,,GREENSIDE DARTER
Etheostoma burri,ETHEOSTOMA BURRI,FALSE,,BROOK DARTER
Etheostoma caeruleum,ETHEOSTOMA CAERULEUM,FALSE,,RAINBOW DARTER
Etheostoma chlorosoma,ETHEOSTOMA CHLOROSOMA,FALSE,,BLUNTNOSE DARTER
Etheostoma collettei,ETHEOSTOMA COLLETTEI,FALSE,,CREOLE DARTER
Etheostoma cragini,ETHEOSTOMA CRAGINI,FALSE,,ARKANSAS DARTER
Etheostoma erythrozonum,ETHEOSTOMA ERYTHROZONUM,FALSE,,MERAMEC SADDLED DARTER
Etheostoma euzonum,ETHEOSTOMA EUZONUM,FALSE,,ARKANSAS SADDLED DARTER
Etheostoma exile,ETHEOSTOMA EXILE,FALSE,,IOWA DARTER
Etheostoma flabellare,ETHEOSTOMA FLABELLARE,FALSE,,FANTAIL DARTER
Etheostoma flabellare flabellare,ETHEOSTOMA FLABELLARE FLABELLARE,FALSE,,BARRED FANTAIL DARTER
Etheostoma flabellare lineolatum,ETHEOSTOMA FLABELLARE LINEOLATUM,FALSE,,STRIPED FANTAIL DARTER
Etheostoma fusiforme,ETHEOSTOMA FUSIFORME,FALSE,,SWAMP DARTER
Etheostoma gracile,ETHEOSTOMA GRACILE,FALSE,,SLOUGH DARTER
Etheostoma histrio,ETHEOSTOMA HISTRIO,FALSE,,HARLEQUIN DARTER
Etheostoma microperca,ETHEOSTOMA MICROPERCA,FALSE,,LEAST DARTER
Etheostoma mihileze,ETHEOSTOMA MIHILEZE,FALSE,,SUNBURST DARTER
Etheostoma nianguae,ETHEOSTOMA NIANGUAE,FALSE,,NIANGUA DARTER
Etheostoma nigrum,ETHEOSTOMA NIGRUM,FALSE,,JOHNNY DARTER
Etheostoma parvipinne,ETHEOSTOMA PARVIPINNE,FALSE,,GOLDSTRIPE DARTER
Etheostoma proeliare,ETHEOSTOMA PROELIARE,FALSE,,CYPRESS DARTER
Etheostoma punctulatum,ETHEOSTOMA PUNCTULATUM,FALSE,,STIPPLED DARTER
Etheostoma radiosum,ETHEOSTOMA RADIOSUM,FALSE,,ORANGEBELLY DARTER
Etheostoma spectabile,ETHEOSTOMA SPECTABILE,FALSE,,ORANGETHROAT DARTER
Etheostoma stigmaeum,ETHEOSTOMA STIGMAEUM,FALSE,,SPECKLED DARTER
Etheostoma teddyroosevelt,ETHEOSTOMA TEDDYROOSEVELT,FALSE,,HIGHLAND DARTER
Etheostoma tetrazonum,ETHEOSTOMA TETRAZONUM,FALSE,,MISSOURI SADDLED DARTER
Etheostoma uniporum,ETHEOSTOMA UNIPORUM,FALSE,,CURRENT DARTER
Etheostoma whipplei,ETHEOSTOMA WHIPPLEI,FALSE,,REDFIN DARTER
Etheostoma zonale,ETHEOSTOMA ZONALE,FALSE,,BANDED DARTER
Fundulus,FUNDULUS,FALSE,,TOPMINNOWS
Fundulus catenatus,FUNDULUS CATENATUS,FALSE,,NORTHERN STUDFISH
Fundulus chrysotus,FUNDULUS CHRYSOTUS,FALSE,,GOLDEN TOPMINNOW
Fundulus dispar,FUNDULUS DISPAR,FALSE,,STARHEAD TOPMINNOW
Fundulus kansae,FUNDULUS KANSAE,FALSE,,NORTHERN PLAINS KILLIFISH
Fundulus notatus,FUNDULUS NOTATUS,FALSE,,BLACKSTRIPE TOPMINNOW
Fundulus olivaceus,FUNDULUS OLIVACEUS,FALSE,,BLACKSPOTTED TOPMINNOW
Fundulus sciadicus,FUNDULUS SCIADICUS,FALSE,,PLAINS TOPMINNOW
Fundulus zebrinus,FUNDULUS ZEBRINUS,FALSE,,PLAINS KILLIFISH
Gambusia affinis,GAMBUSIA AFFINIS,FALSE,,WESTERN MOSQUITOFISH
Hiodon alosoides,HIODON ALOSOIDES,FALSE,,GOLDEYE
Hiodon tergisus,HIODON TERGISUS,FALSE,,MOONEYE
Hybognathus,HYBOGNATHUS,FALSE,,SILVERY MINNOW
Hybognathus argyritis,HYBOGNATHUS ARGYRITIS,FALSE,,WESTERN SILVERY MINNOW
Hybognathus hankinsoni,HYBOGNATHUS HANKINSONI,FALSE,,BRASSY MINNOW
Hybognathus hayi,HYBOGNATHUS HAYI,FALSE,,CYPRESS MINNOW
Hybognathus nuchalis,HYBOGNATHUS NUCHALIS,FALSE,,MISSISSIPPI SILVERY MINNOW
Hybognathus placitus,HYBOGNATHUS PLACITUS,FALSE,,PLAINS MINNOW
Hybopsis amblops,HYBOPSIS AMBLOPS,FALSE,,BIGEYE CHUB
Hybopsis amnis,HYBOPSIS AMNIS,FALSE,,PALLID SHINER
Hybopsis dorsalis,HYBOPSIS DORSALIS,FALSE,,BIGMOUTH SHINER
Hypentelium nigricans,HYPENTELIUM NIGRICANS,FALSE,,NORTHERN HOG SUCKER
Hypophthalmichthys molitrix,HYPOPHTHALMICHTHYS MOLITRIX,FALSE,,SILVER CARP
Hypophthalmichthys�nobilis,HYPOPHTHALMICHTHYS NOBILIS,FALSE,,BIGHEAD CARP
Hypophthalmichthys�nobilis x molitrix,HYPOPHTHALMICHTHYS NOBILIS X MOLITRIX,FALSE,,BIGHEAD CARP X SILVER CARP
Ichthyomyzon,ICHTHYOMYZON,FALSE,,LAMPREY ICHTHYOMYZON
Ichthyomyzon castaneus,ICHTHYOMYZON CASTANEUS,FALSE,,CHESTNUT LAMPREY
Ichthyomyzon fossor,ICHTHYOMYZON FOSSOR,FALSE,,NORTHERN BROOK LAMPREY
Ichthyomyzon gagei,ICHTHYOMYZON GAGEI,FALSE,,SOUTHERN BROOK LAMPREY
Ichthyomyzon unicuspis,ICHTHYOMYZON UNICUSPIS,FALSE,,SILVER LAMPREY
Ictalurus furcatus,ICTALURUS FURCATUS,FALSE,,BLUE CATFISH
Ictalurus punctatus,ICTALURUS PUNCTATUS,FALSE,,CHANNEL CATFISH
Ictiobus,ICTIOBUS,FALSE,,BUFFALO
Ictiobus bubalus,ICTIOBUS BUBALUS,FALSE,,SMALLMOUTH BUFFALO
Ictiobus bubalus x niger,ICTIOBUS BUBALUS X NIGER,FALSE,,SMALLMOUTH X BLACK BUFFALO
Ictiobus cyprinellus,ICTIOBUS CYPRINELLUS,FALSE,,BIGMOUTH BUFFALO
Ictiobus niger,ICTIOBUS NIGER,FALSE,,BLACK BUFFALO
Labidesthes sicculus,LABIDESTHES SICCULUS,FALSE,,BROOK SILVERSIDE
Lampetra,LAMPETRA,FALSE,,LAMPREY LAMPETRA
Lampetra aepyptera,LAMPETRA AEPYPTERA,FALSE,,LEAST BROOK LAMPREY
Lepisosteidae,LEPISOSTEIDAE,FALSE,,GAR
Lepisosteus oculatus,LEPISOSTEUS OCULATUS,FALSE,,SPOTTED GAR
Lepisosteus osseus,LEPISOSTEUS OSSEUS,FALSE,,LONGNOSE GAR
Lepisosteus platostomus,LEPISOSTEUS PLATOSTOMUS,FALSE,,SHORTNOSE GAR
Lepomis cyanellus,LEPOMIS CYANELLUS,FALSE,,GREEN SUNFISH
Lepomis cyanellus hybrid,LEPOMIS CYANELLUS HYBRID,FALSE,,GREEN SUNFISH HYBRID
Lepomis cyanellus x gulosus,LEPOMIS CYANELLUS X GULOSUS,FALSE,,GREEN SUNFISH X WARMOUTH
Lepomis cyanellus x humilis,LEPOMIS CYANELLUS X HUMILIS,FALSE,,GREEN SUNFISH X ORANGESPOTTED SUNFISH
Lepomis cyanellus x megalotis,LEPOMIS CYANELLUS X MEGALOTIS,FALSE,,GREEN SUNFISH X LONGEAR SUNFISH
Lepomis cyanellus x microlophus,LEPOMIS CYANELLUS X MICROLOPHUS,FALSE,,GREEN SUNFISH X REDEAR SUNFISH
Lepomis gibbosus,LEPOMIS GIBBOSUS,FALSE,,PUMPKINSEED
Lepomis gulosus,LEPOMIS GULOSUS,FALSE,,WARMOUTH
Lepomis humilis,LEPOMIS HUMILIS,FALSE,,ORANGESPOTTED SUNFISH
Lepomis humilis x megalotis,LEPOMIS HUMILIS X MEGALOTIS,FALSE,,ORANGESPOTTED SUNFISH X LONGEAR SUNFISH
Lepomis hybrid,LEPOMIS HYBRID,FALSE,,SUNFISH HYBRID
Lepomis macrochirus,LEPOMIS MACROCHIRUS,FALSE,,BLUEGILL
Lepomis macrochirus hybrid,LEPOMIS MACROCHIRUS HYBRID,FALSE,,BLUEGILL HYBRID
Lepomis macrochirus x cyanellus,LEPOMIS MACROCHIRUS X CYANELLUS,FALSE,,BLUEGILL X GREEN SUNFISH
Lepomis macrochirus x gibbosus,LEPOMIS MACROCHIRUS X GIBBOSUS,FALSE,,BLUEGILL X PUMPKINSEED
Lepomis macrochirus x gulosus,LEPOMIS MACROCHIRUS X GULOSUS,FALSE,,BLUEGILL X WARMOUTH
Lepomis macrochirus x humilis,LEPOMIS MACROCHIRUS X HUMILIS,FALSE,,BLUEGILL X ORANGESPOTTED SUNFISH
Lepomis macrochirus x megalotis,LEPOMIS MACROCHIRUS X MEGALOTIS,FALSE,,BLUEGILL X LONGEAR SUNFISH
Lepomis macrochirus x microlophus,LEPOMIS MACROCHIRUS X MICROLOPHUS,FALSE,,BLUEGILL X REDEAR SUNFISH
Lepomis marginatus,LEPOMIS MARGINATUS,FALSE,,DOLLAR SUNFISH
Lepomis megalotis,LEPOMIS MEGALOTIS,FALSE,,LONGEAR SUNFISH
Lepomis megalotis hybrid,LEPOMIS MEGALOTIS HYBRID,FALSE,,LONGEAR SUNFISH HYBRID
Lepomis microlophus,LEPOMIS MICROLOPHUS,FALSE,,REDEAR SUNFISH
Lepomis miniatus,LEPOMIS MINIATUS,FALSE,,REDSPOTTED SUNFISH
Lepomis punctatus,LEPOMIS PUNCTATUS,FALSE,,SPOTTED SUNFISH
Lepomis symmetricus,LEPOMIS SYMMETRICUS,FALSE,,BANTAM SUNFISH
Lethenteron appendix,LETHENTERON APPENDIX,FALSE,,AMERICAN BROOK LAMPREY
Lota lota,LOTA LOTA,FALSE,,BURBOT
Luxilus cardinalis,LUXILUS CARDINALIS,FALSE,,CARDINAL SHINER
Luxilus chrysocephalus,LUXILUS CHRYSOCEPHALUS,FALSE,,STRIPED SHINER
Luxilus chrysocephalus x notropis percobromus,LUXILUS CHRYSOCEPHALUS X NOTROPIS PERCOBROMUS,FALSE,,STRIPED SHINER X CARMINE SHINER
Luxilus chrysocephalus x zonatus,LUXILUS CHRYSOCEPHALUS X ZONATUS,FALSE,,STRIPED SHINER X  BLEEDING SHINER
Luxilus cornutus,LUXILUS CORNUTUS,FALSE,,COMMON SHINER
Luxilus cornutus x chrosomus erythrogaster,LUXILUS CORNUTUS X CHROSOMUS ERYTHROGASTER,FALSE,,COMMON SHINER X SOUTHERN REDBELLY DACE
Luxilus cornutus x notropis percobromus,LUXILUS CORNUTUS X NOTROPIS PERCOBROMUS,FALSE,,COMMON SHINER X CARMINE SHINER
Luxilus cornutus x semotilus atromaculatus,LUXILUS CORNUTUS X SEMOTILUS ATROMACULATUS,FALSE,,COMMON SHINER X CREEK CHUB
Luxilus pilsbryi,LUXILUS PILSBRYI,FALSE,,DUSKYSTRIPE SHINER
Luxilus zonatus,LUXILUS ZONATUS,FALSE,,BLEEDING SHINER
Luxilus�zonatus x notropis nubilus,LUXILUS ZONATUS X NOTROPIS NUBILUS,FALSE,,BLEEDING SHINER X OZARK MINNOW
Lythrurus fumeus,LYTHRURUS FUMEUS,FALSE,,RIBBON SHINER
Lythrurus snelsoni,LYTHRURUS SNELSONI,FALSE,,OUACHITA MOUNTAIN SHINER
Lythrurus umbratilis,LYTHRURUS UMBRATILIS,FALSE,,REDFIN SHINER
Macrhybopsis aestivalis,MACRHYBOPSIS AESTIVALIS,FALSE,,SPECKLED CHUB
Macrhybopsis australis,MACRHYBOPSIS AUSTRALIS,FALSE,,PRAIRIE CHUB
Macrhybopsis hyostoma,MACRHYBOPSIS HYOSTOMA,FALSE,,SHOAL CHUB
Macrhybopsis meeki,MACRHYBOPSIS MEEKI,FALSE,,SICKLEFIN CHUB
Macrhybopsis storeriana,MACRHYBOPSIS STORERIANA,FALSE,,SILVER CHUB
Macrhybopsis tetranema,MACRHYBOPSIS TETRANEMA,FALSE,,PEPPERED CHUB
Margariscus margarita,MARGARISCUS MARGARITA,FALSE,,PEARL DACE
Margariscus nachtriebi,MARGARISCUS NACHTRIEBI,FALSE,,NORTHERN PEARL DACE
Margariscus nachtriebi hybrid,MARGARISCUS NACHTRIEBI HYBRID,FALSE,,NORTHERN PEARL DACE HYBRID
Menidia audens,MENIDIA AUDENS,FALSE,,MISSISSIPPI SILVERSIDE
Menidia beryllina,MENIDIA BERYLLINA,FALSE,,INLAND SILVERSIDE
Micropterus,MICROPTERUS,FALSE,,BLACK BASS
Micropterus dolomieu,MICROPTERUS DOLOMIEU,FALSE,,SMALLMOUTH BASS
Micropterus dolomieu x punctulatus,MICROPTERUS DOLOMIEU X PUNCTULATUS,FALSE,,SMALLMOUTH BASS X SPOTTED BASS
Micropterus hybrid,MICROPTERUS HYBRID,FALSE,,BASS HYBRID
Micropterus punctulatus,MICROPTERUS PUNCTULATUS,FALSE,,SPOTTED BASS
Micropterus punctulatus x salmoides,MICROPTERUS PUNCTULATUS X SALMOIDES,FALSE,,SPOTTED BASS X LARGEMOUTH BASS
Micropterus salmoides,MICROPTERUS SALMOIDES,FALSE,,LARGEMOUTH BASS
Minytrema melanops,MINYTREMA MELANOPS,FALSE,,SPOTTED SUCKER
Morone,MORONE,FALSE,,BASS
Morone americana,MORONE AMERICANA,FALSE,,WHITE PERCH
Morone chrysops,MORONE CHRYSOPS,FALSE,,WHITE BASS
Morone mississippiensis,MORONE MISSISSIPPIENSIS,FALSE,,YELLOW BASS
Morone saxatilis,MORONE SAXATILIS,FALSE,,STRIPED BASS
Morone saxatilis x chrysops,MORONE SAXATILIS X CHRYSOPS,FALSE,,WIPER
Moxostoma,MOXOSTOMA,FALSE,,REDHORSE
Moxostoma anisurum,MOXOSTOMA ANISURUM,FALSE,,SILVER REDHORSE
Moxostoma carinatum,MOXOSTOMA CARINATUM,FALSE,,RIVER REDHORSE
Moxostoma duquesnii,MOXOSTOMA DUQUESNII,FALSE,,BLACK REDHORSE
Moxostoma erythrurum,MOXOSTOMA ERYTHRURUM,FALSE,,GOLDEN REDHORSE
Moxostoma macrolepidotum,MOXOSTOMA MACROLEPIDOTUM,FALSE,,SHORTHEAD REDHORSE
Moxostoma pisolabrum,MOXOSTOMA PISOLABRUM,FALSE,,PEALIP REDHORSE
Moxostoma valenciennesi,MOXOSTOMA VALENCIENNESI,FALSE,,GREATER REDHORSE
Nocomis asper,NOCOMIS ASPER,FALSE,,REDSPOT CHUB
Nocomis biguttatus,NOCOMIS BIGUTTATUS,FALSE,,HORNYHEAD CHUB
Notemigonus crysoleucas,NOTEMIGONUS CRYSOLEUCAS,FALSE,,GOLDEN SHINER
Nothonotus juliae,NOTHONOTUS JULIAE,FALSE,,YOKE DARTER
Notropis,NOTROPIS,FALSE,,EASTERN SHINER
Notropis anogenus,NOTROPIS ANOGENUS,FALSE,,PUGNOSE SHINER
Notropis atherinoides,NOTROPIS ATHERINOIDES,FALSE,,EMERALD SHINER
Notropis atrocaudalis,NOTROPIS ATROCAUDALIS,FALSE,,BLACKSPOT SHINER
Notropis bairdi,NOTROPIS BAIRDI,FALSE,,RED RIVER SHINER
Notropis blennius,NOTROPIS BLENNIUS,FALSE,,RIVER SHINER
Notropis boops,NOTROPIS BOOPS,FALSE,,BIGEYE SHINER
Notropis buccatus,NOTROPIS BUCCATUS,FALSE,,SILVERJAW MINNOW
Notropis buchanani,NOTROPIS BUCHANANI,FALSE,,GHOST SHINER
Notropis chalybaeus,NOTROPIS CHALYBAEUS,FALSE,,IRONCOLOR SHINER
Notropis girardi,NOTROPIS GIRARDI,FALSE,,ARKANSAS RIVER SHINER
