TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,LIFE_CYCLE,AirBreather,TOLVAL_IA,FFG_IA,FFGDef_IA,HABIT_IA,HabitDef_IA,THERMAL_INDICATOR,COLD_IA,ColdWaterIndicatorTaxa,HABSTRUCT,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,CommonName,IA_BugTaxaID
LIMNEPHILIDAE,Family,FALSE,4,4_middle,SH,CB,uni,FALSE,3.6,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,,Northern Case Maker Caddisflies,463
ANABOLIA,Genus,FALSE,,,SH,SP,uni,FALSE,5,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,ANABOLIA,,Northern Case Maker Caddisflies,464
HESPEROPHYLAX,Genus,FALSE,3,,SH,SP,uni,FALSE,3,SH,Shredder,sp/cb,Sprawler/Climber,cold,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,HESPEROPHYLAX,,Northern Case Maker Caddisflies,465
HESPEROPHYLAX DESIGNATUS,Species,FALSE,3,,SH,SP,uni,FALSE,3,SH,Shredder,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,HESPEROPHYLAX,DESIGNATUS,Northern Case Maker Caddisflies,466
IRONOQUIA,Genus,FALSE,4,4_middle,SH,"CB,CN,SP",uni,FALSE,3,SH,Shredder,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,IRONOQUIA,,Northern Case Maker Caddisflies,467
LIMNEPHILUS,Genus,FALSE,4,4_middle,SH,"SP,CB",uni,FALSE,3,SH,Shredder,SP,Sprawler,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,LIMNEPHILUS,,Northern Case Maker Caddisflies,468
PYCNOPSYCHE,Genus,FALSE,4,4_middle,SH,SP,uni,FALSE,4,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,PYCNOPSYCHE,,Northern Case Maker Caddisflies,469
ORCONECTES IMMUNIS,Species,FALSE,4,4_middle,"CG,SH",SP,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,IMMUNIS,Crayfishes,47
PHILOPOTAMIDAE,Family,FALSE,3,,CF,CN,multi,FALSE,4,CF,Filterer,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,,,Fingernet Caddisflies,470
CHIMARRA,Genus,FALSE,3,,CF,CN,uni,FALSE,4,CF,Filterer,cn,Clinger,,0,FALSE,CS,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,CHIMARRA,,Fingernet Caddisflies,471
CHIMARRA ATERRIMA,Species,FALSE,3,,CF,CN,uni,FALSE,4,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,CHIMARRA,ATERRIMA,Fingernet Caddisflies,472
CHIMARRA OBSCURA,Species,FALSE,3,,CF,CN,uni,FALSE,4,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,CHIMARRA,OBSCURA,Fingernet Caddisflies,473
PHRYGANEIDAE,Family,FALSE,4,4_middle,SH,CB,uni,FALSE,5,SH,Shredder,cb,Climber,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHRYGANEIDAE,,,,Giant Case Maker Caddisflies,474
PTILOSTOMIS,Genus,FALSE,4,4_middle,SH,CN,uni,FALSE,5,SH,Shredder,cn,Clinger,,0,FALSE,RM,ARTHROPODA,INSECTA,,TRICHOPTERA,PHRYGANEIDAE,,PTILOSTOMIS,,Giant Case Maker Caddisflies,475
POLYCENTROPODIDAE,Family,FALSE,4,4_middle,CF,CN,uni,FALSE,6.4,UN,Unidentified,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,,Trumpetnet and Tubemaking Caddisflies,476
NEURECLIPSIS,Genus,FALSE,4,4_middle,CF,CN,uni,FALSE,7,CF,Filterer,cn,Clinger,,0,FALSE,SG,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,NEURECLIPSIS,,Trumpetnet and Tubemaking Caddisflies,478
ORCONECTES RUSTICUS,Species,FALSE,4,4_middle,"CG,SH",SP,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,RUSTICUS,Crayfishes,48
POLYCENTROPUS,Genus,FALSE,3,,PR,CN,uni,FALSE,6,PR,Predator,cn,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,POLYCENTROPUS,,Trumpetnet and Tubemaking Caddisflies,480
PSYCHOMYIIDAE,Family,FALSE,4,4_middle,CG,CN,uni,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,PSYCHOMYIIDAE,,,,Net-Tube Caddisflies,481
PSYCHOMYIA,Genus,FALSE,4,4_middle,"CG,SC",CN,uni,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,PSYCHOMYIIDAE,,PSYCHOMYIA,,Net-Tube Caddisflies,482
PSYCHOMYIA FLAVIDA,Species,FALSE,4,4_middle,"CG,SC",CN,uni,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,PSYCHOMYIIDAE,,PSYCHOMYIA,FLAVIDA,Net-Tube Caddisflies,483
BRANCHIOBDELLIDA,Order,FALSE,4,4_middle,CG,CB,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,BRANCHIOBDELLIDA,,,,,Leeches,484
HYDROZOA,Class,FALSE,4,4_middle,NA,CN,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,CNIDARIA,HYDROZOA,,,,,,,"Hydrozoans, Hydralike Animals",486
HYDRIDAE,Family,TRUE,,,PR,NA,NA,FALSE,5,UN,Unidentified,UN,Unidentified,,0,FALSE,,CNIDARIA,HYDROZOA,CAPITATA,ANTHOATHECATAE,HYDRIDAE,,,,"Hydrozoans, Hydralike Animals",488
HYDRA,Genus,TRUE,,,PR,CN,NA,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,CNIDARIA,HYDROZOA,CAPITATA,ANTHOATHECATAE,HYDRIDAE,,HYDRA,,"Hydrozoans, Hydralike Animals",489
ORCONECTES VIRILIS,Species,FALSE,4,4_middle,"CG,SH",SP,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,VIRILIS,Crayfishes,49
MOLLUSCA,Phylum,FALSE,,,NA,NA,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,MOLLUSCA,,,,,,,,Mollusks,490
GASTROPODA,Class,FALSE,,,SC,CB,NA,FALSE,7,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,,,,,,Snails,491
ANCYLIDAE,Family,FALSE,4,4_middle,SC,CB,uni,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,ANCYLIDAE,,,,Ancylid Snails,493
FERRISSIA,Genus,FALSE,4,4_middle,SC,CB,NA,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,ANCYLIDAE,,FERRISSIA,,Ancylid Snails,494
LYMNAEIDAE,Family,FALSE,4,4_middle,SC,CB,multi,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,,,Lymnaeid Snails,495
FOSSARIA,Genus,FALSE,4,4_middle,SC,CB,multi,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,FOSSARIA,,Lymnaeid Snails,496
PSEUDOSUCCINEA,Genus,FALSE,4,4_worse,SC,CB,NA,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,PSEUDOSUCCINEA,,Lymnaeid Snails,497
PSEUDOSUCCINEA COLUMELLA,Species,FALSE,4,4_worse,SC,CB,NA,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,PSEUDOSUCCINEA,COLUMELLA,Lymnaeid Snails,498
STAGNICOLA,Genus,FALSE,5,,SC,CB,multi,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,STAGNICOLA,,Lymnaeid Snails,499
ISOPODA,Order,FALSE,,,CG,NA,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,,,,,Aquatic Sowbugs,50
PHYSIDAE,Family,FALSE,5,,SC,CB,multi,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,,,Physid Snails,500
PLANORBIDAE,Family,FALSE,4,4_middle,SC,CB,multi,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,,Planorbid Snails,501
GYRAULUS,Genus,FALSE,4,4_worse,SC,CB,NA,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,GYRAULUS,,Planorbid Snails,502
PLANORBELLA,Genus,FALSE,4,4_worse,SC,CB,NA,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,SG,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,PLANORBELLA,,Planorbid Snails,503
BIVALVIA,Class,FALSE,,,CF,BU,NA,FALSE,,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,,,,,,,Mussels and Clams,504
VENEROIDA,Order,FALSE,,,NA,BU,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,,,,,Mussels and Clams,505
CORBICULA,Genus,FALSE,6m,,CF,BU,multi,FALSE,6.3,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,CORBICULIDAE,,CORBICULA,,Asian clam,507
CORBICULA FLUMINEA,Species,FALSE,6m,,CF,BU,multi,FALSE,6.3,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,CORBICULIDAE,,CORBICULA,FLUMINEA,Asian clam,508
SPHAERIIDAE,Family,FALSE,4,4_middle,CF,BU,NA,FALSE,6,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,SPHAERIIDAE,,,,Fingernail clams,509
ASELLIDAE,Family,FALSE,4,4_middle,CG,SP,NA,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLIDAE,,,,Aquatic Sowbugs,51
UNIONIDAE,Family,FALSE,4,4_middle,CF,BU,NA,FALSE,8,CF,Filterer,UN,Unidentified,,0,FALSE,NF,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,,,Mussels,510
ANODONTINAE,Subfamily,FALSE,,,CF,NA,NA,FALSE,6,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,ANODONTINAE,,Mussels,511
POTAMILUS,Genus,FALSE,,,CF,BU,NA,FALSE,8,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,POTAMILUS,,Mussels,512
POTAMILUS OHIENSIS,Species,FALSE,,,CF,BU,NA,FALSE,8,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,POTAMILUS,OHIENSIS,Mussels,513
NEMATODA,Phylum,FALSE,4,4_middle,PA,BU,NA,FALSE,5,PA,Parasite,UN,Unidentified,,0,FALSE,,NEMATODA,,,,,,,,Nematodes,514
NEMATOMORPHA,Phylum,FALSE,4,4_middle,PA,BU,NA,FALSE,,PA,Parasite,UN,Unidentified,,0,FALSE,,NEMATOMORPHA,,,,,,,,"Horsehair Worms, Hair Worms",515
GORDIOIDEA,Order,FALSE,,,NA,NA,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,NEMATOMORPHA,,,GORDIOIDEA,,,,,"Horsehair Worms, Hair Worms",516
GORDIIDAE,Family,FALSE,4,4_middle,PA,NA,NA,FALSE,6,PA,Parasite,UN,Unidentified,,0,FALSE,,NEMATOMORPHA,,,GORDIOIDEA,GORDIIDAE,,,,"Horsehair Worms, Hair Worms",517
GORDIUS,Genus,FALSE,4,4_worse,PR,BU,NA,FALSE,6,PA,Parasite,UN,Unidentified,,0,FALSE,,NEMATOMORPHA,,,GORDIOIDEA,GORDIIDAE,,GORDIUS,,"Horsehair Worms, Hair Worms",518
CAECIDOTEA,Genus,FALSE,4,4_worse,CG,SP,NA,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLIDAE,,CAECIDOTEA,,Aquatic Sowbugs,52
PARAGORDIUS,Genus,FALSE,,,PA,NA,NA,FALSE,,PA,Parasite,UN,Unidentified,,0,FALSE,,NEMATOMORPHA,GORDIOIDA,,GORDIOIDEA,CHORDODIDAE,,PARAGORDIUS,,"Horsehair Worms, Hair Worms",520
PLATYHELMINTHES,Phylum,FALSE,4,4_middle,OM,NA,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,PLATYHELMINTHES,,,,,,,,Flatworms,521
TURBELLARIA,Class,FALSE,4,4_middle,NA,SP,NA,FALSE,6,UN,Unidentified,UN,Unidentified,,0,FALSE,,PLATYHELMINTHES,TURBELLARIA,,,,,,,Flatworms,522
TRICLADIDA,Order,FALSE,,,OM,SP,NA,FALSE,6,UN,Unidentified,UN,Unidentified,,0,FALSE,,PLATYHELMINTHES,TURBELLARIA,ARCHOOPHORA,TRICLADIDA,,,,,Flatworms,523
DUGESIIDAE,Family,FALSE,4,4_middle,"CG,PR",SP,NA,FALSE,6,CG/PR,Collector/Predator,UN,Unidentified,,0,FALSE,,PLATYHELMINTHES,TURBELLARIA,ARCHOOPHORA,TRICLADIDA,DUGESIIDAE,,,,Flatworms,524
CURA,Genus,FALSE,,,"CG,PR",SP,NA,FALSE,5.1,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,PLATYHELMINTHES,TURBELLARIA,ARCHOOPHORA,TRICLADIDA,DUGESIIDAE,,CURA,,Flatworms,525
CURA FOREMANII,Species,FALSE,,,"CG,PR",SP,NA,FALSE,5.1,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,PLATYHELMINTHES,TURBELLARIA,ARCHOOPHORA,TRICLADIDA,DUGESIIDAE,,CURA,FOREMANII,Flatworms,526
GIRARDIA,Genus,FALSE,4,4_middle,CG,NA,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,PLATYHELMINTHES,TURBELLARIA,ARCHOOPHORA,TRICLADIDA,DUGESIIDAE,,GIRARDIA,,Flatworms,527
GIRARDIA TIGRINA,Species,FALSE,4,4_middle,CG,NA,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,PLATYHELMINTHES,TURBELLARIA,ARCHOOPHORA,TRICLADIDA,DUGESIIDAE,,GIRARDIA,TIGRINA,Flatworms,528
CAECIDOTEA INTERMEDIA,Species,FALSE,4,4_worse,CG,SP,NA,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLIDAE,,CAECIDOTEA,INTERMEDIA,Aquatic Sowbugs,53
STENELMIS DECORATA,Species,FALSE,4,4_middle,SC,CN,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,DECORATA,Riffle Beetles,537
HYDROCHIDAE,Family,FALSE,4,4_worse,SH,NA,NA,FALSE,4.6,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROCHIDAE,,,,Water Scavenger Beetles,539
TROMBIDIFORMES,Order,FALSE,,,PR,NA,NA,FALSE,5.7,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,ARACHNIDA,ACARI,TROMBIDIFORMES,,,,,Water Mites,54
HYDROCHUS,Genus,FALSE,4,4_worse,SH,"CB,SW",uni,FALSE,4.6,SH,Shredder,UN,Unidentified,,0,FALSE,SG,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROCHIDAE,,HYDROCHUS,,Water Scavenger Beetles,540
HYDROCHUS SCABRATUS,Species,FALSE,4,4_worse,SH,"CB,SW",uni,FALSE,4.6,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROCHIDAE,,HYDROCHUS,SCABRATUS,Water Scavenger Beetles,541
NOTIPHILA,Genus,FALSE,,,CG,BU,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,EPHYDRIDAE,,NOTIPHILA,,"Shore Flies, Brine Flies",544
SILVIUS,genus,FALSE,4,4_middle,PR,SP,uni,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,SILVIUS,,"Horse Flies, Deer Flies",546
HETEROCLOEON AMPLUM,Species,FALSE,,,SC,SW,multi,FALSE,6,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,HETEROCLOEON,AMPLUM,Small Minnow Mayflies,549
FALLCEON,Genus,FALSE,4,4_worse,"CG,SH",SW,multi,FALSE,4.8,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,FALLCEON,,Small Minnow Mayflies,550
CAENIS TARDATA,Species,FALSE,4,4_middle,CG,SP,multi,FALSE,7,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CAENIS,TARDATA,Small Squaregill Mayflies,551
AMERCAENIS RIDENS,Species,FALSE,4,4_middle,"CF,CG",SP,uni,FALSE,5,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,AMERCAENIS,RIDENS,Small Squaregill Mayflies,552
AMERCAENIS,Genus,FALSE,4,4_middle,"CF,CG",SP,uni,FALSE,5,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,AMERCAENIS,,Small Squaregill Mayflies,553
HYDRACHNIDAE,Family,FALSE,,,PR,SW,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,ARACHNIDA,ACARI,TROMBIDIFORMES,HYDRACHNIDAE,,,,Water Mites,56
ACRONEURIA ABNORMIS,Species,FALSE,3,,PR,CN,semi,FALSE,0,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ACRONEURIA,ABNORMIS,Common Stoneflies,565
AGNETINA CAPITATA,Species,FALSE,3,,PR,CN,semi,FALSE,2,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,AGNETINA,CAPITATA,Common Stoneflies,567
ATTANEURIA,Genus,FALSE,3,,PR,"CN,SW",semi,FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ATTANEURIA,,Common Stoneflies,568
ATTANEURIA RURALIS,Species,FALSE,3,,PR,"CN,SW",semi,FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ATTANEURIA,RURALIS,Common Stoneflies,569
PARAGNETINA MEDIA,Species,FALSE,3,,PR,CN,semi,FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PARAGNETINA,MEDIA,Common Stoneflies,571
ISOPERLA SIGNATA,Species,FALSE,3,,PR,CN,uni,FALSE,2,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,ISOPERLA,SIGNATA,Perlodid Stoneflies,572
MICRASEMA,Genus,FALSE,,,SH,CN,semi,FALSE,1,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,MICRASEMA,,Humpless Case Maker Caddisflies,573
LEPIDOSTOMA,Genus,FALSE,3,,SH,CB,uni,FALSE,1,SH,Shredder,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPIDOSTOMATIDAE,,LEPIDOSTOMA,,Lepidostomatid Case Maker Caddisflies,577
NECTOPSYCHE PAVIDA,Species,FALSE,4,4_middle,SH,"CB,SP",uni,FALSE,3,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,NECTOPSYCHE,PAVIDA,Longhorned Case Maker Caddisflies,578
COLEOPTERA,Order,FALSE,,,NA,NA,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,,,,,Water beetles,58
NYCTIOPHYLAX,Genus,FALSE,4,4_middle,PR,CN,uni,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,SG,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,NYCTIOPHYLAX,,Trumpetnet and Tubemaking Caddisflies,581
HYDROBIIDAE,Family,FALSE,4,4_middle,SC,CB,multi,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,,,Hydrobiid Snails,582
PLEUROCERIDAE,Family,FALSE,3,,SC,CB,multi,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,,Pleurocerid Snails,584
ELIMIA,Genus,FALSE,4,4_better,SC,CB,multi,FALSE,2.5,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,ELIMIA,,Pleurocerid Snails,585
STYLURUS AMNICOLA,Species,FALSE,4,4_middle,"PR,CG","BU,SP",semi,FALSE,4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,AMNICOLA,Clubtail Dragonflies,587
STYLURUS NOTATUS,Species,FALSE,4,4_middle,"PR,CG","BU,SP",semi,FALSE,4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,NOTATUS,Clubtail Dragonflies,588
CARABIDAE,Family,TRUE,,,,,,FALSE,,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,CARABIDAE,,,,Ground Beetles,59
PLAUDITUS VIRILIS,Species,FALSE,4,4_middle,CG,SW,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,VIRILIS,Small Minnow Mayflies,591
OECETIS INCONSPICUA COMPLEX,Species,FALSE,4,4_middle,PR,"CN,SP",uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,INCONSPICUA COMPLEX,Longhorned Case Maker Caddisflies,592
HYBOMITRA,Genus,FALSE,4,4_middle,PR,SP,uni,FALSE,6,PR,Predator,SP/BU,Sprawler/Burrower,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,HYBOMITRA,,"Horse Flies, Deer Flies",593
LABIOBAETIS DARDANUS,Species,FALSE,4,4_worse,CG,"SW,CN",multi,FALSE,6,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,LABIOBAETIS,DARDANUS,Small Minnow Mayflies,595
LABIOBAETIS PROPINQUUS,Species,FALSE,4,4_worse,CG,"SW,CN",multi,FALSE,6,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,LABIOBAETIS,PROPINQUUS,Small Minnow Mayflies,596
COENAGRION,Genus,FALSE,4,4_worse,PR,CB,uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,COENAGRION,,Narrowwinged Damselflies,597
ERPOBDELLA DUBIA,Species,FALSE,4,4_worse,PR,SP,NA,FALSE,8,PA,Parasite,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,ERPOBDELLIDAE,,ERPOBDELLA,DUBIA,Leeches,6
CURCULIONIDAE,Family,FALSE,4,4_middle,SH,CN,uni,FALSE,,SH,Shredder,cn/cb,Clinger/Climber,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,CURCULIONIDAE,,,,"Snout Beetles, Weevils",60
HEXAGENIA ATROCAUDATA,Species,FALSE,4,4_middle,CG,BU,semi,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,HEXAGENIA,ATROCAUDATA,Common Burrower Mayflies,600
