Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Oligochaeta,Pristina jenkinae,FALSE,yes,,Pristina,Pristina,Oligochaeta,DNI,68876,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Pristininae,,,Pristina,,,,,
Other Non-Insect,Pristinicola,FALSE,yes,Single Species in NA,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli,568126,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Hydrobiidae,,,,Pristinicola,,,,,hemphilli
Other Non-Insect,Pristinicola hemphilli,FALSE,no,Single Species in NA,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli,568126,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Hydrobiidae,,,,Pristinicola,,,,,hemphilli
Diptera,Probezzia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Other Non-Insect,Procerastea nematodes,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Polychaeta,,,,,,,,,,,,,,
Chironomidae,Procladius,FALSE,no,,Procladius,Procladius,Procladius,Procladius,128277,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Procladiini,,Procladius,,,,,
Diptera,Proclinopyga,FALSE,no,,Proclinopyga,Proclinopyga,Proclinopyga,DNI,135887,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Proclinopyga,,,,,
Ephemeroptera,Procloeon,FALSE,yes,,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Chironomidae,Prodiamesa,FALSE,no,,Prodiamesa,Prodiamesa,Prodiamesa,Prodiamesa,128452,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Prodiamesa,,,,,
Chironomidae,Prodiamesinae,FALSE,no,,DNI,Prodiamesinae,Prodiamesinae,DNI,128437,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,,,,,,
Other Non-Insect,Promenetus,FALSE,yes,,DNI,Planorbidae,Planorbidae,DNI,76591,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,,,,,,
Other Non-Insect,Promenetus umbilicatellus,FALSE,yes,,DNI,Planorbidae,Planorbidae,DNI,76591,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,,,,,,
Coleoptera,Promoresia,TRUE,NonTarget,"Dubious ID, known from Eastern half of country",DNI,DNI,DNI,DNI,114229,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Promoresia,,,,,
Diptera,Prosimuliini,FALSE,yes,,DNI,Simuliidae,Simuliidae,DNI,126640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,
Diptera,Prosimulium,FALSE,yes,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,
Diptera,Prosimulium impostor,FALSE,yes,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,
Diptera,Prosimulium/Helodon,FALSE,yes,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,
Other Non-Insect,Prosobranchia,FALSE,no,TOO COARSE,DNI,Prosobranchia,Prosobranchia,DNI,,Animalia,Mollusca,,Gastropoda,Prosobranchia,,,,,,,,,,,,,
Plecoptera,Prostoia,FALSE,no,,DNI,Prostoia,Prostoia,DNI,102584,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Prostoia,,,,,
Plecoptera,Prostoia besametsa,FALSE,yes,,DNI,Prostoia,Prostoia,DNI,102584,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Prostoia,,,,,
Other Non-Insect,Prostoma,FALSE,no,,Prostoma,Prostoma,Prostoma,DNI,57577,Animalia,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,,Tetrastemmatidae,,,,Prostoma,,,,,
Diptera,Protanyderus,FALSE,yes,,DNI,Tanyderidae,Tanyderidae,DNI,125799,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tanyderidae,,,,,,,,,
Chironomidae,Protanypus,FALSE,no,,DNI,Protanypus,Protanypus,DNI,128431,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Protanypini,,Protanypus,,,,,
Megaloptera,Protochauliodes,FALSE,no,,Corydalidae,Protochauliodes,Protochauliodes,Corydalidae,115053,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Protochauliodes,,,,,
Trichoptera,Protoptila,FALSE,no,,Protoptila,Protoptila,Protoptila,DNI,115221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Protoptila,,,,,
Trichoptera,Protoptila erotica,FALSE,yes,,Protoptila,Protoptila,Protoptila,DNI,115221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Protoptila,,,,,
Trichoptera,Protoptilinae,FALSE,yes,,DNI,Glossosomatidae,Glossosomatidae,DNI,117120,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,,,,,,,,,
Other Non-Insect,Protzia,FALSE,no,,Protzia,Protzia,Trombidiformes,Protzia,83170,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,
Other Non-Insect,Protzia exima,FALSE,yes,,Protzia,Protzia,Trombidiformes,Protzia,83170,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,
Other Non-Insect,Protziidae,FALSE,yes,,DNI,Hydryphantidae,Trombidiformes,DNI,83212,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,,,,,,
Chironomidae,Psectrocladius,FALSE,no,,Psectrocladius,Psectrocladius,Psectrocladius,Psectrocladius,129018,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psectrocladius,,,,,
Chironomidae,Psectrotanypus,FALSE,no,,DNI,Psectrotanypus,Psectrotanypus,DNI,128048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Psectrotanypus,,,,,
Coleoptera,Psephenidae,FALSE,no,,DNI,Psephenidae,Psephenidae,DNI,114069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,,,,,,,,,
Coleoptera,Psephenus,FALSE,no,,Psephenus,Psephenus,Psephenus,Psephenus,114070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Psepheninae,,,Psephenus,,,,,
Coleoptera,Psephenus falli,FALSE,yes,,Psephenus,Psephenus,Psephenus,Psephenus,114070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Psepheninae,,,Psephenus,,,,,
Coleoptera,Psephenus herricki,FALSE,yes,,Psephenus,Psephenus,Psephenus,Psephenus,114070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Psepheninae,,,Psephenus,,,,,
Chironomidae,Pseudochironomini,FALSE,no,,DNI,Pseudochironomini,Pseudochironomini,DNI,129850,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,,,,,,
Chironomidae,Pseudochironomus,FALSE,no,,Pseudochironomus,Pseudochironomus,Pseudochironomus,DNI,129851,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,Pseudochironomus,,,,,
Ephemeroptera,Pseudocloeon,FALSE,yes,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Pseudocloeon propinquum,FALSE,yes,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Chironomidae,Pseudodiamesa,FALSE,no,,Pseudodiamesa,Pseudodiamesa,Pseudodiamesa,Pseudodiamesa,128416,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pseudodiamesa,,,,,
Other Non-Insect,Pseudofeltria,FALSE,no,,DNI,Pseudofeltria,Trombidiformes,DNI,83410,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pseudofeltria,,,,,
Diptera,Pseudolimnophila,FALSE,no,,DNI,Pseudolimnophila,Pseudolimnophila,DNI,120365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Pseudolimnophila,,,,,
Chironomidae,Pseudorthocladius,FALSE,no,,DNI,Pseudorthocladius,Pseudorthocladius,DNI,129052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudorthocladius,,,,,
Chironomidae,Pseudosmittia,FALSE,no,,Pseudosmittia,Pseudosmittia,Pseudosmittia,DNI,129071,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudosmittia,,,,,
Trichoptera,Pseudostenophylax,FALSE,no,,DNI,Pseudostenophylax,Pseudostenophylax,DNI,115989,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Pseudostenophylacinae,,,Pseudostenophylax,,,,,
Trichoptera,Pseudostenophylax edwardsi,FALSE,yes,,DNI,Pseudostenophylax,Pseudostenophylax,DNI,115989,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Pseudostenophylacinae,,,Pseudostenophylax,,,,,
Other Non-Insect,Pseudosuccinea,FALSE,yes,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Other Non-Insect,Pseudosuccinea columella,FALSE,yes,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Chironomidae,Psilometriocnemus,FALSE,no,,Psilometriocnemus,Psilometriocnemus,Psilometriocnemus,Psilometriocnemus,129083,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psilometriocnemus,,,,,
Chironomidae,Psilometriocnemus triannulatus,FALSE,yes,,Psilometriocnemus,Psilometriocnemus,Psilometriocnemus,Psilometriocnemus,129083,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psilometriocnemus,,,,,
Trichopera,Psilotreta,TRUE,NonTarget,Not known in region ( Eastern Taxon),DNI,DNI,DNI,DNI,116497,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Psilotreta,,,,,
Diptera,Psychoda,FALSE,yes,,DNI,Psychodini,Psychodini,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Psychodini,,,,,,,
Diptera,Psychodidae,FALSE,no,,DNI,Psychodidae,Psychodidae,DNI,125351,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,,,,,,,,,
Diptera,Psychodinae,FALSE,yes,,DNI,Psychodidae,Psychodidae,DNI,125351,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,,,,,,,,,
Diptera,Psychodini,FALSE,no,,DNI,Psychodini,Psychodini,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Psychodini,,,,,,,
Trichoptera,Psychoglypha,FALSE,no,,Psychoglypha,Psychoglypha,Psychoglypha,Psychoglypha,115974,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,
Trichoptera,Psychoglypha bella,FALSE,no,,Psychoglypha,Psychoglypha bella,Psychoglypha bella,Psychoglypha,115977,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,bella
Trichoptera,Psychoglypha subborealis,FALSE,no,,Psychoglypha,Psychoglypha subborealis,Psychoglypha subborealis,Psychoglypha,115981,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,subborealis
Trichoptera,Psychomyia,FALSE,no,,Psychomyia,Psychomyia,Psychomyia,Psychomyia,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,
Trichoptera,Psychomyia flavida,FALSE,yes,,Psychomyia,Psychomyia,Psychomyia,Psychomyia,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,
Trichoptera,Psychomyia lumina,FALSE,yes,,Psychomyia,Psychomyia,Psychomyia,Psychomyia,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,
Trichoptera,Psychomyiidae,FALSE,no,,DNI,Psychomyiidae,Psychomyiidae,DNI,115334,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,,,,,,,,,
Plecoptera,Pteronarcella,FALSE,no,,Pteronarcella,Pteronarcella,Pteronarcella,Pteronarcella,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,
Plecoptera,Pteronarcella badia,FALSE,yes,,Pteronarcella,Pteronarcella,Pteronarcella,Pteronarcella,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,
Plecoptera,Pteronarcella regularis,FALSE,yes,,Pteronarcella,Pteronarcella,Pteronarcella,Pteronarcella,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,
Plecoptera,Pteronarcyidae,FALSE,no,,DNI,Pteronarcyidae,Pteronarcyidae,DNI,102470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,,,,,,,,,
Plecoptera,Pteronarcys,FALSE,no,,DNI,Pteronarcys,Pteronarcys,DNI,102471,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,
Plecoptera,Pteronarcys californica,FALSE,no,,Pteronarcys californica,Pteronarcys californica,Pteronarcys californica,Pteronarcys californica,102473,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,californica
Plecoptera,Pteronarcys dorsata,FALSE,no,,DNI,Pteronarcys dorsata,Pteronarcys dorsata,DNI,102478,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,dorsata
Plecoptera,Pteronarcys princeps,FALSE,no,,Pteronarcys princeps,Pteronarcys princeps,Pteronarcys princeps,Pteronarcys princeps,102484,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,princeps
Terrestrial,Ptiliidae,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,113805,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Ptiliidae,,,,,,,,,
Coleoptera,Ptilodactylidae,FALSE,no,,DNI,Ptilodactylidae,Ptilodactylidae,DNI,114265,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Ptilodactylidae,,,,,,,,,
Trichoptera,Ptilostomis,FALSE,no,,DNI,Ptilostomis,Ptilostomis,DNI,115868,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Ptilostomis,,,,,
Diptera,Ptychoptera,FALSE,no,,Ptychoptera,Ptychoptera,Ptychoptera,Ptychoptera,125786,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Ptychopterinae,,,Ptychoptera,,,,,
Diptera,Ptychopteridae,FALSE,no,,DNI,Ptychopteridae,Ptychopteridae,DNI,125763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,,,,,,,,,
Other Non-Insect,Pulmonata,FALSE,no,TOO COARSE,DNI,Pulmonata,Pulmonata,DNI,,Animalia,Mollusca,,Gastropoda,,,,,,,,,,,,,,
Trichoptera,Pycnopsyche,FALSE,yes,,DNI,Limnephilidae,Limnephilidae,DNI,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,,,,,,,,,
Other Non-Insect,Pyganodon,FALSE,yes,,Unionoidea,Unionoidea,Unionoidea,DNI,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,Unionoidea,,,,,,,,,,,
Lepidoptera,Pyralidae,FALSE,yes,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,
Other Non-Insect,Pyrgulopsis,FALSE,yes,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,,,,,,,,,,
Oligochaeta,Quistadrilus multisetosus,FALSE,yes,,Tubificinae,Quistradrilus,Oligochaeta,Tubificinae,68793,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Quistradrilus,,,,,
Oligochaeta,Quistradrilus,FALSE,no,,Tubificinae,Quistradrilus,Oligochaeta,Tubificinae,68793,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Quistradrilus,,,,,
Other Non-Insect,Radix,FALSE,no,,Lymnaeidae,Radix,Radix,Lymnaeidae,76525,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Radix,,,,,
Other Non-Insect,Radix auricularia,FALSE,yes,,Lymnaeidae,Radix,Radix,Lymnaeidae,76525,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Radix,,,,,
Chironomidae,Radotanypus,FALSE,no,,Radotanypus,Radotanypus,Radotanypus,Radotanypus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Radotanypus,,,,,
Chironomidae,Radotanypus submarginella,FALSE,yes,,Radotanypus,Radotanypus,Radotanypus,Radotanypus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Radotanypus,,,,,
Other Non-Insect,Ramellogammarus,FALSE,no,,Anisogammaridae,Ramellogammarus,Ramellogammarus,DNI,93953,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,Ramellogammarus,,,,,
Heteroptera,Ranatra,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103748,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Nepidae,Ranatrinae,,,Ranatra,,,,,
Heteroptera,Ranatra fusca,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103748,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Nepidae,Ranatrinae,,,Ranatra,,,,,
Oligochaeta,Randidrilus,FALSE,yes,,DNI,Enchytraeidae,Oligochaeta,DNI,68510,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,,,,,,
Chironomidae,Reomyia,FALSE,yes,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia,128259,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Zavrelimyia,,,,,
Diptera,Rhabdomastix,FALSE,no,,Rhabdomastix,Rhabdomastix,Rhabdomastix,Rhabdomastix,120968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,
Diptera,Rhabdomastix (Lurdia),FALSE,no,,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,Lurdia,,,,
Diptera,Rhabdomastix fascigera gr.,FALSE,yes,,Rhabdomastix,Rhabdomastix,Rhabdomastix,Rhabdomastix,120968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,
Diptera,Rhabdomastix Fascigera Group,FALSE,yes,,Rhabdomastix,Rhabdomastix,Rhabdomastix,Rhabdomastix,120968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,
Diptera,Rhabdomastix fascigera group,FALSE,yes,best to leave at genus,Rhabdomastix,Rhabdomastix,Rhabdomastix,Rhabdomastix,120968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,
Diptera,Rhabdomastix fascigera Group,FALSE,yes,formatting and best to leave at genus,Rhabdomastix,Rhabdomastix,Rhabdomastix,Rhabdomastix,120968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,
Diptera,Rhabdomastix setigera gr.,FALSE,yes,,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,Lurdia,,,,
Diptera,Rhabdomastix Setigera Gr.,FALSE,yes,best to leave at subgenus,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,Lurdia,,,,
Diptera,Rhabdomastix Setigera Group,FALSE,yes,,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,Lurdia,,,,
Diptera,Rhabdomastix setigera group,FALSE,yes,best to leave at subgenus,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,Lurdia,,,,
Diptera,Rhabdomastix setigera Group,FALSE,yes,formatting and best to leave at subgenus,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,Lurdia,,,,
Heteroptera,Rhagovelia,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103886,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,Rhagoveliinae,,,Rhagovelia,,,,,
Heteroptera,Rhagovelia distincta,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103886,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,Rhagoveliinae,,,Rhagovelia,,,,,
Coleoptera,Rhantus,FALSE,yes,,DNI,Colymbetinae,Dytiscidae,DNI,678403,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Colymbetinae,,,,,,,,
Coleoptera,Rhantus binotatus,FALSE,yes,,DNI,Colymbetinae,Dytiscidae,DNI,678403,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Colymbetinae,,,,,,,,
Coleoptera,Rhantus consimilis,FALSE,yes,,DNI,Colymbetinae,Dytiscidae,DNI,678403,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Colymbetinae,,,,,,,,
