orig_FinalID_IA,OTU_BCG_IA,modified_BCG,Notes,OTU_TaxaTolAnal
FOSSARIA,FOSSARIA,FALSE,,LYMNAEA
FRENESIA,FRENESIA,FALSE,,FRENESIA
FRENESIA MISSA,FRENESIA MISSA,FALSE,,FRENESIA MISSA
GAMMARIDAE,GAMMARIDAE,FALSE,,GAMMARIDAE
GAMMARUS,GAMMARUS,FALSE,,GAMMARUS
GAMMARUS PSEUDOLIMNAEUS,GAMMARUS PSEUDOLIMNAEUS,FALSE,,GAMMARUS PSEUDOLIMNAEUS
GASTROPODA,GASTROPODA,FALSE,,GASTROPODA
GERRIDAE,GERRIDAE,FALSE,,GERRIDAE
GERRIS,GERRIS,FALSE,,GERRIS
GERRIS BUENOI,GERRIS BUENOI,FALSE,,GERRIS BUENOI
GERRIS MARGINATUS,GERRIS MARGINATUS,FALSE,,GERRIS MARGINATUS
GIRARDIA,GIRARDIA,FALSE,,GIRARDIA
GIRARDIA TIGRINA,GIRARDIA TIGRINA,FALSE,,GIRARDIA TIGRINA
GLOSSIPHONIA,GLOSSIPHONIA,FALSE,,GLOSSIPHONIA
GLOSSIPHONIA COMPLANATA,GLOSSIPHONIA COMPLANATA,FALSE,,GLOSSIPHONIA COMPLANATA
GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,FALSE,,GLOSSIPHONIIDAE
GLOSSOSOMA,GLOSSOSOMA,FALSE,,GLOSSOSOMA
GLOSSOSOMA INTERMEDIA,GLOSSOSOMA INTERMEDIA,FALSE,,GLOSSOSOMA INTERMEDIA
GLOSSOSOMATIDAE,GLOSSOSOMATIDAE,FALSE,,GLOSSOSOMATIDAE
GOMPHIDAE,GOMPHIDAE,FALSE,,GOMPHIDAE
GOMPHUS,GOMPHUS,FALSE,,GOMPHIDAE
GOMPHUS EXILIS,GOMPHUS EXILIS,FALSE,,PHANOGOMPHUS EXILIS
GOMPHUS EXTERNUS,GOMPHUS EXTERNUS,FALSE,,GOMPHURUS EXTERNUS
GOMPHUS FRATERNUS,GOMPHUS FRATERNUS,FALSE,,GOMPHURUS FRATERNUS
GOMPHUS GRASLINELLUS,GOMPHUS GRASLINELLUS,FALSE,,PHANOGOMPHUS GRASLINELLUS
GOMPHUS MILITARIS,GOMPHUS MILITARIS,FALSE,,PHANOGOMPHUS MILITARIS
GOMPHUS VASTUS,GOMPHUS VASTUS,FALSE,,GOMPHURUS VASTUS
GONOMYIA,GONOMYIA,FALSE,,GONOMYIA
GORDIIDAE,GORDIIDAE,FALSE,,GORDIIDAE
GORDIOIDEA,GORDIOIDEA,FALSE,,GORDIOIDEA
GORDIUS,GORDIUS,FALSE,,GORDIUS
GRAPHODERUS PERPLEXUS,GRAPHODERUS PERPLEXUS,FALSE,,GRAPHODERUS PERPLEXUS
GYRAULUS,GYRAULUS,FALSE,,GYRAULUS
GYRAULUS PARVUS,GYRAULUS PARVUS,FALSE,,GYRAULUS PARVUS
GYRINIDAE,GYRINIDAE,FALSE,,GYRINIDAE
GYRINUS,GYRINUS,FALSE,,GYRINUS
GYRINUS AENEOLUS,GYRINUS AENEOLUS,FALSE,,GYRINUS AENEOLUS
GYRINUS ANALIS,GYRINUS ANALIS,FALSE,,GYRINUS ANALIS
GYRINUS BIFARIUS,GYRINUS BIFARIUS,FALSE,,GYRINUS BIFARIUS
GYRINUS LATILIMBUS,GYRINUS LATILIMBUS,FALSE,,GYRINUS LATILIMBUS
GYRINUS LECONTEI,GYRINUS LECONTEI,FALSE,,GYRINUS LECONTEI
GYRINUS MACULIVENTRIS,GYRINUS MACULIVENTRIS,FALSE,,GYRINUS MACULIVENTRIS
GYRINUS MARGINELLUS,GYRINUS MARGINELLUS,FALSE,,GYRINUS MARGINELLUS
GYRINUS VENTRALIS,GYRINUS VENTRALIS,FALSE,,GYRINUS VENTRALIS
HAEMOPIS GRANDIS,HAEMOPIS GRANDIS,FALSE,,HAEMOPIS GRANDIS
HAEMOPIS MARMORATA,HAEMOPIS MARMORATA,FALSE,,HAEMOPIS MARMORATA
HALIPLIDAE,HALIPLIDAE,FALSE,,HALIPLIDAE
HALIPLUS,HALIPLUS,FALSE,,HALIPLUS
HALIPLUS BOREALIS,HALIPLUS BOREALIS,FALSE,,HALIPLUS BOREALIS
HALIPLUS CONNEXUS,HALIPLUS CONNEXUS,FALSE,,HALIPLUS CONNEXUS
HALIPLUS FASCIATUS,HALIPLUS FASCIATUS,FALSE,,HALIPLUS FASCIATUS
HALIPLUS IMMACULICOLLIS,HALIPLUS IMMACULICOLLIS,FALSE,,HALIPLUS IMMACULICOLLIS
HALIPLUS PANTHERINUS,HALIPLUS PANTHERINUS,FALSE,,HALIPLUS PANTHERINUS
HALIPLUS TRIOPSIS,HALIPLUS TRIOPSIS,FALSE,,HALIPLUS TRIOPSIS
HAPLOTAXIDA,HAPLOTAXIDA,FALSE,,HAPLOTAXIDA
HEBRIDAE,HEBRIDAE,FALSE,,HEBRIDAE
HELICHUS,HELICHUS,FALSE,,HELICHUS
HELICHUS BASALIS,HELICHUS BASALIS,FALSE,,HELICHUS BASALIS
HELICHUS FASTIGIATUS,HELICHUS FASTIGIATUS,FALSE,,HELICHUS FASTIGIATUS
HELICHUS LITHOPHILUS,HELICHUS LITHOPHILUS,FALSE,,HELICHUS LITHOPHILUS
HELICHUS STRIATUS,HELICHUS STRIATUS,FALSE,,HELICHUS STRIATUS
HELICOPSYCHE,HELICOPSYCHE,FALSE,,HELICOPSYCHE
HELICOPSYCHE BOREALIS,HELICOPSYCHE BOREALIS,FALSE,,HELICOPSYCHE BOREALIS
HELICOPSYCHIDAE,HELICOPSYCHIDAE,FALSE,,HELICOPSYCHIDAE
HELISOMA,HELISOMA,FALSE,,HELISOMA
HELISOMA ANCEPS,HELISOMA ANCEPS,FALSE,,HELISOMA ANCEPS
HELIUS,HELIUS,FALSE,,HELIUS
HELOBDELLA,HELOBDELLA,FALSE,,HELOBDELLA
HELOBDELLA FUSCA,HELOBDELLA FUSCA,FALSE,,HELOBDELLA FUSCA
HELOBDELLA PAPILLATA,HELOBDELLA PAPILLATA,FALSE,,HELOBDELLA PAPILLATA
HELOBDELLA STAGNALIS,HELOBDELLA STAGNALIS,FALSE,,HELOBDELLA STAGNALIS
HELOBDELLA TRISERIALIS,HELOBDELLA TRISERIALIS,FALSE,,HELOBDELLA PAPILLATA
HELOCHARES,HELOCHARES,FALSE,,HELOCHARES
HELOCHARES MACULICOLLIS,HELOCHARES MACULICOLLIS,FALSE,,HELOCHARES MACULICOLLIS
HELOPHORUS,HELOPHORUS,FALSE,,HELOPHORUS
HELOPHORUS LACUSTRIS,HELOPHORUS LACUSTRIS,FALSE,,HELOPHORUS LACUSTRIS
HELOPHORUS LINEATUS,HELOPHORUS LINEATUS,FALSE,,HELOPHORUS LINEATUS
HELOPHORUS MARGINICOLLIS,HELOPHORUS MARGINICOLLIS,FALSE,,HELOPHORUS MARGINICOLLIS
HELOPHORUS ORIENTALIS,HELOPHORUS ORIENTALIS,FALSE,,HELOPHORUS ORIENTALIS
HEMERODROMIA,HEMERODROMIA,FALSE,,HEMERODROMIA
HEMIPTERA,HEMIPTERA,FALSE,,HEMIPTERA
HEPTAGENIA,HEPTAGENIA,FALSE,,HEPTAGENIA
HEPTAGENIA ELEGANTULA,HEPTAGENIA ELEGANTULA,FALSE,,HEPTAGENIA ELEGANTULA
HEPTAGENIA FLAVESCENS,HEPTAGENIA FLAVESCENS,FALSE,,HEPTAGENIA FLAVESCENS
HEPTAGENIA PULLA,HEPTAGENIA PULLA,FALSE,,HEPTAGENIA PULLA
HEPTAGENIIDAE,HEPTAGENIIDAE,FALSE,,HEPTAGENIIDAE
HESPERAGRION,HESPERAGRION,FALSE,,HESPERAGRION
HESPEROCORIXA,HESPEROCORIXA,FALSE,,HESPEROCORIXA
HESPEROCORIXA OBLIQUA,HESPEROCORIXA OBLIQUA,FALSE,,HESPEROCORIXA OBLIQUA
HESPEROCORIXA VULGARIS,HESPEROCORIXA VULGARIS,FALSE,,HESPEROCORIXA VULGARIS
HESPEROPHYLAX,HESPEROPHYLAX,FALSE,,HESPEROPHYLAX
HESPEROPHYLAX DESIGNATUS,HESPEROPHYLAX DESIGNATUS,FALSE,,HESPEROPHYLAX DESIGNATUS
HETAERINA,HETAERINA,FALSE,,HETAERINA
HETAERINA AMERICANA,HETAERINA AMERICANA,FALSE,,HETAERINA AMERICANA
HETEROCERIDAE,HETEROCERIDAE,FALSE,,HETEROCERIDAE
HETEROCLOEON AMPLUM,HETEROCLOEON AMPLUM,FALSE,,HETEROCLOEON AMPLUM
HETEROSTERNUTA,HETEROSTERNUTA,FALSE,,HETEROSTERNUTA
HETEROSTERNUTA DIVERSICORNIS,HETEROSTERNUTA DIVERSICORNIS,FALSE,,HETEROSTERNUTA DIVERSICORNIS
HETEROSTERNUTA OPPOSITUS/WICKHAMI,HETEROSTERNUTA OPPOSITUS/WICKHAMI,FALSE,,HETEROSTERNUTA OPPOSITUS/WICKHAMI
HETEROSTERNUTA PULCHRA,HETEROSTERNUTA PULCHRA,FALSE,,HETEROSTERNUTA PULCHRA
HETEROSTERNUTA WICKHAMI,HETEROSTERNUTA WICKHAMI,FALSE,,HETEROSTERNUTA WICKHAMI
HEXAGENIA,HEXAGENIA,FALSE,,HEXAGENIA
HEXAGENIA ATROCAUDATA,HEXAGENIA ATROCAUDATA,FALSE,,HEXAGENIA ATROCAUDATA
HEXAGENIA BILINEATA,HEXAGENIA BILINEATA,FALSE,,HEXAGENIA BILINEATA
HEXAGENIA LIMBATA,HEXAGENIA LIMBATA,FALSE,,HEXAGENIA LIMBATA
HEXATOMA,HEXATOMA,FALSE,,HEXATOMA
HIRUDINEA,HIRUDINEA,FALSE,,HIRUDINEA
HOMOEONEURIA,HOMOEONEURIA,FALSE,,HOMOEONEURIA
HOMOEONEURIA ALLENI,HOMOEONEURIA ALLENI,FALSE,,HOMOEONEURIA ALLENI
HOMOEONEURIA AMMOPHILA,HOMOEONEURIA AMMOPHILA,FALSE,,HOMOEONEURIA AMMOPHILA
HYALELLA,HYALELLA,FALSE,,HYALELLA
HYALELLA AZTECA,HYALELLA,TRUE,,HYALELLA AZTECA
HYBOMITRA,HYBOMITRA,FALSE,,HYBOMITRA
HYDATICUS,HYDATICUS,FALSE,,HYDATICUS
HYDATICUS ARUSPEX,HYDATICUS ARUSPEX,FALSE,,HYDATICUS ARUSPEX
HYDATOPHYLAX ARGUS,HYDATOPHYLAX ARGUS,FALSE,,HYDATOPHYLAX ARGUS
HYDRA,HYDRA,FALSE,,HYDRA
HYDRA AMERICANA,HYDRA AMERICANA,FALSE,,HYDRA AMERICANA
HYDRACHNIDAE,HYDRACHNIDAE,FALSE,,HYDRACHNIDAE
HYDRELLIA,HYDRELLIA,FALSE,,HYDRELLIA
HYDRIDAE,HYDRIDAE,FALSE,,HYDRIDAE
HYDROBIIDAE,HYDROBIIDAE,FALSE,,HYDROBIIDAE
HYDROBIUS,HYDROBIUS,FALSE,,HYDROBIUS
HYDROBIUS FUSCIPES,HYDROBIUS FUSCIPES,FALSE,,HYDROBIUS FUSCIPES
HYDROBIUS MELAENUS,HYDROBIUS MELAENUS,FALSE,,HYDROBIUS MELAENUS
HYDROCANTHUS IRICOLOR,HYDROCANTHUS IRICOLOR,FALSE,,HYDROCANTHUS IRICOLOR
HYDROCHARA OBTUSATA,HYDROCHARA OBTUSATA,FALSE,,HYDROCHARA OBTUSATA
HYDROCHARA SIMULA,HYDROCHARA SIMULA,FALSE,,HYDROCHARA SIMULA
HYDROCHARA SOROR,HYDROCHARA SOROR,FALSE,,HYDROCHARA SOROR
HYDROCHARA SPANGLERI,HYDROCHARA SPANGLERI,FALSE,,HYDROCHARA SPANGLERI
HYDROCHIDAE,HYDROCHIDAE,FALSE,,HYDROCHIDAE
HYDROCHUS,HYDROCHUS,FALSE,,HYDROCHUS
HYDROCHUS NEOSQUAMIFER,HYDROCHUS NEOSQUAMIFER,FALSE,,HYDROCHUS NEOSQUAMIFER
HYDROCHUS PSEUDOSQUAMIFER,HYDROCHUS PSEUDOSQUAMIFER,FALSE,,HYDROCHUS PSEUDOSQUAMIFER
HYDROCHUS SCABRATUS,HYDROCHUS SCABRATUS,FALSE,,HYDROCHUS SCABRATUS
HYDROCHUS SQUAMIFER,HYDROCHUS SQUAMIFER,FALSE,,HYDROCHUS SQUAMIFER
HYDROCHUS SUBCUPREUS,HYDROCHUS SUBCUPREUS,FALSE,,HYDROCHUS SUBCUPREUS
HYDROMETRA MARTINI,HYDROMETRA MARTINI,FALSE,,HYDROMETRA MARTINI
HYDROPHILIDAE,HYDROPHILIDAE,FALSE,,HYDROPHILIDAE
HYDROPHILUS,HYDROPHILUS,FALSE,,HYDROPHILUS
HYDROPHILUS TRIANGULARIS,HYDROPHILUS TRIANGULARIS,FALSE,,HYDROPHILUS TRIANGULARIS
HYDROPORUS,HYDROPORUS,FALSE,,HYDROPORUS
HYDROPORUS DICHROUS,HYDROPORUS DICHROUS,FALSE,,HYDROPORUS DICHROUS
HYDROPORUS NIGER,HYDROPORUS NIGER,FALSE,,HYDROPORUS NIGER
HYDROPORUS NOTABILIS,HYDROPORUS NOTABILIS,FALSE,,HYDROPORUS NOTABILIS
HYDROPSYCHE,HYDROPSYCHE,FALSE,,HYDROPSYCHE
HYDROPSYCHE AERATA,HYDROPSYCHE AERATA,FALSE,,HYDROPSYCHE AERATA
HYDROPSYCHE ARINALE,HYDROPSYCHE ARINALE,FALSE,,HYDROPSYCHE ARINALE
HYDROPSYCHE BETTENI,HYDROPSYCHE BETTENI,FALSE,,HYDROPSYCHE BETTENI
HYDROPSYCHE BIDENS,HYDROPSYCHE BIDENS,FALSE,,HYDROPSYCHE BIDENS
HYDROPSYCHE DICANTHA,HYDROPSYCHE DICANTHA,FALSE,,HYDROPSYCHE DICANTHA
HYDROPSYCHE ORRIS,HYDROPSYCHE ORRIS,FALSE,,HYDROPSYCHE ORRIS
HYDROPSYCHE PHALERATA,HYDROPSYCHE PHALERATA,FALSE,,HYDROPSYCHE PHALERATA
HYDROPSYCHE PLACODA,HYDROPSYCHE PLACODA,FALSE,,HYDROPSYCHE PLACODA
HYDROPSYCHE SCALARIS,HYDROPSYCHE SCALARIS,FALSE,,HYDROPSYCHE SCALARIS
HYDROPSYCHE SIMULANS,HYDROPSYCHE SIMULANS,FALSE,,HYDROPSYCHE SIMULANS
HYDROPSYCHIDAE,HYDROPSYCHIDAE,FALSE,,HYDROPSYCHIDAE
HYDROPTILA,HYDROPTILA,FALSE,,HYDROPTILA
HYDROPTILIDAE,HYDROPTILIDAE,FALSE,,HYDROPTILIDAE
HYDROVATUS PUSTULATUS,HYDROVATUS PUSTULATUS,FALSE,,HYDROVATUS PUSTULATUS
HYDROZOA,HYDROZOA,FALSE,,HYDROZOA
HYGROTUS,HYGROTUS,FALSE,,HYGROTUS
HYGROTUS DISSIMILIS,HYGROTUS DISSIMILIS,FALSE,,HYGROTUS DISSIMILIS
HYGROTUS LACCOPHILINUS,CLEMNIUS LACCOPHILINUS,TRUE,,HYGROTUS LACCOPHILINUS
HYGROTUS NUBILUS,HYGROTUS NUBILUS,FALSE,,HYGROTUS NUBILUS
HYGROTUS SAYI,HYGROTUS SAYI,FALSE,,HYGROTUS SAYI
ILYBIOSOMA SERIATUM,ILYBIOSOMA SERIATUM,FALSE,,ILYBIOSOMA SERIATUM
ILYBIUS,ILYBIUS,FALSE,,ILYBIUS
ILYBIUS BIGUTTULUS,ILYBIUS BIGUTTULUS,FALSE,,ILYBIUS BIGUTTULUS
ILYBIUS BIGUTTULUS/INCARINATUS,ILYBIUS BIGUTTULUS/INCARINATUS,FALSE,,ILYBIUS BIGUTTULUS/INCARINATUS
ILYBIUS FRATERCULUS,ILYBIUS FRATERCULUS,FALSE,,ILYBIUS FRATERCULUS
IRONOQUIA,IRONOQUIA,FALSE,,IRONOQUIA
ISCHNURA,ISCHNURA,FALSE,,ISCHNURA
ISCHNURA POSITA,ISCHNURA POSITA,FALSE,,ISCHNURA POSITA
ISCHNURA VERTICALIS,ISCHNURA VERTICALIS,FALSE,,ISCHNURA VERTICALIS
ISONYCHIA,ISONYCHIA,FALSE,,ISONYCHIA
ISONYCHIA RUFA,ISONYCHIA RUFA,FALSE,,ISONYCHIA RUFA
ISONYCHIIDAE,ISONYCHIIDAE,FALSE,,ISONYCHIIDAE
ISOPERLA,ISOPERLA,FALSE,,ISOPERLA
ISOPERLA BILINEATA,ISOPERLA BILINEATA,FALSE,,ISOPERLA BILINEATA
ISOPERLA DICALA,ISOPERLA DICALA,FALSE,,ISOPERLA DICALA
ISOPERLA MARLYNIA,ISOPERLA MARLYNIA,FALSE,,ISOPERLA MARLYNIA
ISOPERLA SIGNATA,ISOPERLA SIGNATA,FALSE,,ISOPERLA SIGNATA
ISOPERLA SLOSSONAE,ISOPERLA SLOSSONAE,FALSE,,ISOPERLA SLOSSONAE
ISOPODA,ISOPODA,FALSE,,ISOPODA
ISWAEON ANOKA,ISWAEON ANOKA,FALSE,,ISWAEON ANOKA
LABIOBAETIS,LABIOBAETIS,FALSE,,LABIOBAETIS
LABIOBAETIS DARDANUS,LABIOBAETIS DARDANUS,FALSE,,LABIOBAETIS DARDANUS
LABIOBAETIS EPHIPPIATUS,LABIOBAETIS EPHIPPIATUS,FALSE,,LABIOBAETIS EPHIPPIATUS
LABIOBAETIS FRONDALIS,LABIOBAETIS FRONDALIS,FALSE,,LABIOBAETIS FRONDALIS
LABIOBAETIS LONGIPALPUS,LABIOBAETIS LONGIPALPUS,FALSE,,LABIOBAETIS LONGIPALPUS
LABIOBAETIS PROPINQUUS,LABIOBAETIS PROPINQUUS,FALSE,,LABIOBAETIS PROPINQUUS
LACCOBIUS,LACCOBIUS,FALSE,,LACCOBIUS
LACCOBIUS AGILIS,LACCOBIUS AGILIS,FALSE,,LACCOBIUS AGILIS
LACCOBIUS MINUTOIDES,LACCOBIUS MINUTOIDES,FALSE,,LACCOBIUS MINUTOIDES
LACCOBIUS REFLEXIPENIS,LACCOBIUS REFLEXIPENIS,FALSE,,LACCOBIUS REFLEXIPENIS
LACCOBIUS SPANGLERI,LACCOBIUS SPANGLERI,FALSE,,LACCOBIUS SPANGLERI
LACCOBIUS TRUNCATIPENNIS,LACCOBIUS TRUNCATIPENNIS,FALSE,,LACCOBIUS TRUNCATIPENNIS
LACCOPHILUS,LACCOPHILUS,FALSE,,LACCOPHILUS
LACCOPHILUS FASCIATUS,LACCOPHILUS FASCIATUS,FALSE,,LACCOPHILUS FASCIATUS
LACCOPHILUS MACULOSUS,LACCOPHILUS MACULOSUS,FALSE,,LACCOPHILUS MACULOSUS
LACCOPHILUS PROXIMUS,LACCOPHILUS PROXIMUS,FALSE,,LACCOPHILUS PROXIMUS
LAMPSILIS CARDIUM,LAMPSILIS CARDIUM,FALSE,,LAMPSILIS CARDIUM
LAMPSILIS SILIQUOIDEA,LAMPSILIS SILIQUOIDEA,FALSE,,LAMPSILIS SILIQUOIDEA
LAMPYRIDAE,LAMPYRIDAE,FALSE,,EXCLUDE
LASMIGONA COMPLANATA,LASMIGONA COMPLANATA,FALSE,,LASMIGONA COMPLANATA
LEPIDOPTERA,LEPIDOPTERA,FALSE,,LEPIDOPTERA
LEPIDOSTOMA,LEPIDOSTOMA,FALSE,,LEPIDOSTOMA
LEPIDOSTOMA LIBUM,LEPIDOSTOMA LIBUM,FALSE,,LEPIDOSTOMA LIBUM
LEPTOCERIDAE,LEPTOCERIDAE,FALSE,,LEPTOCERIDAE
LEPTOCERUS,LEPTOCERUS,FALSE,,LEPTOCERUS
LEPTODEA FRAGILIS,LEPTODEA FRAGILIS,FALSE,,LEPTODEA FRAGILIS
LEPTOPHLEBIA,LEPTOPHLEBIA,FALSE,,LEPTOPHLEBIA
LEPTOPHLEBIA CUPIDA,LEPTOPHLEBIA CUPIDA,FALSE,,LEPTOPHLEBIA CUPIDA
LEPTOPHLEBIA INTERMEDIA,LEPTOPHLEBIA INTERMEDIA,FALSE,,LEPTOPHLEBIA INTERMEDIA
LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,FALSE,,LEPTOPHLEBIIDAE
LESTES,LESTES,FALSE,,LESTES
LESTES DISJUNCTUS/RECTANGULARIS,LESTES DISJUNCTUS/RECTANGULARIS,FALSE,,LESTES DISJUNCTUS/RECTANGULARIS
LESTIDAE,LESTIDAE,FALSE,,LESTIDAE
LETHOCERUS,LETHOCERUS,FALSE,,LETHOCERUS
LETHOCERUS AMERICANUS,LETHOCERUS AMERICANUS,FALSE,,LETHOCERUS AMERICANUS
LEUCORRHINIA,LEUCORRHINIA,FALSE,,LEUCORRHINIA
LEUCROCUTA,LEUCROCUTA,FALSE,"at some point may want to consider collapsing to subfamily Ecydonurinae = Nixe, Leucrocuta, Afghanurus, and Ecdyonurus",LEUCROCUTA
LEUCROCUTA HEBE,LEUCROCUTA HEBE,FALSE,,LEUCROCUTA HEBE
LEUCROCUTA MACULIPENNIS,LEUCROCUTA MACULIPENNIS,FALSE,,LEUCROCUTA MACULIPENNIS
LIBELLULA,LIBELLULA,FALSE,,LIBELLULA
LIBELLULA LUCTUOSA,LIBELLULA LUCTUOSA,FALSE,,LIBELLULA LUCTUOSA
LIBELLULA PULCHELLA,LIBELLULA PULCHELLA,FALSE,,LIBELLULA PULCHELLA
LIBELLULIDAE,LIBELLULIDAE,FALSE,,LIBELLULIDAE
LIGUMIA RECTA,LIGUMIA RECTA,FALSE,,LIGUMIA RECTA
LIMNEPHILIDAE,LIMNEPHILIDAE,FALSE,,LIMNEPHILIDAE
LIMNEPHILUS,LIMNEPHILUS,FALSE,,LIMNEPHILUS
LIMNOPHILA,LIMNOPHILA,FALSE,,LIMNOPHILA
LIMNOPHORA,LIMNOPHORA,FALSE,,LIMNOPHORA
LIMNOPORUS,LIMNOPORUS,FALSE,,LIMNOPORUS
LIMNOPORUS DISSORTIS,LIMNOPORUS DISSORTIS,FALSE,,LIMNOPORUS DISSORTIS
LIMONIA,LIMONIA,FALSE,,LIMONIA
LIODESSUS,LIODESSUS,FALSE,,LIODESSUS
LIODESSUS AFFINIS,LIODESSUS AFFINIS,FALSE,,LIODESSUS AFFINIS
LIODESSUS AFFINIS/OBSURELLUS,LIODESSUS AFFINIS/OBSURELLUS,FALSE,,LIODESSUS AFFINIS/OBSURELLUS
LIODESSUS FLAVICOLLIS,LIODESSUS FLAVICOLLIS,FALSE,,LIODESSUS FLAVICOLLIS
LIOPOREUS TRIANGULARIS,LIOPOREUS TRIANGULARIS,FALSE,,LIOPOREUS TRIANGULARIS
LISTRONOTUS,LISTRONOTUS,FALSE,,LISTRONOTUS
LIXUS,LIXUS,FALSE,,LIXUS
LUMBRICIDAE,LUMBRICIDAE,FALSE,,LUMBRICIDAE
LYMNAEIDAE,LYMNAEIDAE,FALSE,,LYMNAEIDAE
MACCAFFERTIUM,MACCAFFERTIUM,FALSE,,MACCAFFERTIUM
MACCAFFERTIUM EXIGUUM,MACCAFFERTIUM EXIGUUM,FALSE,,MACCAFFERTIUM EXIGUUM
MACCAFFERTIUM MEDIOPUNCTATUM,MACCAFFERTIUM MEDIOPUNCTATUM,FALSE,,MACCAFFERTIUM MEDIOPUNCTATUM
MACCAFFERTIUM MERIRIVULANUM,MACCAFFERTIUM MERIRIVULANUM,FALSE,,MACCAFFERTIUM MERIRIVULANUM
MACCAFFERTIUM MEXICANUM,MACCAFFERTIUM MEXICANUM,FALSE,,MACCAFFERTIUM MEXICANUM
MACCAFFERTIUM MODESTUM,MACCAFFERTIUM MODESTUM,FALSE,,MACCAFFERTIUM MODESTUM
MACCAFFERTIUM PULCHELLUM,MACCAFFERTIUM PULCHELLUM,FALSE,,MACCAFFERTIUM PULCHELLUM
MACCAFFERTIUM PULCHELLUM/TERMINATUM,MACCAFFERTIUM PULCHELLUM/TERMINATUM,FALSE,,MACCAFFERTIUM PULCHELLUM/TERMINATUM
MACCAFFERTIUM TERMINATUM,MACCAFFERTIUM TERMINATUM,FALSE,,MACCAFFERTIUM TERMINATUM
MACCAFFERTIUM VICARIUM,MACCAFFERTIUM VICARIUM,FALSE,,MACCAFFERTIUM VICARIUM
MACROMIA,MACROMIA,FALSE,,MACROMIA
MACROMIA ILLINOIENSIS,MACROMIA ILLINOIENSIS,FALSE,,MACROMIA ILLINOIENSIS
MACROMIA TAENIOLATA,MACROMIA TAENIOLATA,FALSE,,MACROMIA TAENIOLATA
MACROMIIDAE,MACROMIIDAE,FALSE,,MACROMIIDAE
MACRONYCHUS,MACRONYCHUS,FALSE,,MACRONYCHUS
MACRONYCHUS GLABRATUS,MACRONYCHUS GLABRATUS,FALSE,,MACRONYCHUS GLABRATUS
MACROVELIA,MACROVELIA,FALSE,,MACROVELIA
MACROVELIIDAE,MACROVELIIDAE,FALSE,,MACROVELIIDAE
MALACOSTRACA,MALACOSTRACA,FALSE,,MALACOSTRACA
MATUS,MATUS,FALSE,,MATUS
MATUS BICARINATUS,MATUS BICARINATUS,FALSE,,MATUS BICARINATUS
MAYATRICHIA,MAYATRICHIA,FALSE,,MAYATRICHIA
MAYATRICHIA AYAMA,MAYATRICHIA AYAMA,FALSE,,MAYATRICHIA AYAMA
MENETUS,MENETUS,FALSE,,MENETUS
MERRAGATA HEBROIDES,MERRAGATA HEBROIDES,FALSE,,MERRAGATA HEBROIDES
MESOVELIA,MESOVELIA,FALSE,,MESOVELIA
MESOVELIA MULSANTI,MESOVELIA MULSANTI,FALSE,,MESOVELIA MULSANTI
MESOVELIIDAE,MESOVELIIDAE,FALSE,,MESOVELIIDAE
METRIOCNEMUS EURYNOTUS,METRIOCNEMUS EURYNOTUS,FALSE,,METRIOCNEMUS EURYNOTUS
METROBATES,METROBATES,FALSE,,METROBATES
METROBATES HESPERIUS,METROBATES HESPERIUS,FALSE,,METROBATES HESPERIUS
MICRASEMA,MICRASEMA,FALSE,,MICRASEMA
MICRASEMA GELIDUM,MICRASEMA GELIDUM,FALSE,,MICRASEMA GELIDUM
MICROVELIA,MICROVELIA,FALSE,,MICROVELIA
MICROVELIA AMERICANA,MICROVELIA AMERICANA,FALSE,,MICROVELIA AMERICANA
MIRIDAE,MIRIDAE,FALSE,,MIRIDAE
MOLLUSCA,MOLLUSCA,FALSE,,MOLLUSCA
MONOHELEA/BEZZIA/PALPOMYIA,MONOHELEA/BEZZIA/PALPOMYIA,FALSE,,MONOHELEA/BEZZIA/PALPOMYIA
MUSCIDAE,MUSCIDAE,FALSE,,MUSCIDAE
MUSCULIUM,MUSCULIUM,FALSE,,MUSCULIUM
NAIDIDAE,NAIDIDAE,FALSE,,NAIDIDAE
NASIAESCHNA PENTACANTHA,NASIAESCHNA PENTACANTHA,FALSE,,NASIAESCHNA PENTACANTHA
NECTOPSYCHE,NECTOPSYCHE,FALSE,,NECTOPSYCHE
NECTOPSYCHE ALBIDA,NECTOPSYCHE ALBIDA,FALSE,,NECTOPSYCHE ALBIDA
NECTOPSYCHE CANDIDA,NECTOPSYCHE CANDIDA,FALSE,,NECTOPSYCHE CANDIDA
NECTOPSYCHE DIARINA,NECTOPSYCHE DIARINA,FALSE,,NECTOPSYCHE DIARINA
NECTOPSYCHE EXQUISITA,NECTOPSYCHE EXQUISITA,FALSE,,NECTOPSYCHE EXQUISITA
NECTOPSYCHE PAVIDA,NECTOPSYCHE PAVIDA,FALSE,,NECTOPSYCHE PAVIDA
NEMATODA,NEMATODA,FALSE,,NEMATODA
NEMATOMORPHA,NEMATOMORPHA,FALSE,,NEMATOMORPHA
NEMOTELUS,NEMOTELUS,FALSE,,NEMOTELUS
NEMOURIDAE,NEMOURIDAE,FALSE,,NEMOURIDAE
NEOGERRIS,NEOGERRIS,FALSE,,NEOGERRIS
