Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,OTU_BCG_ORWA,altOTU_BCG_ORWA_worms
Leuctridae,FALSE,,DNI,Leuctridae,Leuctridae,DNI,Leuctridae,Leuctridae
Libellula,FALSE,,DNI,Libellulidae,Libellulidae,DNI,Libellulidae,Libellulidae
Libellula forensis,FALSE,,DNI,Libellulidae,Libellulidae,DNI,Libellulidae,Libellulidae
Libellulidae,FALSE,,DNI,Libellulidae,Libellulidae,DNI,Libellulidae,Libellulidae
Ligidium,TRUE,Marine?,DNI,DNI,DNI,DNI,DNI,DNI
Limnactiniidae,FALSE,,Hydra,Hydra,Hydra,DNI,Hydra,Hydra
Limnebius,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Limnephilidae,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI,Limnephilidae,Limnephilidae
Limnephilidae sp. AJF#01,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI,Limnephilidae,Limnephilidae
Limnephilidae sp. AJF#02,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI,Limnephilidae,Limnephilidae
Limnephilidae sp. AJF#03,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI,Limnephilidae,Limnephilidae
Limnephilinae,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI,Limnephilidae,Limnephilidae
Limnephiloidea,FALSE,TOO COARSE,DNI,Limnephiloidea,Limnephiloidea,DNI,Limnephiloidea,Limnephiloidea
Limnephilus,FALSE,,DNI,Limnephilus,Limnephilus,DNI,Limnephilus,Limnephilus
Limnesia,FALSE,,Limnesia,Limnesia,Trombidiformes,Limnesia,Trombidiformes,Trombidiformes
Limnesiidae,FALSE,,DNI,Limnesiidae,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Limnichidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Limnochares,FALSE,,DNI,Limnochares,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Limnodrilus,FALSE,,Tubificinae,Limnodrilus,Oligochaeta,Tubificinae,Oligochaeta,Oligochaeta
Limnodrilus hoffmeisteri,FALSE,,Tubificinae,Limnodrilus,Oligochaeta,Tubificinae,Oligochaeta,Oligochaeta
Limnophila,FALSE,,Eloeophila,Eloeophila,Eloeophila,Eloeophila,Eloeophila,Eloeophila
Limnophila/Dicranophragma/Eloeophila/Euphylidorea/Idioptera,FALSE,,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Limnophilinae,FALSE,best to leave at family,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Limnophora,FALSE,,Muscidae,Muscidae,Muscidae,Muscidae,Muscidae,Muscidae
Limnophyes,FALSE,,Limnophyes,Limnophyes,Limnophyes,Limnophyes,Limnophyes,Limnophyes
Limnoporus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Limonia,FALSE,,Dicranomyia,Dicranomyia,Dicranomyia,DNI,Dicranomyia,Dicranomyia
Limonia/Dicranomyia/Geranomyia,FALSE,,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Limoniidae,FALSE,,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Limoniinae,FALSE,,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Limoniinae sp. AJF#01,FALSE,,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Limoniinae sp. AJF#02,FALSE,,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Limoniinae sp. AJF#03,FALSE,,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Liodessus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Liodessus obscurellus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Lipsothrix,FALSE,,DNI,Lipsothrix,Lipsothrix,DNI,Lipsothrix,Lipsothrix
Lirceus,FALSE,,DNI,Lirceus,Lirceus,DNI,Lirceus,Lirceus
Lithoglyphidae,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Ljania,FALSE,,DNI,Ljania,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Lopescladius,FALSE,,Lopescladius,Lopescladius,Lopescladius,DNI,Lopescladius,Lopescladius
Lumbricidae,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Lumbricina,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Lumbriculida,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Lumbriculidae,FALSE,,Lumbriculidae,Lumbriculidae,Oligochaeta,Lumbriculidae,Oligochaeta,Oligochaeta
Lumbriculus,FALSE,,Lumbriculidae,Lumbriculidae,Oligochaeta,Lumbriculidae,Oligochaeta,Oligochaeta
Lutrochus,FALSE,,DNI,Lutrochus,Lutrochus,DNI,Lutrochus,Lutrochus
Lymnaea,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Lymnaea auricularia,FALSE,This is actually Radix  an invaisive,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Lymnaeidae,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Maccaffertium,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI,Maccaffertium,Maccaffertium
Maccaffertium terminatum,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI,Maccaffertium,Maccaffertium
Maccaffertium vicarium,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI,Maccaffertium,Maccaffertium
Maccaffertium/Stenonema,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI,Maccaffertium,Maccaffertium
Macromia,FALSE,,DNI,Macromia,Macromia,DNI,Macromia,Macromia
Macromiidae,FALSE,,DNI,Macromiidae,Macromiidae,DNI,Macromiidae,Macromiidae
Macropelopia,FALSE,,Macropelopia,Macropelopia,Macropelopia,Macropelopia,Macropelopia,Macropelopia
Macropelopia decedens,FALSE,,Macropelopia,Macropelopia,Macropelopia,Macropelopia,Macropelopia,Macropelopia
Macropelopiini,FALSE,,DNI,Macropelopiini,Macropelopiini,DNI,Macropelopiini,Macropelopiini
Macrovelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Macrovelia hornii,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Malenka,FALSE,,Malenka,Malenka,Malenka,Malenka,Malenka,Malenka
Malenka depressa,FALSE,,Malenka,Malenka,Malenka,Malenka,Malenka,Malenka
Mallochohelea,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Manayunkia speciosa,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,DNI
Margaritifera,FALSE,,DNI,Margaritiferidae,Margaritiferidae,DNI,Margaritiferidae,Margaritiferidae
Margaritifera falcata,FALSE,,DNI,Margaritiferidae,Margaritiferidae,DNI,Margaritiferidae,Margaritiferidae
Margaritiferidae,FALSE,,DNI,Margaritiferidae,Margaritiferidae,DNI,Margaritiferidae,Margaritiferidae
Marilia,FALSE,,DNI,Marilia,Marilia,DNI,Marilia,Marilia
Marionina,TRUE,Dubious ID ( known from MN and WI),DNI,DNI,DNI,DNI,DNI,DNI
Maruina,FALSE,,Maruina,Maruina,Maruina,Maruina,Maruina,Maruina
Maruina lanceolata,FALSE,,Maruina,Maruina,Maruina,Maruina,Maruina,Maruina
Matriella,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa
Matriella teresa,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa
Megadrile,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Megaleuctra,FALSE,,DNI,Megaleuctra,Megaleuctra,DNI,Megaleuctra,Megaleuctra
Megaloptera,FALSE,,DNI,Megaloptera,Megaloptera,DNI,Megaloptera,Megaloptera
Megarcys,FALSE,,Megarcys,Megarcys,Megarcys,Megarcys,Megarcys,Megarcys
Megarcys subtruncata,FALSE,,Megarcys,Megarcys,Megarcys,Megarcys,Megarcys,Megarcys
Melanoides,TRUE,"Not Native, more SW ( known from Harney Co. Oregon)",DNI,DNI,DNI,DNI,DNI,DNI
Mena,FALSE,,Hydra,Hydra,Hydra,DNI,Hydra,Hydra
Menetus,FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Menetus (Micromenetus),FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Menetus opercularis,FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Meringodixa,FALSE,,Meringodixa,Meringodixa,Meringodixa,Meringodixa,Meringodixa,Meringodixa
Meringodixa chalonensis,FALSE,,Meringodixa,Meringodixa,Meringodixa,Meringodixa,Meringodixa,Meringodixa
Meropelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Merycomyia,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Mesenchytraeus,FALSE,,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus,Oligochaeta,Oligochaeta
Mesenchytraeus ,FALSE,Trailing space after genus Name,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus,Oligochaeta,Oligochaeta
Mesobates,FALSE,,DNI,Mesobates,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Mesocapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Mesocricotopus,FALSE,,DNI,Mesocricotopus,Mesocricotopus,DNI,Mesocricotopus,Mesocricotopus
Mesosmittia,FALSE,,DNI,Mesosmittia,Mesosmittia,DNI,Mesosmittia,Mesosmittia
Mesovelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Metachela,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Metacnephia,FALSE,,DNI,Metacnephia,Metacnephia,DNI,Metacnephia,Metacnephia
Metrichia,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI,Hydroptilidae,Hydroptilidae
Metriocnemus,FALSE,,Metriocnemus,Metriocnemus,Metriocnemus,Metriocnemus,Metriocnemus,Metriocnemus
Metrobates,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Metrobates trux,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Mica,TRUE,marine,DNI,DNI,DNI,DNI,DNI,DNI
Micrasema,FALSE,,Micrasema,Micrasema,Micrasema,Micrasema,Micrasema,Micrasema
Micrasema dimicki,FALSE,,Micrasema,Micrasema,Micrasema,Micrasema,Micrasema,Micrasema
Microchironomus,FALSE,,DNI,Microchironomus,Microchironomus,DNI,Microchironomus,Microchironomus
Microcylloepus,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI,Microcylloepus,Microcylloepus
Microcylloepus pusillus,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI,Microcylloepus,Microcylloepus
Microcylloepus similis,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI,Microcylloepus,Microcylloepus
Micromenetus,FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Micromenetus dilatatus,FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Micropsectra,FALSE,,Micropsectra,Micropsectra,Micropsectra,Micropsectra,Micropsectra,Micropsectra
Micropsectra/Tanytarsus,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI,Tanytarsini,Tanytarsini
Microsporidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Microtendipes,FALSE,,Microtendipes,Microtendipes,Microtendipes,Microtendipes,Microtendipes,Microtendipes
Microtendipes Pedellus gr.,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group
Microtendipes pedellus group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group
Microtendipes Pedellus Group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group
Microtendipes pedellus Group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group
Microtendipes rydalensis,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microtendipes Rydalensis Gr.,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microtendipes rydalensis group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microtendipes Rydalensis Group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microtendipes rydalensis Group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microvelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Midea,FALSE,,DNI,Midea,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Mideopsidae,FALSE,,DNI,Mideopsidae,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Mideopsis,FALSE,,Mideopsis,Mideopsis,Trombidiformes,Mideopsis,Trombidiformes,Trombidiformes
Molanna,FALSE,,DNI,Molanna,Molanna,DNI,Molanna,Molanna
Mollusca,TRUE,Too Coarse,DNI,DNI,DNI,DNI,DNI,DNI
Molophilus,FALSE,,DNI,Molophilus,Molophilus,DNI,Molophilus,Molophilus
Momonia,FALSE,,DNI,Momonia,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Momoniidae,FALSE,,DNI,Momoniidae,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Monatractides,FALSE,,Monatractides,Monatractides,Trombidiformes,Monatractides,Trombidiformes,Trombidiformes
Monodiamesa,FALSE,,Monodiamesa,Monodiamesa,Monodiamesa,Monodiamesa,Monodiamesa,Monodiamesa
Monohelea,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Monopelopia,FALSE,,DNI,Monopelopia,Monopelopia,DNI,Monopelopia,Monopelopia
Monophylax,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI,Monophylax mono,Monophylax mono
Monophylax mono,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI,Monophylax mono,Monophylax mono
Mooreobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida,Erpobdella,Erpobdella
Moselia,FALSE,,Moselia,Moselia,Moselia,Moselia,Moselia,Moselia
Moselia infuscata,FALSE,Now two species in NW,Moselia,Moselia,Moselia,Moselia,Moselia,Moselia
Moselyana,FALSE,Single Species in Genus,DNI,Moselyana comosa,Moselyana comosa,DNI,Moselyana comosa,Moselyana comosa
Moselyana comosa,FALSE,Single Species in Genus,DNI,Moselyana comosa,Moselyana comosa,DNI,Moselyana comosa,Moselyana comosa
Munroessa/Synclita,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,Lepidoptera,Lepidoptera
Muscidae,FALSE,,Muscidae,Muscidae,Muscidae,Muscidae,Muscidae,Muscidae
Muscomorpha,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Musculium,FALSE,,Sphaeriidae,Musculium,Musculium,Sphaeriidae,Musculium,Musculium
Mycetophilidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Mystacides,FALSE,,Mystacides,Mystacides,Mystacides,DNI,Mystacides,Mystacides
Mystacides alafimbriata,FALSE,spelling mistake,Mystacides,Mystacides,Mystacides,DNI,Mystacides,Mystacides
Mystacides alafimbriatus,FALSE,,Mystacides,Mystacides,Mystacides,DNI,Mystacides,Mystacides
Myzobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida,Erpobdella,Erpobdella
Naididae,FALSE,,DNI,Naididae,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Naidinae,FALSE,,Naidinae,Naidinae,Oligochaeta,Naidinae,Oligochaeta,Oligochaeta
Nais,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae,Oligochaeta,Oligochaeta
Nais communis,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae,Oligochaeta,Oligochaeta
Nais variabilis,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae,Oligochaeta,Oligochaeta
Najadicola,FALSE,,DNI,Najadicola,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Namamyia,FALSE,,DNI,Namamyia,Namamyia,DNI,Namamyia,Namamyia
Namamyia plutonis,FALSE,,DNI,Namamyia,Namamyia,DNI,Namamyia,Namamyia
Nanocladius,FALSE,,Nanocladius,Nanocladius,Nanocladius,Nanocladius,Nanocladius,Nanocladius
Nanonemoura wahkeena,FALSE,endmic to Co. River Gorge,DNI,Nanonemoura wahkeena,Nanonemoura wahkeena,DNI,Nanonemoura wahkeena,Nanonemoura wahkeena
Narpus,FALSE,,Narpus,Narpus,Narpus,Narpus,Narpus,Narpus
Narpus angustus,FALSE,,Narpus,Narpus,Narpus,Narpus,Narpus,Narpus
Narpus concolor,FALSE,,Narpus,Narpus,Narpus,Narpus,Narpus,Narpus
Natarsia,FALSE,,Natarsia,Natarsia,Natarsia,Natarsia,Natarsia,Natarsia
Naucoridae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Nautarachna,FALSE,,Nautarachna,Nautarachna,Trombidiformes,Nautarachna,Trombidiformes,Trombidiformes
Nautarachnidae,FALSE,,Nautarachna,Nautarachnidae,Trombidiformes,Nautarachna,Trombidiformes,Trombidiformes
Neanthes,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,DNI
Neanthes limnicola,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,DNI
Neaviperla forcipata,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI,Neaviperla/Suwallia,Neaviperla/Suwallia
Neaviperla/Suwallia,FALSE,Slashed taxon,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI,Neaviperla/Suwallia,Neaviperla/Suwallia
Nebrioporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Nebrioporus/Stictotarsus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Nectoporus,FALSE,"Genera within Hydroporinae in flux; for MTTI, best to leave at subfamily",Hydroporinae,Nectoporus,Nectoporus,DNI,Nectoporus,Nectoporus
Nectoprus,FALSE,misspelled,Hydroporinae,Nectoporus,Nectoporus,Hydroporinae,Nectoporus,Nectoporus
Nectopsyche,FALSE,,DNI,Nectopsyche,Nectopsyche,DNI,Nectopsyche,Nectopsyche
Nectopsyche gracilis,FALSE,,DNI,Nectopsyche,Nectopsyche,DNI,Nectopsyche,Nectopsyche
Nemata,FALSE,,Nemata,Nemata,Nemata,Nemata,Nemata,Nemata
Nematocera,FALSE,,DNI,Nematocera,Nematocera,DNI,Nematocera,Nematocera
Nematoda,FALSE,,Nemata,Nemata,Nemata,Nemata,Nemata,Nemata
Nematomorpha,FALSE,,DNI,Nematomorpha,Nematomorpha,DNI,Nematomorpha,Nematomorpha
Nemertea,FALSE,,Prostoma,Prostoma,Prostoma,DNI,Prostoma,Prostoma
Nemotaulius hostilis,FALSE,,DNI,Nemotaulius hostilis,Nemotaulius hostilis,DNI,Nemotaulius hostilis,Nemotaulius hostilis
Nemotelus,FALSE,,Stratiomyidae,Nemotelus,Nemotelus,DNI,Nemotelus,Nemotelus
Nemoura,FALSE,,DNI,Nemouridae,Nemouridae,DNI,Nemouridae,Nemouridae
Nemouridae,FALSE,,DNI,Nemouridae,Nemouridae,DNI,Nemouridae,Nemouridae
Neoacarus,FALSE,,DNI,Neoacarus,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Neochoroterpes,FALSE,,DNI,Neochoroterpes,Neochoroterpes,DNI,Neochoroterpes,Neochoroterpes
Neoclypeodytes,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Neoclypeodytes ornatellus,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Neocorixa,TRUE,Corixidae excluded,DNI,DNI,DNI,DNI,DNI,DNI
Neohermes,FALSE,,Corydalidae,Neohermes,Neohermes,Corydalidae,Neohermes,Neohermes
Neoleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Neoleptophlebia bicornuta group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Neoleptophlebia/Paraleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Neomysis,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI,DNI,DNI
Neophylax,FALSE,,DNI,Neophylax,Neophylax,DNI,Neophylax,Neophylax
Neophylax occidentis,FALSE,,DNI,Neophylax occidentis,Neophylax occidentis,DNI,Neophylax occidentis,Neophylax occidentis
Neophylax rickeri,FALSE,,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri
Neophylax splendens,FALSE,,Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax splendens
Neoplanorbis,FALSE,,DNI,Planorbidae,Planorbidae,DNI,Planorbidae,Planorbidae
Neoplasta,FALSE,,Neoplasta,Neoplasta,Neoplasta,Neoplasta,Neoplasta,Neoplasta
Neoplea striola,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Neoporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,Neoporus,Hydroporinae,Neoporus,Neoporus
Neoporus undulatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,Neoporus,Hydroporinae,Neoporus,Neoporus
Neothremma,FALSE,,Neothremma,Neothremma,Neothremma,Neothremma,Neothremma,Neothremma
Neothremma alicia,FALSE,,Neothremma,Neothremma,Neothremma,Neothremma,Neothremma,Neothremma
Neotrichia,FALSE,,DNI,Neotrichia,Neotrichia,DNI,Neotrichia,Neotrichia
Nereididae,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,DNI
Nerophilus,FALSE,,DNI,Nerophilus,Nerophilus,DNI,Nerophilus,Nerophilus
Nerophilus californicus,FALSE,,DNI,Nerophilus,Nerophilus,DNI,Nerophilus,Nerophilus
Neumania,FALSE,,DNI,Neumania,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Neureclipsis,FALSE,,DNI,Neureclipsis,Neureclipsis,DNI,Neureclipsis,Neureclipsis
Neuroptera,FALSE,I tend to exclude these,DNI,Neuroptera,Neuroptera,DNI,Neuroptera,Neuroptera
Nilotanypus,FALSE,,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus
Nilotanypus fimbriatus,FALSE,,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus
Nilothauma,FALSE,,DNI,Nilothauma,Nilothauma,DNI,Nilothauma,Nilothauma
Nimbocera,FALSE,Jr. Syn. of Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus
Nippotipula,FALSE,,Tipula,Tipula,Tipula,Tipula,Tipula,Tipula
Nixe,FALSE,most PNW Nixe are Afghanurus,Afghanurus,Afghanurus,Afghanurus,Afghanurus,Afghanurus,Afghanurus
Nixe/Leucocruta,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI,Heptageniidae,Heptageniidae
Noctuidae,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,Lepidoptera,Lepidoptera
Nootkadrilus,FALSE,,DNI,Nootkadrilus,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Nootkadrilus longisetosus,FALSE,,DNI,Nootkadrilus,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Noteridae,FALSE,mostly eastern and neotropical ( no known records from OR and WA)dubious ID (Nilsson 2011),DNI,Noteridae,Noteridae,DNI,Noteridae,Noteridae
Notonecta,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Notonecta kirbyi,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Notonecta undulata,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Notonectidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Notostraca,TRUE,tadpole shrimp temporary habitats not lotic stream samples,DNI,DNI,DNI,DNI,DNI,DNI
Nyctiophylax,TRUE,,DNI,Nyctiophylax,Nyctiophylax,DNI,Nyctiophylax,Nyctiophylax
Ochrotrichia,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Ochrotrichia alsea,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Ochrotrichia stylata,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Ochthebius,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
