FinalID,NonTarget,Rank,FFG,FeedingGroupsCode,FeedGrpWt,HABIT,HABIT_MPCA,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,BenTaxaID,TSN,ParTSN
Macromia,FALSE,Genus,PR,pr,PredE,SP,spra,0.81921809,19.60042947,TRUE,3,3,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Macromiinae,,Macromia,,,922,101918,101797
Macromiidae,FALSE,Family,PR,pr,PredE,SP,spra,,19.58728669,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Odonata,,Macromiidae,,,,,,1724,102019,101796
Macromiinae,FALSE,Subfamily,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Macromiinae,,,,,919,591727,102020
Macronema,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Macronematinae,Macronematini,Macronema,,,1054,115605,555648
Macronychus,FALSE,Genus,CG,cg,,CN,clng,7.213968845,20.80170712,TRUE,4,3,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Macronychus,,,209,114212,114093
Macropelopia,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Macropelopia,,,559,128034,128020
Macropelopiini,FALSE,Tribe,PR,pr,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,,,,554,128020,127994
Macrostemum,FALSE,Genus,CF,cf,,CN,clng,,23.16503092,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Macronematinae,Macronematini,Macrostemum,,,1112,115603,555648
Macrothemis,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Macrothemis,,,951,101928,101797
Macroveliidae,FALSE,Family,PR,pr,PredP,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Macroveliidae,,,,,,1841,103990,
Malenka,FALSE,Genus,SH,sh,,SP,spra,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Amphinemurinae,,Malenka,,,984,102567,102517
Malirekus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Perlodini,Malirekus,,,1784,103174,609867
Mallochohelea,FALSE,Genus,PR,pr,PredE,BU,burr,6.61586262,21.94117628,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Mallochohelea,,,333,127702,127683
Mallochohelea/Probezzia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Mallochohelea/Probezzia,,,334,,
Manayunkia,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Annelida,,Polychaeta,Polychaeta,Canalipalpata,Sabellida,Sabellidae,,,Manayunkia,,,1785,68169,68076
Marilia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Odontoceridae,Odontocerinae,,Marilia,,,1210,116514,116496
Maruina,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Psychodidae,Psychodinae,,Maruina,,,609,125392,125391
Marvinmeyeria,FALSE,Genus,,,,,,,,FALSE,,,,,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,Haementeriinae,,Marvinmeyeria,,,1786,69382,568848
Matrioptila,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatidae,Protoptilinae,,Matrioptila,,,1787,115246,598220
Mayatrichia,FALSE,Genus,SC,sc,,CN,clng,,22.88542577,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Neotrichiini,Mayatrichia,,,1265,115811,115629
Megaloptera,FALSE,Order,PR,pr,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Megaloptera,,,,,,,,880,115000,563890
Megascolecidae,FALSE,Family,,,,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Lumbricina,Megascolecidae,,,,,,31,69166,69069
Megistocera,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,,Megistocera,,,636,118905,118841
Menetus,FALSE,Genus,SC,sc,,CB,clim,,,FALSE,4,4,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Menetus,,,1362,650776,76591
Meropelopia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Meropelopia,,,1484,128132,
Meropelopia/Thienemannimyia,FALSE,Genus,,,,,,,21.26122837,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Meropelopia/Thienemannimyia,,,1637,,
Merragata,FALSE,Genus,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Hebridae,Hebrinae,,Merragata,,,853,103983,103964
Mesogastropoda,FALSE,Order,SC,sc,,,,,,FALSE,,,,,Mollusca,,Gastropoda,Prosobranchia,Mesogastropoda,,,,,,,,1378,70298,78780
Mesosmittia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Mesosmittia,,,509,128818,128457
Mesovelia,FALSE,Genus,PR,pr,PredP,SK,skat,,20.8254582,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Mesoveliidae,Mesoveliinae,,Mesovelia,,,1457,103954,103953
Mesoveliidae,FALSE,Family,PR,pr,PredP,SK,skat,,20.8254582,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Mesoveliidae,,,,,,1821,103953,103358
Metretopodidae,FALSE,Family,PR,pr,PredE,SW,swim,,19.79535275,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Metretopodidae,,,,,,1822,101078,609500
Metrichia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Ochrotrichiini,Metrichia,,,1247,598644,598247
Metriocnemus,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Metriocnemus,,,510,128821,128457
Metrobates,FALSE,Genus,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Gerridae,Trepobatinae,,Metrobates,,,849,103857,103801
Micrasema,FALSE,Genus,SH,sh,,CN,clng,0.672257101,18.82550283,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Micrasema,,,1148,116958,116905
Microchironomus,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microchironomus,,,372,129532,129229
Microcylloepus,FALSE,Genus,CG,cg,,CN,clng,,,FALSE,4,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Microcylloepus,,,211,114146,114093
Micromenetus,FALSE,Species,SC,sc,,CB,clim,,,FALSE,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Menetus,,Micromenetus,1435,76643,76591
Micropsectra,FALSE,Genus,CG,cg,CollG,CB,clim,7.754017641,17.99272486,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,,,542,129890,129872
Micropsectra/Tanytarsus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Micropsectra/Tanytarsus,,,543,,
Microtendipes,FALSE,Genus,CF,cf,,CN,clng,4.699161311,19.70677013,FALSE,4,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,,373,129535,129229
Microvelia,FALSE,Genus,PR,pr,PredP,SK,skat,,20.3117293,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Microveliinae,,Microvelia,,,863,103900,103885
Mochlonyx,FALSE,Genus,PR,pr,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chaoboridae,Chaoborinae,,Mochlonyx,,,344,125893,125892
Molanna,FALSE,Genus,SC,sc,,SP,spra,2.395110019,20.17871065,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Molannidae,,,Molanna,,,1207,116474,116473
Molannidae,FALSE,Family,SC,sc,,SP,spra,,20.04484955,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Molannidae,,,,,,1725,116473,598160
Mollusca,FALSE,Phylum,,,,,,,,FALSE,,,,,Mollusca,,,,,,,,,,,,1310,69458,202423
Molophilus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Tipulinae,Eriopterini,Molophilus,,,657,120758,120397
Monodiamesa,FALSE,Genus,CG,cg,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Monodiamesa,,,545,128440,128437
Monohelea,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Monohelea,,,325,127575,127526
Monopelopia,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Monopelopia,,,579,128199,128078
Mooreobdella,FALSE,Genus,PR,pr,PredO,SW,swim,,,FALSE,5,5,,,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Erpobdellidae,Erpobdellinae,,Mooreobdella,,,7,69449,568847
Munroessa,FALSE,Genus,SH,sh,,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Pyralidae,Nymphulinae,Nymphulini,Munroessa,,,1729,117672,694284
Muscidae,FALSE,Family,PR,pr,PredP,SP,spra,7.720564086,22.13489943,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Muscidae,,,,,,296,150025,131750
Muscomorpha,FALSE,SubOrder,CG,cg,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,,,,,,,270,131750,130052
Musculium,FALSE,Genus,CF,cf,,BU,burr,,,FALSE,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,Musculium,,,1321,81427,81388
Mystacides,FALSE,Genus,CG,cg,,SP,spra,3.079057194,20.97450493,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Mystacidini,Mystacides,,,1170,116598,116547
Myxosargus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Prosopochrysini,Myxosargus,,,302,130473,130472
Nanocladius,FALSE,Genus,CG,cg,,SP,spra,7.774763152,20.33230657,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,,,511,128844,128457
Nasiaeschna,FALSE,Genus,PR,pr,PredE,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Nasiaeschna,,,907,101653,101596
Natarsia,FALSE,Genus,PR,pr,PredE,SP,spra,2.843708336,19.90596568,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Natarsiini,Natarsia,,,562,128070,128069
Naucoridae,FALSE,Family,PR,pr,PredP,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Naucoridae,,,,,,856,103613,103358
Nebrioporus,FALSE,Genus,PR,pr,,SW,swim,,,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Nebrioporus,,,1730,112153,728229
Nectopsyche,FALSE,Genus,SH,sh,,CB,clim,9.931489517,21.98661487,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Nectopsychini,Nectopsyche,,,1172,116651,116547
Nehalennia,FALSE,Genus,PR,pr,PredE,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Nehalennia,,,1731,102135,102077
Nemata,FALSE,Phylum,,,,,,,,FALSE,,,,,Nemata,,,,,,,,,,,,1395,563956,202423
Nematocera,FALSE,SubOrder,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Nematocera,,,,,,606,118832,118831
Nematoda,FALSE,Genus,PR,pr,,,,,,FALSE,,,,,Nemata,,,,,,,,,,,,1398,59490,202423
Nematomorpha,FALSE,Phylum,PR,pr,,BU,burr,,,FALSE,,,,,Nematomorpha,,,,,,,,,,,,1399,64183,202423
Nemertea,FALSE,Phylum,PR,pr,,,,,,FALSE,,,,,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,Tetrastemmatidae,,,Prostoma,,,1401,57411,202423
Nemotaulius,FALSE,Genus,SH,sh,,SP,spra,,22.4138748,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,Limnephilinae,Limnephilini,Nemotaulius,,,1732,116432,568768
Nemotelus,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Nemotelinae,,NEMOTELUS,,,303,130694,130685
Nemoura,FALSE,Genus,SH,sh,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Nemourinae,,Nemoura,,,985,102526,102517
Nemouridae,FALSE,Family,SH,sh,,CN,clng,,,FALSE,3,3,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,,,,,,983,102517,102468
Neobidessus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Neobidessus,,,147,112590,111963
Neocylloepus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Neocylloepus,,,159,114253,114093
Neoelmis,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Neoelmis,,,160,114232,114093
Neoephemera,FALSE,Genus,CG,cg,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Neoephemeridae,,,Neoephemera,,,1788,101461,101460
Neoephemeridae,FALSE,Family,CG,cg,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Neoephemeridae,,,,,,1824,101460,101459
Neogerris,FALSE,Genus,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Gerridae,Gerrinae,,Neogerris,,,,,
Neoheterocerus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Heteroceridae,,,Neoheterocerus,,,166,114263,114262
Neoleptophlebia,FALSE,Genus,CG,cg,,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Neoleptophlebia,,,,,
Neoperla,FALSE,Genus,PR,pr,,CN,clng,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Neoperlini,Neoperla,,,1020,102942,102914
Neophylax,FALSE,Genus,SC,sc,,CN,clng,,19.75640448,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Neophylax,,,1227,116046,568760
Neoplasta,FALSE,Genus,PR,pr,PredE,SP,spra,,18.95113562,FALSE,4,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Hemerodromiinae,Hemerodromiini,Neoplasta,,,283,136352,136304
Neoplea,FALSE,Genus,PR,pr,PredP,SW,swim,8.916249195,21.848091,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,,Pleidae,,,Neoplea,,,835,103603,103602
Neoporus,FALSE,Genus,PR,pr,PredP,SW,swim,10,20.49896271,FALSE,4,4,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Neoporus,,,181,728252,728229
Neostempellina,FALSE,Tribe,CF,cf,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,,,,420,,
Neotrichia,FALSE,Genus,SC,sc,,CN,clng,9,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Neotrichiini,Neotrichia,,,1267,115833,115629
Neozavrelia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Neozavrelia,,,428,130042,128457
Nepa,FALSE,Genus,PR,pr,PredP,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Nepidae,Nepinae,,Nepa,,,1735,103765,717621
Nephelopsis,FALSE,Genus,PR,pr,PredO,SW,swim,,17.04781618,FALSE,5,5,5,5,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Erpobdellidae,Erpobdellinae,,Nephelopsis,,,8,69455,568847
Nepidae,FALSE,Family,PR,pr,PredP,CB,clim,,21.10681121,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Nepidae,,,,,,1825,103747,103358
Nepticula,FALSE,Genus,SH,sh,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Nepticulidae,Nepticulinae,Nepticulini,Nepticula,,,1738,118746,694278
Nepticulidae,FALSE,Family,SH,sh,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Nepticulidae,,,,,,870,118745,118744
Neureclipsis,FALSE,Genus,CF,cf,,CN,clng,1.132762768,20.20947079,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Neureclipsis,,,1129,117095,117043
Neurocordulia,FALSE,Genus,PR,pr,PredE,CB,clim,,19.18949639,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Neurocordulia,,,917,101934,101797
Neuroptera,FALSE,Order,PR,pr,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,,Neuroptera,,,,,,,,,,
Nigronia,FALSE,Genus,PR,pr,PredE,CN,clng,0.412865405,19.47264311,TRUE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Megaloptera,,Corydalidae,Chauliodinae,,Nigronia,,,885,115028,115023
Nilobezzia,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Nilobezzia,,,335,127720,127683
Nilotanypus,FALSE,Genus,PR,pr,PredE,SP,spra,5.631406089,20.97812148,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Nilotanypus,,,580,128202,128078
Nilothauma,FALSE,Genus,CG,cg,,BU,burr,0.633890969,22.04759503,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Nilothauma,,,376,129548,129229
Nimbocera,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Nimbocera,,,429,129932,129872
Nixe,FALSE,Genus,PR,pr,,CN,clng,0,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Nixe,,,802,100692,100504
Noctuidae,FALSE,Family,SH,sh,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Noctuidae,,,,,,871,117318,117294
Noteridae,FALSE,Family,PR,pr,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Noteridae,,,,,,1826,112606,109226
Notonecta,FALSE,Genus,PR,pr,PredP,SW,swim,6.767793066,21.22191417,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Notonectidae,Notonectinae,Notonectini,Notonecta,,,860,103558,103557
Notonectidae,FALSE,Family,PR,pr,PredP,SW,swim,,21.40480643,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Notonectidae,,,,,,1740,103557,676836
Nyctiophylax,FALSE,Genus,PR,pr,PredE,CN,clng,4.375785311,21.52545419,FALSE,3,3,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Nyctiophylax,,,1125,117104,117043
Nymphomyia,FALSE,Genus,CG,cg,PredE,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,,,,Nymphomyia,,,,,
Nymphula,FALSE,Genus,SH,sh,,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Pyralidae,Nymphulinae,Nymphulini,Nymphula,,,1741,117659,694284
Nymphuliella,FALSE,Genus,SH,sh,,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,Nymphulinae,Nymphulini,Nymphuliella,,,875,117758,117641
Ochlerotatus,FALSE,Genus,CF,cf,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,,,Ochlerotatus,,,,,
Ochrotrichia,FALSE,Genus,CG,cg,,CN,clng,,23.88379064,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Ochrotrichiini,Ochrotrichia,,,1268,115714,115629
Ochthebius,FALSE,Genus,SC,sc,,CN,clng,9.791569668,20.39443306,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,Ochthebius,,,242,112777,112756
Ochthera,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Parydrinae,Ochtherini,Ochthera,,,293,147360,147359
Octogomphus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Octogomphus,,,937,101736,101664
Odonata,FALSE,Order,PR,pr,PredE,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,,,,,,,,972,101593,563889
Odontoceridae,FALSE,Family,SC,sc,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Odontoceridae,,,,,,1209,116496,115095
Odontomesa,FALSE,Genus,CG,cg,,SP,spra,,17.00710734,FALSE,4,4,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Odontomesa,,,546,128446,128437
Odontomyia,FALSE,Genus,CG,cg,,SP,spra,10,21.74673754,FALSE,5,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Stratiomyini,Odontomyia,,,306,130573,130483
Odontomyia/Hedriodiscus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,,,Odontomyia/Hedriodiscus,,,,,
Oecetis,FALSE,Genus,PR,pr,PredE,CN,clng,4.305552394,20.77776002,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,,1184,116607,555650
Oligochaeta,FALSE,Class,CG,cg,,BU,burr,6,,FALSE,5,5,5,5,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,,,,,,,34,68422,568832
Oligoneuriidae,FALSE,Family,CF,cf,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Oligoneuriidae,,,,,,661,101029,100503
Oligophlebodes,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Oligophlebodes,,,1226,116039,568760
Oligostomis,FALSE,Genus,PR,pr,PredE,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeidae,Phryganeinae,,Oligostomis,,,1218,115900,115867
Omisus,FALSE,Genus,CG,cg,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Omisus,,,377,129556,129229
Onocosmoecus,FALSE,Genus,SH,sh,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Dicosmoecinae,,Onocosmoecus,,,1199,116315,568759
Ophiogomphus,FALSE,Genus,PR,pr,PredE,BU,burr,0,19.65401974,TRUE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Ophiogomphus,,,938,101738,101664
Opistocystidae,FALSE,Family,,,,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Opistocystidae,,,,,,32,69041,68509
Oplonaeschna,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Oplonaeschna,,,909,101655,101596
