FinalID,NonTarget,Rank,FFG,FeedingGroupsCode,FeedGrpWt,HABIT,HABIT_MPCA,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,TolVal_RBP,TolValSource,BenTaxaID,TSN,ParTSN
Macropelopiini,FALSE,Tribe,PR,pr,,BU,burr,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,,,,6,WSA,554,128020,127994
Macrostemum,FALSE,Genus,CF,cf,,CN,clng,0.349301151,23.16503092,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Macronematinae,Macronematini,Macrostemum,,,3,WSA,1112,115603,555648
Macrothemis,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Macrothemis,,,,WSA,951,101928,101797
Macroveliidae,FALSE,Family,PR,pr,PredP,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Macroveliidae,,,,,,,,1841,103990,
Malenka,FALSE,Genus,SH,sh,,SP,spra,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Amphinemurinae,,Malenka,,,,RBP2 1999 (ID),984,102567,102517
Malirekus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Perlodini,Malirekus,,,,,1784,103174,609867
Mallochohelea,FALSE,Genus,PR,pr,PredE,BU,burr,6.61586262,21.94117628,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Mallochohelea,,,,WSA,333,127702,127683
Mallochohelea/Probezzia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Mallochohelea/Probezzia,,,,WSA,334,,
Manayunkia,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Annelida,,Polychaeta,Polychaeta,Canalipalpata,Sabellida,Sabellidae,,,Manayunkia,,,,,1785,68169,68076
Marilia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Odontoceridae,Odontocerinae,,Marilia,,,,WSA,1210,116514,116496
Maruina,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Psychodidae,Psychodinae,,Maruina,,,10,WSA,609,125392,125391
Marvinmeyeria,FALSE,Genus,,,,,,,,FALSE,,,,,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,Haementeriinae,,Marvinmeyeria,,,,,1786,69382,568848
Matrioptila,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatidae,Protoptilinae,,Matrioptila,,,,,1787,115246,598220
Mayatrichia,FALSE,Genus,SC,sc,,CN,clng,7.966842436,22.88542577,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Neotrichiini,Mayatrichia,,,2,WSA,1265,115811,115629
Megaloptera,FALSE,Order,PR,pr,PredE,,,5,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Megaloptera,,,,,,,,5,WSA,880,115000,563890
Megascolecidae,FALSE,Family,,,,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Lumbricina,Megascolecidae,,,,,,,WSA,31,69166,69069
Megistocera,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,,Megistocera,,,3,WSA,636,118905,118841
Menetus,FALSE,Genus,SC,sc,,CB,clim,5.475716432,,FALSE,4,4,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Menetus,,,7,WSA,1362,650776,76591
Meropelopia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Meropelopia,,,7,RBP2 1999 (OH),1484,128132,
Meropelopia/Thienemannimyia,FALSE,Genus,,,,,,,21.26122837,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Meropelopia/Thienemannimyia,,,,,1637,,
Merragata,FALSE,Genus,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Hebridae,Hebrinae,,Merragata,,,,WSA,853,103983,103964
Mesogastropoda,FALSE,Order,SC,sc,,,,,,FALSE,,,,,Mollusca,,Gastropoda,Prosobranchia,Mesogastropoda,,,,,,,,,WSA,1378,70298,78780
Mesosmittia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Mesosmittia,,,4,WSA,509,128818,128457
Mesovelia,FALSE,Genus,PR,pr,PredP,SK,skat,9.286847558,20.8254582,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Mesoveliidae,Mesoveliinae,,Mesovelia,,,,,1457,103954,103953
Mesoveliidae,FALSE,Family,PR,pr,PredP,SK,skat,9.286847558,20.8254582,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Mesoveliidae,,,,,,,,1821,103953,103358
Metretopodidae,FALSE,Family,PR,pr,PredE,SW,swim,1.004866567,19.79535275,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Metretopodidae,,,,,,,,1822,101078,609500
Metrichia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Ochrotrichiini,Metrichia,,,,WSA,1247,598644,598247
Metriocnemus,FALSE,Genus,CG,cg,,SP,spra,4.518329899,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Metriocnemus,,,,WSA,510,128821,128457
Metrobates,FALSE,Genus,PR,pr,PredP,SK,skat,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Gerridae,Trepobatinae,,Metrobates,,,6,WSA,849,103857,103801
Micrasema,FALSE,Genus,SH,sh,,CN,clng,0.672257101,18.82550283,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Micrasema,,,1,WSA,1148,116958,116905
Microchironomus,FALSE,Genus,CG,cg,,BU,burr,0,,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microchironomus,,,8,USEPA 1990 Draft,372,129532,129229
Microcylloepus,FALSE,Genus,CG,cg,,CN,clng,3,,FALSE,4,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Microcylloepus,,,3,WSA,211,114146,114093
Micromenetus,FALSE,Species,SC,sc,,CB,clim,,,FALSE,,,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Menetus,,Micromenetus,,,1435,76643,76591
Micropsectra,FALSE,Genus,CG,cg,CollG,CB,clim,7.754017641,17.99272486,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,,,6,WSA,542,129890,129872
Micropsectra/Tanytarsus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Micropsectra/Tanytarsus,,,,WSA,543,,
Microtendipes,FALSE,Genus,CF,cf,,CN,clng,4.699161311,19.70677013,FALSE,4,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Microtendipes,,,6,WSA,373,129535,129229
Microvelia,FALSE,Genus,PR,pr,PredP,SK,skat,3.902295404,20.3117293,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Microveliinae,,Microvelia,,,6,WSA,863,103900,103885
Mochlonyx,FALSE,Genus,PR,pr,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chaoboridae,Chaoborinae,,Mochlonyx,,,,WSA,344,125893,125892
Molanna,FALSE,Genus,SC,sc,,SP,spra,2.395110019,20.17871065,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Molannidae,,,Molanna,,,5,WSA,1207,116474,116473
Molannidae,FALSE,Family,SC,sc,,SP,spra,1.807983218,20.04484955,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Molannidae,,,,,,,,1725,116473,598160
Mollusca,FALSE,Phylum,,,,,,,,FALSE,,,,,Mollusca,,,,,,,,,,,,,WSA,1310,69458,202423
Molophilus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Tipulinae,Eriopterini,Molophilus,,,3,WSA,657,120758,120397
Monodiamesa,FALSE,Genus,CG,cg,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Monodiamesa,,,2,WSA,545,128440,128437
Monohelea,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Monohelea,,,6,USEPA 1990 Draft,325,127575,127526
Monopelopia,FALSE,Genus,PR,pr,PredE,SP,spra,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Monopelopia,,,7,WSA,579,128199,128078
Mooreobdella,FALSE,Genus,PR,pr,PredO,SW,swim,9,,FALSE,5,5,,,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Erpobdellidae,Erpobdellinae,,Mooreobdella,,,8,WSA,7,69449,568847
Munroessa,FALSE,Genus,SH,sh,,CB,clim,2.295755957,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Pyralidae,Nymphulinae,Nymphulini,Munroessa,,,,,1729,117672,694284
Muscidae,FALSE,Family,PR,pr,PredP,SP,spra,7.720564086,22.13489943,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Muscidae,,,,,,6,WSA,296,150025,131750
Muscomorpha,FALSE,SubOrder,CG,cg,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,WSA,270,131750,130052
Musculium,FALSE,Genus,CF,cf,,BU,burr,5,,FALSE,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,Musculium,,,5,RBP2 1999 (MACS),1321,81427,81388
Mystacides,FALSE,Genus,CG,cg,,SP,spra,3.079057194,20.97450493,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Mystacidini,Mystacides,,,3,WSA,1170,116598,116547
Myxosargus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Prosopochrysini,Myxosargus,,,,WSA,302,130473,130472
Nanocladius,FALSE,Genus,CG,cg,,SP,spra,7.774763152,20.33230657,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,,,5,WSA,511,128844,128457
Nasiaeschna,FALSE,Genus,PR,pr,PredE,CB,clim,4,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Nasiaeschna,,,2,USEPA 1990 Draft,907,101653,101596
Natarsia,FALSE,Genus,PR,pr,PredE,SP,spra,2.843708336,19.90596568,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Natarsiini,Natarsia,,,9,WSA,562,128070,128069
Naucoridae,FALSE,Family,PR,pr,PredP,CB,clim,5,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Naucoridae,,,,,,5,WSA,856,103613,103358
Nebrioporus,FALSE,Genus,PR,pr,,SW,swim,,,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Nebrioporus,,,,,1730,112153,728229
Nectopsyche,FALSE,Genus,SH,sh,,CB,clim,9.931489517,21.98661487,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Nectopsychini,Nectopsyche,,,4,WSA,1172,116651,116547
Nehalennia,FALSE,Genus,PR,pr,PredE,CB,clim,7,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Nehalennia,,,,,1731,102135,102077
Nemata,FALSE,Phylum,,,,,,,,FALSE,,,,,Nemata,,,,,,,,,,,,,WSA,1395,563956,202423
Nematocera,FALSE,SubOrder,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Nematocera,,,,,,,WSA,606,118832,118831
Nematoda,FALSE,Genus,PR,pr,,,,5,,FALSE,,,,,Nemata,,,,,,,,,,,,6,WSA,1398,59490,202423
Nematomorpha,FALSE,Phylum,PR,pr,,BU,burr,5,,FALSE,,,,,Nematomorpha,,,,,,,,,,,,5,WSA,1399,64183,202423
Nemertea,FALSE,Phylum,PR,pr,,,,8,,FALSE,,,,,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,Tetrastemmatidae,,,Prostoma,,,8,WSA,1401,57411,202423
Nemotaulius,FALSE,Genus,SH,sh,,SP,spra,5.498432689,22.4138748,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,Limnephilinae,Limnephilini,Nemotaulius,,,,,1732,116432,568768
Nemotelus,FALSE,Genus,CG,cg,,SP,spra,4,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Nemotelinae,,NEMOTELUS,,,4,WSA,303,130694,130685
Nemoura,FALSE,Genus,SH,sh,,SP,spra,1,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Nemourinae,,Nemoura,,,2,WSA,985,102526,102517
Nemouridae,FALSE,Family,SH,sh,,CN,clng,1,,FALSE,3,3,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,,,,,,2,WSA,983,102517,102468
Neobidessus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Neobidessus,,,,WSA,147,112590,111963
Neocylloepus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Neocylloepus,,,,WSA,159,114253,114093
Neoelmis,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Neoelmis,,,,WSA,160,114232,114093
Neoephemera,FALSE,Genus,CG,cg,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Neoephemeridae,,,Neoephemera,,,,,1788,101461,101460
Neoephemeridae,FALSE,Family,CG,cg,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Neoephemeridae,,,,,,,,1824,101460,101459
Neogerris,FALSE,Genus,PR,pr,PredP,SK,skat,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Gerridae,Gerrinae,,Neogerris,,,,,,,
Neoheterocerus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Heteroceridae,,,Neoheterocerus,,,,WSA,166,114263,114262
Neoleptophlebia,FALSE,Genus,CG,cg,,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Neoleptophlebia,,,,,,,
Neoperla,FALSE,Genus,PR,pr,,CN,clng,2.018273786,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Neoperlini,Neoperla,,,1,WSA,1020,102942,102914
Neophylax,FALSE,Genus,SC,sc,,CN,clng,3.154600048,19.75640448,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Neophylax,,,2,WSA,1227,116046,568760
Neoplasta,FALSE,Genus,PR,pr,PredE,SP,spra,7.11454839,18.95113562,FALSE,4,,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Hemerodromiinae,Hemerodromiini,Neoplasta,,,,WSA,283,136352,136304
Neoplea,FALSE,Genus,PR,pr,PredP,SW,swim,8.916249195,21.848091,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,,Pleidae,,,Neoplea,,,,WSA,835,103603,103602
Neoporus,FALSE,Genus,PR,pr,PredP,SW,swim,10,20.49896271,FALSE,4,4,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Neoporus,,,5,WSA,181,728252,728229
Neostempellina,FALSE,Tribe,CF,cf,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,,,,,WSA,420,,
Neotrichia,FALSE,Genus,SC,sc,,CN,clng,9,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Neotrichiini,Neotrichia,,,0,WSA,1267,115833,115629
Neozavrelia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Neozavrelia,,,,WSA,428,130042,128457
Nepa,FALSE,Genus,PR,pr,PredP,CB,clim,7,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Nepidae,Nepinae,,Nepa,,,,,1735,103765,717621
Nephelopsis,FALSE,Genus,PR,pr,PredO,SW,swim,6.062154866,17.04781618,FALSE,5,5,5,5,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Erpobdellidae,Erpobdellinae,,Nephelopsis,,,,WSA,8,69455,568847
Nepidae,FALSE,Family,PR,pr,PredP,CB,clim,10,21.10681121,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Nepidae,,,,,,,,1825,103747,103358
Nepticula,FALSE,Genus,SH,sh,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Nepticulidae,Nepticulinae,Nepticulini,Nepticula,,,,,1738,118746,694278
Nepticulidae,FALSE,Family,SH,sh,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Nepticulidae,,,,,,5,USEPA 1990 Draft,870,118745,118744
Neureclipsis,FALSE,Genus,CF,cf,,CN,clng,1.132762768,20.20947079,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Neureclipsis,,,4,WSA,1129,117095,117043
Neurocordulia,FALSE,Genus,PR,pr,PredE,CB,clim,3.53804635,19.18949639,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Neurocordulia,,,5,WSA,917,101934,101797
Neuroptera,FALSE,Order,PR,pr,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,,Neuroptera,,,,,,,,,,,,
Nigronia,FALSE,Genus,PR,pr,PredE,CN,clng,0.412865405,19.47264311,TRUE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Megaloptera,,Corydalidae,Chauliodinae,,Nigronia,,,2,WSA,885,115028,115023
Nilobezzia,FALSE,Genus,PR,pr,PredE,BU,burr,6,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Nilobezzia,,,10,WSA,335,127720,127683
Nilotanypus,FALSE,Genus,PR,pr,PredE,SP,spra,5.631406089,20.97812148,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Nilotanypus,,,4,WSA,580,128202,128078
Nilothauma,FALSE,Genus,CG,cg,,BU,burr,0.633890969,22.04759503,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Nilothauma,,,2,WSA,376,129548,129229
Nimbocera,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Nimbocera,,,7,WSA,429,129932,129872
Nixe,FALSE,Genus,PR,pr,,CN,clng,0,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Nixe,,,2,WSA,802,100692,100504
Noctuidae,FALSE,Family,SH,sh,,BU,burr,6,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Noctuidae,,,,,,6,WSA,871,117318,117294
Noteridae,FALSE,Family,PR,pr,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Noteridae,,,,,,,,1826,112606,109226
Notonecta,FALSE,Genus,PR,pr,PredP,SW,swim,6.767793066,21.22191417,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Notonectidae,Notonectinae,Notonectini,Notonecta,,,10,WSA,860,103558,103557
Notonectidae,FALSE,Family,PR,pr,PredP,SW,swim,6.565962579,21.40480643,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Notonectidae,,,,,,,,1740,103557,676836
Nyctiophylax,FALSE,Genus,PR,pr,PredE,CN,clng,4.375785311,21.52545419,FALSE,3,3,4,4,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Nyctiophylax,,,2,WSA,1125,117104,117043
Nymphomyia,FALSE,Genus,CG,cg,PredE,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,,,,Nymphomyia,,,,,,,
Nymphula,FALSE,Genus,SH,sh,,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Pyralidae,Nymphulinae,Nymphulini,Nymphula,,,,,1741,117659,694284
Nymphuliella,FALSE,Genus,SH,sh,,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,Nymphulinae,Nymphulini,Nymphuliella,,,,WSA,875,117758,117641
Ochlerotatus,FALSE,Genus,CF,cf,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,,,Ochlerotatus,,,,,,,
Ochrotrichia,FALSE,Genus,CG,cg,,CN,clng,10,23.88379064,FALSE,,,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Ochrotrichiini,Ochrotrichia,,,4,WSA,1268,115714,115629
Ochthebius,FALSE,Genus,SC,sc,,CN,clng,9.791569668,20.39443306,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,Ochthebius,,,4,WSA,242,112777,112756
Ochthera,FALSE,Genus,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Parydrinae,Ochtherini,Ochthera,,,,WSA,293,147360,147359
Octogomphus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Octogomphus,,,,RBP2 1999 (ID),937,101736,101664
Odonata,FALSE,Order,PR,pr,PredE,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,,,,,,,,5,WSA,972,101593,563889
Odontoceridae,FALSE,Family,SC,sc,,SP,spra,0,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Odontoceridae,,,,,,0,WSA,1209,116496,115095
Odontomesa,FALSE,Genus,CG,cg,,SP,spra,6.50554385,17.00710734,FALSE,4,4,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Odontomesa,,,7,WSA,546,128446,128437
Odontomyia,FALSE,Genus,CG,cg,,SP,spra,10,21.74673754,FALSE,5,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Stratiomyini,Odontomyia,,,7,RBP2 1999 (MACS),306,130573,130483
Odontomyia/Hedriodiscus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,,,Odontomyia/Hedriodiscus,,,,,,,
Oecetis,FALSE,Genus,PR,pr,PredE,CN,clng,4.305552394,20.77776002,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,,3,WSA,1184,116607,555650
Oligochaeta,FALSE,Class,CG,cg,,BU,burr,6,,FALSE,5,5,5,5,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,,,,,,,6,WSA,34,68422,568832
Oligoneuriidae,FALSE,Family,CF,cf,,BU,burr,3,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Oligoneuriidae,,,,,,3,WSA,661,101029,100503
Oligophlebodes,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Oligophlebodes,,,,RBP2 1999 (ID),1226,116039,568760
Oligostomis,FALSE,Genus,PR,pr,PredE,CB,clim,2,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeidae,Phryganeinae,,Oligostomis,,,2,WSA,1218,115900,115867
Omisus,FALSE,Genus,CG,cg,,,,4,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Omisus,,,4,WSA,377,129556,129229
Onocosmoecus,FALSE,Genus,SH,sh,,SP,spra,1,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Dicosmoecinae,,Onocosmoecus,,,4,WSA,1199,116315,568759
Ophiogomphus,FALSE,Genus,PR,pr,PredE,BU,burr,0,19.65401974,TRUE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Ophiogomphus,,,1,WSA,938,101738,101664
