orig_FinalID_NE,OTU_BCG_NE,modified_BCG,Notes,OTU_bcgTaxaTolAnal
Roederiodes,Roederiodes,FALSE,,ROEDERIODES
Saetheria,Saetheria,FALSE,,SAETHERIA
Saetheria tylus,Saetheria tylus,FALSE,,
Salda,Salda,FALSE,,
Saldidae,Saldidae,FALSE,,SALDIDAE
Saldula,Saldula,FALSE,,SALDULA
Sarcophagidae,Sarcophagidae,FALSE,,SARCOPHAGIDAE
Sciomyzidae,Sciomyzidae,FALSE,,SCIOMYZIDAE
Scirtes,Scirtes,FALSE,,SCIRTES
Scirtidae,Scirtidae,FALSE,,SCIRTIDAE
Serratella,Serratella,FALSE,,SERRATELLA
Serromyia,Serromyia,FALSE,,SERROMYIA
Sialidae,Sialidae,FALSE,,SIALIDAE
Sialis,Sialis,FALSE,,SIALIS
Sigara,Sigara,FALSE,,SIGARA
Simuliidae,Simuliidae,FALSE,,SIMULIIDAE
Simulium,Simulium,FALSE,,SIMULIUM
Siphlonuridae,Siphlonuridae,FALSE,,SIPHLONURIDAE
Siphlonurus,Siphlonurus,FALSE,,SIPHLONURUS
Sisyridae,Sisyridae,FALSE,,SISYRIDAE
Slavina appendiculata,Slavina appendiculata,FALSE,,SLAVINA APPENDICULATA
Smittia,Smittia,FALSE,,SMITTIA
Somatochlora,Somatochlora,FALSE,,SOMATOCHLORA
Sparbarus,Sparbarus,FALSE,,SPARBARUS
Sperchon,Sperchon,FALSE,,SPERCHON
Sperchonopsis,Sperchonopsis,FALSE,,SPERCHONOPSIS
Sperchontidae,Sperchontidae,FALSE,,SPERCHONTIDAE
Sperchopsis,Sperchopsis,FALSE,,SPERCHOPSIS
Sphaeridium,Sphaeridium,FALSE,,SPHAERIDIUM
Sphaeriidae,Sphaeriidae,FALSE,,SPHAERIIDAE
Sphaerium,Sphaerium,FALSE,,SPHAERIUM
Sphaerium striatinum,Sphaerium striatinum,FALSE,,SPHAERIUM STRIATINUM
Sphaeromias,Sphaeromias,FALSE,,SPHAEROMIAS
Spirosperma,Spirosperma,FALSE,,SPIROSPERMA
Spongilla,Spongilla,FALSE,,
Stagnicola,Stagnicola,FALSE,,STAGNICOLA
Staphylinidae,Staphylinidae,FALSE,,STAPHYLINIDAE
Stelechomyia,Stelechomyia,FALSE,,STELECHOMYIA
Stempellina,Stempellina,FALSE,,STEMPELLINA
Stempellinella,Stempellinella,FALSE,,STEMPELLINELLA
Stenacron,Stenacron,FALSE,,STENACRON
Stenacron interpunctatum,Stenacron interpunctatum,FALSE,,STENACRON INTERPUNCTATUM
Stenelmis,Stenelmis,FALSE,,STENELMIS
Stenelmis humerosa,Stenelmis humerosa,FALSE,,STENELMIS HUMEROSA
Stenochironomus,Stenochironomus,FALSE,,STENOCHIRONOMUS
Stenonema,Stenonema,FALSE,,STENONEMA
Stenonema bipunctatum,Stenonema bipunctatum,FALSE,,
Stenonema exiguum,Stenonema exiguum,FALSE,,STENONEMA EXIGUUM
Stenonema femoratum,Stenonema femoratum,FALSE,,STENONEMA FEMORATUM
Stenonema integrum,Stenonema integrum,FALSE,,STENONEMA INTEGRUM
Stenonema mexicanum,Stenonema mexicanum,FALSE,,STENONEMA MEXICANUM
Stenonema pulchellum,Stenonema pulchellum,FALSE,,STENONEMA PULCHELLUM
Stenonema terminatum,Stenonema terminatum,FALSE,,STENONEMA TERMINATUM
Stenonema tripunctatum,Stenonema tripunctatum,FALSE,,STENONEMA TRIPUNCTATUM
Stictochironomus,Stictochironomus,FALSE,,STICTOCHIRONOMUS
Stictocladius,Stictocladius,FALSE,,STICTOCLADIUS
Stictotarsus,Stictotarsus,FALSE,,STICTOTARSUS
Stilobezzia,Stilobezzia,FALSE,,STILOBEZZIA
Stilocladius,Stilocladius,FALSE,,STILOCLADIUS
Stratiomyidae,Stratiomyidae,FALSE,,STRATIOMYIDAE
Stratiomys,Stratiomys,FALSE,,STRATIOMYS
Strophitus undulatus,Strophitus undulatus,FALSE,,STROPHITUS UNDULATUS
Stylaria,Stylaria,FALSE,,STYLARIA
Stylaria fossularis,Stylaria fossularis,FALSE,,STYLARIA FOSSULARIS
Stylaria lacustris,Stylaria lacustris,FALSE,,STYLARIA LACUSTRIS
Stylogomphus,Stylogomphus,FALSE,,STYLOGOMPHUS
Stylurus,Stylurus,FALSE,,STYLURUS
Sublettea,Sublettea,FALSE,,SUBLETTEA
Sympetrum,Sympetrum,FALSE,,SYMPETRUM
Symphitopsyche,Symphitopsyche,FALSE,,
Symphitopsyche piatrix,Symphitopsyche piatrix,FALSE,,
Sympotthastia,Sympotthastia,FALSE,,SYMPOTTHASTIA
Syrphidae,Syrphidae,FALSE,,SYRPHIDAE
Tabanidae,Tabanidae,FALSE,,TABANIDAE
Tabanus,Tabanus,FALSE,,TABANUS
Taeniopteryx,Taeniopteryx,FALSE,,TAENIOPTERYX
Taeniopteryx burksi,Taeniopteryx burksi,FALSE,,TAENIOPTERYX BURKSI
Tanypodinae,Tanypodinae,FALSE,,TANYPODINAE
Tanypodini,Tanypodini,FALSE,,TANYPODINI
Tanypus,Tanypus,FALSE,,TANYPUS
Tanypus clavatus,Tanypus clavatus,FALSE,,
Tanypus punctipennis,Tanypus punctipennis,FALSE,,TANYPUS PUNCTIPENNIS
Tanytarsini,Tanytarsini,FALSE,,TANYTARSINI
Tanytarsus,Tanytarsus,FALSE,,TANYTARSUS
Telebasis,Telebasis,FALSE,,TELEBASIS
Telopelopia,Telopelopia,FALSE,,TELOPELOPIA
Telopelopia okoboji,Telopelopia okoboji,FALSE,,TELOPELOPIA OKOBOJI
Thermonectus,Thermonectus,FALSE,,THERMONECTUS
Thienemannia,Thienemannia,FALSE,,THIENEMANNIA
Thienemanniella,Thienemanniella,FALSE,,THIENEMANNIELLA
Thienemannimyia,Thienemannimyia Group,TRUE,CAPS and group,THIENEMANNIMYIA GROUP
Thienemannimyia Gr.,Thienemannimyia Group,TRUE,CAPS and group,THIENEMANNIMYIA GROUP
Thienemannimyia senata,Thienemannimyia Group,TRUE,CAPS and group,THIENEMANNIMYIA SENATA
Tipula,Tipula,FALSE,,TIPULA
Tipulidae,Tipulidae,FALSE,,TIPULIDAE
Tipuloidea,Tipuloidea,FALSE,"Superfamily, Tipulidae taxonomy",TIPULOIDEA
Tortopus,Tortopus,FALSE,,TORTOPUS
Toxorhynchites,Toxorhynchites,FALSE,,TOXORHYNCHITES
Trepaxonemata,Trepaxonemata,FALSE,,TREPAXONEMATA
Trepobates,Trepobates,FALSE,,TREPOBATES
Triaenodes,Triaenodes,FALSE,,TRIAENODES
Triaenodes tardus,Triaenodes tardus,FALSE,,
Tribelos,Tribelos,FALSE,,TRIBELOS
Trichocorixa,Trichocorixa,FALSE,,TRICHOCORIXA
Trichoptera,Trichoptera,FALSE,,TRICHOPTERA
Trichotanypus,Trichotanypus,FALSE,,
Tricorythidae,Tricorythidae,FALSE,,TRICORYTHIDAE
Tricorythodes,Tricorythodes,FALSE,,TRICORYTHODES
Tricyphona,Tricyphona,FALSE,tricky Tipulidae taxonomy. Left as is for now,
Tridactylidae,Tridactylidae,FALSE,,
Trissopelopia,Trissopelopia,FALSE,,TRISSOPELOPIA
Tritogonia verrucosa,Tritogonia verrucosa,FALSE,,TRITOGONIA VERRUCOSA
Tropisternus,Tropisternus,FALSE,,TROPISTERNUS
Tubifex tubifex,Tubifex tubifex,FALSE,,TUBIFEX TUBIFEX
Tubificidae,Tubificidae,FALSE,,TUBIFICIDAE
Tubificinae,Tubificinae,FALSE,,TUBIFICINAE
Turbellaria,Turbellaria,FALSE,,TURBELLARIA
Tvetenia,Tvetenia,FALSE,,TVETENIA
Tvetenia bavarica,Tvetenia Bavarica Group,TRUE,CAPS and group,TVETENIA BAVARICA GROUP
Tvetenia Bavarica Gr.,Tvetenia Bavarica Group,TRUE,CAPS and group,TVETENIA BAVARICA GROUP
Tvetenia vitracies,Tvetenia vitracies,FALSE,,TVETENIA VITRACIES
Tyrrellia,Tyrrellia,FALSE,,TYRRELLIA
Uncinais uncinata,Uncinais uncinata,FALSE,,UNCINAIS UNCINATA
Uniomerus tetralasmus,Uniomerus tetralasmus,FALSE,,UNIOMERUS TETRALASMUS
Unionicola,Unionicola,FALSE,,UNIONICOLA
Unionidae,Unionidae,FALSE,,UNIONIDAE
Utterbackia imbecillis,Utterbackia imbecillis,FALSE,,
Uvarus,Uvarus,FALSE,,UVARUS
Valvata,Valvata,FALSE,,VALVATA
Valvata tricarinata,Valvata tricarinata,FALSE,,VALVATA TRICARINATA
Vejdovskyella,Vejdovskyella,FALSE,,VEJDOVSKYELLA
Veliidae,Veliidae,FALSE,,VELIIDAE
Wapsa mobilis,Wapsa mobilis,FALSE,,
Williamsonia,Williamsonia,FALSE,,
Wormaldia,Wormaldia,FALSE,,WORMALDIA
Xenochironomus,Xenochironomus,FALSE,,XENOCHIRONOMUS
Xenochironomus xenolabis,Xenochironomus xenolabis,FALSE,,XENOCHIRONOMUS XENOLABIS
Zaitzevia,Zaitzevia,FALSE,,ZAITZEVIA
Zapada cinctipes,Zapada cinctipes,FALSE,,ZAPADA CINCTIPES
Zavrelia,Zavrelia,FALSE,,ZAVRELIA
Zavreliella marmorata,Zavreliella marmorata,FALSE,,ZAVRELIELLA MARMORATA
Zavrelimyia,Zavrelimyia,FALSE,,ZAVRELIMYIA
Zealeuctra claasseni,Zealeuctra claasseni,FALSE,,ZEALEUCTRA CLAASSENI
Zygoptera,Zygoptera,FALSE,,ZYGOPTERA
Cricotopus Tremulus Group,Cricotopus Tremulus Group,FALSE,,CRICOTOPUS TREMULUS GROUP
Cricotopus/Orthocladius,Cricotopus/Orthocladius,FALSE,,CRICOTOPUS/ORTHOCLADIUS
Polypedilum Fallax Group,Polypedilum Fallax Group,FALSE,,POLYPEDILUM FALLAX GROUP
Polypedilum Halterale Group,Polypedilum Halterale Group,FALSE,,POLYPEDILUM HALTERALE GROUP
Polypedilum Illinoense Group,Polypedilum Illinoense Group,FALSE,,POLYPEDILUM ILLINOENSE GROUP
Polypedilum Scalaenum Group,Polypedilum Scalaenum Group,FALSE,,POLYPEDILUM SCALAENUM GROUP
Quistadrilus,Quistadrilus,FALSE,,QUISTADRILUS
Thienemannimyia Group,Thienemannimyia Group,FALSE,,THIENEMANNIMYIA GROUP
Tvetenia Bavarica Group,Tvetenia Bavarica Group,FALSE,,TVETENIA BAVARICA GROUP
