TaxaID_orig,modified_BCG,OTU_BCG,Notes,OTU_MMI,OTU_MMI_genus,OTU_bcgTaxaTolAnal
LIMNEPHILIDAE,FALSE,LIMNEPHILIDAE,,LIMNEPHILIDAE,LIMNEPHILIDAE,LIMNEPHILIDAE
LIMNEPHILUS,FALSE,LIMNEPHILUS,,LIMNEPHILUS,LIMNEPHILUS,LIMNEPHILUS
LIMNODRILUS,FALSE,LIMNODRILUS,,LIMNODRILUS,OLIGOCHAETA,LIMNODRILUS
LIMNODRILUS HOFFMEISTERI,FALSE,LIMNODRILUS HOFFMEISTERI,,LIMNODRILUS HOFFMEISTERI,OLIGOCHAETA,LIMNODRILUS HOFFMEISTERI
LIMNOPHILA,FALSE,LIMNOPHILA,,LIMNOPHILA,LIMNOPHILA,LIMNOPHILA
LIODESSUS,FALSE,LIODESSUS,,LIODESSUS,LIODESSUS,LIODESSUS
LIODESSUS FLAVICOLLIS,FALSE,LIODESSUS FLAVICOLLIS,,LIODESSUS FLAVICOLLIS,LIODESSUS,LIODESSUS FLAVICOLLIS
LIRCEUS,FALSE,LIRCEUS,,LIRCEUS,LIRCEUS,LIRCEUS
LOPESCLADIUS,FALSE,LOPESCLADIUS,,LOPESCLADIUS,LOPESCLADIUS,LOPESCLADIUS
LUMBRICULIDAE,FALSE,LUMBRICULIDAE,,LUMBRICULIDAE,OLIGOCHAETA,LUMBRICULIDAE
LUTROCHUS,FALSE,LUTROCHUS,,LUTROCHUS,LUTROCHUS,LUTROCHUS
LUTROCHUS LATICEPS,FALSE,LUTROCHUS LATICEPS,,LUTROCHUS LATICEPS,LUTROCHUS,LUTROCHUS LATICEPS
LYMNAEA,TRUE,LYMNAEIDAE,nomenclature issue,LYMNAEIDAE,LYMNAEIDAE,LYMNAEA
LYMNAEIDAE,FALSE,LYMNAEIDAE,,LYMNAEIDAE,LYMNAEIDAE,LYMNAEIDAE
MACCAFFERTIUM,FALSE,MACCAFFERTIUM,,MACCAFFERTIUM,MACCAFFERTIUM,MACCAFFERTIUM
MACCAFFERTIUM EXIGUUM,FALSE,MACCAFFERTIUM EXIGUUM,,MACCAFFERTIUM EXIGUUM,MACCAFFERTIUM,MACCAFFERTIUM EXIGUUM
MACCAFFERTIUM MEDIOPUNCTATUM,FALSE,MACCAFFERTIUM MEDIOPUNCTATUM,,MACCAFFERTIUM MEDIOPUNCTATUM,MACCAFFERTIUM,MACCAFFERTIUM MEDIOPUNCTATUM
MACCAFFERTIUM MEXICANUM,FALSE,MACCAFFERTIUM MEXICANUM,,MACCAFFERTIUM MEXICANUM,MACCAFFERTIUM,MACCAFFERTIUM MEXICANUM
MACCAFFERTIUM MEXICANUM INTEGRUM,TRUE,MACCAFFERTIUM MEXICANUM,removed subspecies,MACCAFFERTIUM MEXICANUM,MACCAFFERTIUM,MACCAFFERTIUM MEXICANUM INTEGRUM
MACCAFFERTIUM PULCHELLUM,FALSE,MACCAFFERTIUM PULCHELLUM,,MACCAFFERTIUM PULCHELLUM,MACCAFFERTIUM,MACCAFFERTIUM PULCHELLUM
MACCAFFERTIUM TERMINATUM,FALSE,MACCAFFERTIUM TERMINATUM,,MACCAFFERTIUM TERMINATUM,MACCAFFERTIUM,MACCAFFERTIUM TERMINATUM
MACDUNNOA,FALSE,MACDUNNOA,,MACDUNNOA,MACDUNNOA,MACDUNNOA
MACROBDELLA DECORA,FALSE,MACROBDELLA DECORA,,MACROBDELLA DECORA,HIRUDINIDAE,MACROBDELLA DECORA
MACROMIA,FALSE,MACROMIA,,MACROMIA,MACROMIA,MACROMIA
MACROMIA ILLINOIENSIS,FALSE,MACROMIA ILLINOIENSIS,,MACROMIA ILLINOIENSIS,MACROMIA,MACROMIA ILLINOIENSIS
MACROMIA TAENIOLATA,FALSE,MACROMIA TAENIOLATA,,MACROMIA TAENIOLATA,MACROMIA,MACROMIA TAENIOLATA
MACRONYCHUS,FALSE,MACRONYCHUS,,MACRONYCHUS,MACRONYCHUS,MACRONYCHUS
MACRONYCHUS GLABRATUS,FALSE,MACRONYCHUS GLABRATUS,,MACRONYCHUS GLABRATUS,MACRONYCHUS,MACRONYCHUS GLABRATUS
MAYATRICHIA,FALSE,MAYATRICHIA,,MAYATRICHIA,MAYATRICHIA,MAYATRICHIA
MAYATRICHIA AYAMA,FALSE,MAYATRICHIA AYAMA,,MAYATRICHIA AYAMA,MAYATRICHIA,MAYATRICHIA AYAMA
MEGALOPTERA,FALSE,MEGALOPTERA,,MEGALOPTERA,MEGALOPTERA,MEGALOPTERA
MENETUS,FALSE,MENETUS,,MENETUS,MENETUS,MENETUS
MERRAGATA,FALSE,MERRAGATA,,MERRAGATA,HEBRIDAE,MERRAGATA
MESOVELIA,FALSE,MESOVELIA,,MESOVELIA,MESOVELIA,MESOVELIA
MESOVELIA CRYPTOPHILA,FALSE,MESOVELIA CRYPTOPHILA,,MESOVELIA CRYPTOPHILA,MESOVELIA,MESOVELIA CRYPTOPHILA
MESOVELIA MULSANTI,FALSE,MESOVELIA MULSANTI,,MESOVELIA MULSANTI,MESOVELIA,MESOVELIA MULSANTI
METACOPINA,FALSE,METACOPINA,,METACOPINA,METACOPINA,METACOPINA
METROBATES,FALSE,METROBATES,,METROBATES,METROBATES,METROBATES
MICRACANTHIA,FALSE,MICRACANTHIA,,MICRACANTHIA,MICRACANTHIA,MICRACANTHIA
MICROCYLLOEPUS,FALSE,MICROCYLLOEPUS,,MICROCYLLOEPUS,MICROCYLLOEPUS,MICROCYLLOEPUS
MICROCYLLOEPUS PUSILLUS,FALSE,MICROCYLLOEPUS PUSILLUS,,MICROCYLLOEPUS PUSILLUS,MICROCYLLOEPUS,MICROCYLLOEPUS PUSILLUS
MICROPSECTRA,FALSE,MICROPSECTRA,,MICROPSECTRA,MICROPSECTRA,MICROPSECTRA
MICROTENDIPES,FALSE,MICROTENDIPES,,MICROTENDIPES,MICROTENDIPES,MICROTENDIPES
MICROVELIA,FALSE,MICROVELIA,,MICROVELIA,MICROVELIA,MICROVELIA
MICROVELIA AMERICANA,FALSE,MICROVELIA AMERICANA,,MICROVELIA AMERICANA,MICROVELIA,MICROVELIA AMERICANA
MONOHELEA,FALSE,MONOHELEA,,MONOHELEA,MONOHELEA,MONOHELEA
MONOPELOPIA,FALSE,MONOPELOPIA,,MONOPELOPIA,MONOPELOPIA,MONOPELOPIA
MOOREOBDELLA,FALSE,MOOREOBDELLA,,MOOREOBDELLA,ERPOBDELLIDAE,ERPOBDELLA
MUSCIDAE,FALSE,MUSCIDAE,,MUSCIDAE,MUSCIDAE,MUSCIDAE
MUSCULIUM,FALSE,MUSCULIUM,,MUSCULIUM,MUSCULIUM,MUSCULIUM
MUSCULIUM PARTUMEIUM,FALSE,MUSCULIUM PARTUMEIUM,,MUSCULIUM PARTUMEIUM,MUSCULIUM,MUSCULIUM PARTUMEIUM
MUSCULIUM SECURIS,FALSE,MUSCULIUM SECURIS,,MUSCULIUM SECURIS,MUSCULIUM,MUSCULIUM SECURIS
MUSCULIUM TRANSVERSUM,FALSE,MUSCULIUM TRANSVERSUM,,MUSCULIUM TRANSVERSUM,MUSCULIUM,MUSCULIUM TRANSVERSUM
MYXOSARGUS,FALSE,MYXOSARGUS,,MYXOSARGUS,MYXOSARGUS,MYXOSARGUS
NAIDIDAE,FALSE,NAIDIDAE,,NAIDIDAE,OLIGOCHAETA,NAIDIDAE
NAIS,FALSE,NAIS,,NAIS,OLIGOCHAETA,NAIS
NAIS PSEUDOBTUSA,FALSE,NAIS PSEUDOBTUSA,,NAIS PSEUDOBTUSA,OLIGOCHAETA,NAIS PSEUDOBTUSA
NAIS VARIABILIS,FALSE,NAIS VARIABILIS,,NAIS VARIABILIS,OLIGOCHAETA,NAIS VARIABILIS
NANOCLADIUS,FALSE,NANOCLADIUS,,NANOCLADIUS,NANOCLADIUS,NANOCLADIUS
NASIAESCHNA,FALSE,NASIAESCHNA,,NASIAESCHNA,NASIAESCHNA,NASIAESCHNA
NASIAESCHNA PENTACANTHA,FALSE,NASIAESCHNA PENTACANTHA,,NASIAESCHNA PENTACANTHA,NASIAESCHNA,NASIAESCHNA PENTACANTHA
NATARSIA,FALSE,NATARSIA,,NATARSIA,NATARSIA,NATARSIA
NECTOPSYCHE,FALSE,NECTOPSYCHE,,NECTOPSYCHE,NECTOPSYCHE,NECTOPSYCHE
NECTOPSYCHE CANDIDA,FALSE,NECTOPSYCHE CANDIDA,,NECTOPSYCHE CANDIDA,NECTOPSYCHE,NECTOPSYCHE CANDIDA
NECTOPSYCHE DIARINA,FALSE,NECTOPSYCHE DIARINA,,NECTOPSYCHE DIARINA,NECTOPSYCHE,NECTOPSYCHE DIARINA
NECTOPSYCHE EXQUISITA,FALSE,NECTOPSYCHE EXQUISITA,,NECTOPSYCHE EXQUISITA,NECTOPSYCHE,NECTOPSYCHE EXQUISITA
NEMATA,FALSE,NEMATA,,NEMATA,NEMATA,NEMATA
NEMOTELUS,FALSE,NEMOTELUS,,NEMOTELUS,NEMOTELUS,NEMOTELUS
NEOCHOROTERPES,FALSE,NEOCHOROTERPES,,NEOCHOROTERPES,NEOCHOROTERPES,NEOCHOROTERPES
NEOGERRIS,FALSE,NEOGERRIS,,NEOGERRIS,NEOGERRIS,NEOGERRIS
NEOGERRIS HESIONE,FALSE,NEOGERRIS HESIONE,,NEOGERRIS HESIONE,NEOGERRIS,NEOGERRIS HESIONE
NEOPERLA,FALSE,NEOPERLA,,NEOPERLA,NEOPERLA,NEOPERLA
NEOPERLA CLYMENE,FALSE,NEOPERLA CLYMENE,,NEOPERLA CLYMENE,NEOPERLA,NEOPERLA CLYMENE
NEOPLEA,FALSE,NEOPLEA,,NEOPLEA,NEOPLEA,NEOPLEA
NEOPLEA STRIOLA,FALSE,NEOPLEA STRIOLA,,NEOPLEA STRIOLA,NEOPLEA STRIOLA,NEOPLEA STRIOLA
NEOPORUS,FALSE,NEOPORUS,,NEOPORUS,NEOPORUS,NEOPORUS
NEOPORUS CLYPEALIS,FALSE,NEOPORUS CLYPEALIS,,NEOPORUS CLYPEALIS,NEOPORUS,NEOPORUS CLYPEALIS
NEOPORUS DIMIDIATUS,FALSE,NEOPORUS DIMIDIATUS,,NEOPORUS DIMIDIATUS,NEOPORUS,NEOPORUS DIMIDIATUS
NEOPORUS LECONTEI,FALSE,NEOPORUS LECONTEI,,NEOPORUS LECONTEI,NEOPORUS,NEOPORUS LECONTEI
NEOPORUS SHERMANI,FALSE,NEOPORUS SHERMANI,,NEOPORUS SHERMANI,NEOPORUS,NEOPORUS SHERMANI
NEOPORUS TENNETUM,FALSE,NEOPORUS TENNETUM,,NEOPORUS TENNETUM,NEOPORUS,NEOPORUS TENNETUM
NEOPORUS UNDULATUS,FALSE,NEOPORUS UNDULATUS,,NEOPORUS UNDULATUS,NEOPORUS,NEOPORUS UNDULATUS
NEOPORUS VITTATIPENNIS,FALSE,NEOPORUS VITTATIPENNIS,,NEOPORUS VITTATIPENNIS,NEOPORUS,NEOPORUS VITTATIPENNIS
NEOTRICHIA,FALSE,NEOTRICHIA,,NEOTRICHIA,NEOTRICHIA,NEOTRICHIA
NEPA,FALSE,NEPA,,NEPA,NEPA,NEPA
NEPA APICULATA,FALSE,NEPA APICULATA,,NEPA APICULATA,NEPA,NEPA APICULATA
NEURECLIPSIS,FALSE,NEURECLIPSIS,,NEURECLIPSIS,NEURECLIPSIS,NEURECLIPSIS
NEURECLIPSIS CREPUSCULARIS,FALSE,NEURECLIPSIS CREPUSCULARIS,,NEURECLIPSIS CREPUSCULARIS,NEURECLIPSIS,NEURECLIPSIS CREPUSCULARIS
NEUROCORDULIA,FALSE,NEUROCORDULIA,,NEUROCORDULIA,NEUROCORDULIA,NEUROCORDULIA
NEUROCORDULIA MOLESTA,FALSE,NEUROCORDULIA MOLESTA,,NEUROCORDULIA MOLESTA,NEUROCORDULIA,NEUROCORDULIA MOLESTA
NEUROCORDULIA XANTHOSOMA,FALSE,NEUROCORDULIA XANTHOSOMA,,NEUROCORDULIA XANTHOSOMA,NEUROCORDULIA,NEUROCORDULIA XANTHOSOMA
NIGRONIA,FALSE,NIGRONIA,,NIGRONIA,NIGRONIA,NIGRONIA
NILOTANYPUS,FALSE,NILOTANYPUS,,NILOTANYPUS,NILOTANYPUS,NILOTANYPUS
NILOTHAUMA,FALSE,NILOTHAUMA,,NILOTHAUMA,NILOTHAUMA,NILOTHAUMA
NOCTUIDAE,FALSE,NOCTUIDAE,,NOCTUIDAE,NOCTUIDAE,NOCTUIDAE
NOTONECTA,FALSE,NOTONECTA,,NOTONECTA,NOTONECTA,NOTONECTA
NOTONECTA IRRORATA,FALSE,NOTONECTA IRRORATA,,NOTONECTA IRRORATA,NOTONECTA,NOTONECTA IRRORATA
NOTONECTA UNDULATA,FALSE,NOTONECTA UNDULATA,,NOTONECTA UNDULATA,NOTONECTA,NOTONECTA UNDULATA
NOTONECTIDAE,FALSE,NOTONECTIDAE,,NOTONECTIDAE,NOTONECTIDAE,NOTONECTIDAE
NYCTIOPHYLAX,FALSE,NYCTIOPHYLAX,,NYCTIOPHYLAX,NYCTIOPHYLAX,NYCTIOPHYLAX
NYCTIOPHYLAX AFFINIS,FALSE,NYCTIOPHYLAX AFFINIS,,NYCTIOPHYLAX AFFINIS,NYCTIOPHYLAX,NYCTIOPHYLAX AFFINIS
OCHROTRICHIA,FALSE,OCHROTRICHIA,,OCHROTRICHIA,OCHROTRICHIA,OCHROTRICHIA
OCHTHEBIUS,FALSE,OCHTHEBIUS,,OCHTHEBIUS,OCHTHEBIUS,OCHTHEBIUS
ODONATA,FALSE,ODONATA,,ODONATA,ODONATA,ODONATA
ODONTOMYIA,FALSE,ODONTOMYIA,,ODONTOMYIA,ODONTOMYIA,ODONTOMYIA/HEDRIODISCUS
ODONTOMYIA/HEDRIODISCUS,FALSE,ODONTOMYIA/HEDRIODISCUS,,ODONTOMYIA/HEDRIODISCUS,ODONTOMYIA/HEDRIODISCUS,ODONTOMYIA/HEDRIODISCUS
OECETIS,FALSE,OECETIS,,OECETIS,OECETIS,OECETIS
OLIGOCHAETA,FALSE,OLIGOCHAETA,,OLIGOCHAETA,OLIGOCHAETA,OLIGOCHAETA CLITELLATA
OPHIDONAIS SERPENTINA,FALSE,OPHIDONAIS SERPENTINA,,OPHIDONAIS SERPENTINA,OLIGOCHAETA,OPHIDONAIS SERPENTINA
OPHIOGOMPHUS,FALSE,OPHIOGOMPHUS,,OPHIOGOMPHUS,OPHIOGOMPHUS,OPHIOGOMPHUS
OPHIOGOMPHUS RUPINSULENSIS,FALSE,OPHIOGOMPHUS RUPINSULENSIS,,OPHIOGOMPHUS RUPINSULENSIS,OPHIOGOMPHUS,OPHIOGOMPHUS RUPINSULENSIS
OPHIOGOMPHUS SEVERUS,FALSE,OPHIOGOMPHUS SEVERUS,,OPHIOGOMPHUS SEVERUS,OPHIOGOMPHUS,OPHIOGOMPHUS SEVERUS
ORCONECTES,FALSE,ORCONECTES,,ORCONECTES,ORCONECTES,ORCONECTES
ORCONECTES IMMUNIS,FALSE,ORCONECTES IMMUNIS,,ORCONECTES IMMUNIS,ORCONECTES,ORCONECTES IMMUNIS
ORCONECTES LUTEUS,FALSE,ORCONECTES LUTEUS,,ORCONECTES LUTEUS,ORCONECTES,ORCONECTES LUTEUS
ORCONECTES MACRUS,FALSE,ORCONECTES MACRUS,,ORCONECTES MACRUS,ORCONECTES,ORCONECTES MACRUS
ORCONECTES NEGLECTUS,FALSE,ORCONECTES NEGLECTUS,,ORCONECTES NEGLECTUS,ORCONECTES,ORCONECTES NEGLECTUS
ORCONECTES VIRILIS,FALSE,ORCONECTES VIRILIS,,ORCONECTES VIRILIS,ORCONECTES,ORCONECTES VIRILIS
OREODYTES,FALSE,OREODYTES,,OREODYTES,OREODYTES,OREODYTES
ORMOSIA,FALSE,ORMOSIA,,ORMOSIA,ORMOSIA,ORMOSIA
ORTHOCLADIUS,FALSE,ORTHOCLADIUS,,ORTHOCLADIUS,ORTHOCLADIUS,ORTHOCLADIUS
PACHYDIPLAX,FALSE,PACHYDIPLAX,,PACHYDIPLAX,PACHYDIPLAX,PACHYDIPLAX
PACHYDIPLAX LONGIPENNIS,FALSE,PACHYDIPLAX LONGIPENNIS,,PACHYDIPLAX LONGIPENNIS,PACHYDIPLAX,PACHYDIPLAX LONGIPENNIS
PAGASTIELLA,FALSE,PAGASTIELLA,,PAGASTIELLA,PAGASTIELLA,PAGASTIELLA
PALAEMONETES,FALSE,PALAEMONETES,,PALAEMONETES,PALAEMONETES,PALAEMONETES
PALAEMONETES KADIAKENSIS,FALSE,PALAEMONETES KADIAKENSIS,,PALAEMONETES KADIAKENSIS,PALAEMONETES,PALAEMONETES KADIAKENSIS
PALMACORIXA,FALSE,PALMACORIXA,,PALMACORIXA,PALMACORIXA,PALMACORIXA
PALMACORIXA NANA,FALSE,PALMACORIXA NANA,,PALMACORIXA NANA,PALMACORIXA,PALMACORIXA NANA
PALMACORIXA NANA WALLEYI,TRUE,PALMACORIXA NANA,removed subspecies,PALMACORIXA NANA,PALMACORIXA,PALMACORIXA NANA WALLEYI
PANTALA,FALSE,PANTALA,,PANTALA,PANTALA,PANTALA
PANTALA FLAVESCENS,FALSE,PANTALA FLAVESCENS,,PANTALA FLAVESCENS,PANTALA,PANTALA FLAVESCENS
PANTALA HYMENAEA,FALSE,PANTALA HYMENAEA,,PANTALA HYMENAEA,PANTALA,PANTALA HYMENAEA
PARACHIRONOMUS,FALSE,PARACHIRONOMUS,,PARACHIRONOMUS,PARACHIRONOMUS,PARACHIRONOMUS
PARACLADOPELMA,FALSE,PARACLADOPELMA,,PARACLADOPELMA,PARACLADOPELMA,PARACLADOPELMA
PARACLOEODES,FALSE,PARACLOEODES,,PARACLOEODES,PARACLOEODES,PARACLOEODES
PARACYMUS,FALSE,PARACYMUS,,PARACYMUS,PARACYMUS,PARACYMUS
PARAGNETINA,FALSE,PARAGNETINA,,PARAGNETINA,PARAGNETINA,PARAGNETINA
PARAGNETINA KANSENSIS,FALSE,PARAGNETINA KANSENSIS,,PARAGNETINA KANSENSIS,PARAGNETINA,PARAGNETINA KANSENSIS
PARAKIEFFERIELLA,FALSE,PARAKIEFFERIELLA,,PARAKIEFFERIELLA,PARAKIEFFERIELLA,PARAKIEFFERIELLA
PARALAUTERBORNIELLA,FALSE,PARALAUTERBORNIELLA,,PARALAUTERBORNIELLA,PARALAUTERBORNIELLA,PARALAUTERBORNIELLA
PARALEPTOPHLEBIA,FALSE,PARALEPTOPHLEBIA,,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA
PARAMERINA,FALSE,PARAMERINA,,PARAMERINA,PARAMERINA,PARAMERINA
PARAMETRIOCNEMUS,FALSE,PARAMETRIOCNEMUS,,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS
PARANAIS,FALSE,PARANAIS,,PARANAIS,OLIGOCHAETA,PARANAIS
PARAPHAENOCLADIUS,FALSE,PARAPHAENOCLADIUS,,PARAPHAENOCLADIUS,PARAPHAENOCLADIUS,PARAPHAENOCLADIUS
PARATANYTARSUS,FALSE,PARATANYTARSUS,,PARATANYTARSUS,PARATANYTARSUS,PARATANYTARSUS
PARATENDIPES,FALSE,PARATENDIPES,,PARATENDIPES,PARATENDIPES,PARATENDIPES
PELOCORIS,FALSE,PELOCORIS,,PELOCORIS,PELOCORIS,PELOCORIS
PELOCORIS FEMORATUS,FALSE,PELOCORIS FEMORATUS,,PELOCORIS FEMORATUS,PELOCORIS,PELOCORIS FEMORATUS
PELONOMUS,FALSE,PELONOMUS,,PELONOMUS,PELONOMUS,
PELONOMUS OBSCURUS,FALSE,PELONOMUS OBSCURUS,,PELONOMUS OBSCURUS,PELONOMUS,PELONOMUS OBSCURUS
PELTODYTES,FALSE,PELTODYTES,,PELTODYTES,PELTODYTES,PELTODYTES
PELTODYTES DUNAVANI,FALSE,PELTODYTES DUNAVANI,,PELTODYTES DUNAVANI,PELTODYTES,PELTODYTES DUNAVANI
PELTODYTES DUODECIMPUNCTATUS,FALSE,PELTODYTES DUODECIMPUNCTATUS,,PELTODYTES DUODECIMPUNCTATUS,PELTODYTES,PELTODYTES DUODECIMPUNTATUS
PELTODYTES DUODECIMPUNCTATUS/LENGI,FALSE,PELTODYTES DUODECIMPUNCTATUS/LENGI,,PELTODYTES DUODECIMPUNCTATUS/LENGI,PELTODYTES DUODECIMPUNCTATUS/LENGI,
PELTODYTES EDENTULUS,FALSE,PELTODYTES EDENTULUS,,PELTODYTES EDENTULUS,PELTODYTES,PELTODYTES EDENTULUS
PELTODYTES LENGI,FALSE,PELTODYTES LENGI,,PELTODYTES LENGI,PELTODYTES,PELTODYTES LENGI
PELTODYTES LITORALIS,FALSE,PELTODYTES LITORALIS,,PELTODYTES LITORALIS,PELTODYTES,PELTODYTES LITORALIS
PELTODYTES SEXMACULATUS,FALSE,PELTODYTES SEXMACULATUS,,PELTODYTES SEXMACULATUS,PELTODYTES,PELTODYTES SEXMACULATUS
PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,FALSE,PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,,PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,
PELTODYTES SHERMANI,FALSE,PELTODYTES SHERMANI,,PELTODYTES SHERMANI,PELTODYTES,PELTODYTES SHERMANI
PENTACORA,FALSE,PENTACORA,,PENTACORA,PENTACORA,PENTACORA
PENTAGENIA,FALSE,PENTAGENIA,,PENTAGENIA,PENTAGENIA,PENTAGENIA
PENTAGENIA VITTIGERA,FALSE,PENTAGENIA VITTIGERA,,PENTAGENIA VITTIGERA,PENTAGENIA,PENTAGENIA VITTIGERA
PENTANEURA,FALSE,PENTANEURA,,PENTANEURA,PENTANEURA,PENTANEURA
PERICOMA,FALSE,PERICOMA,,PERICOMA,PERICOMA,PERICOMA
PERITHEMIS,FALSE,PERITHEMIS,,PERITHEMIS,PERITHEMIS,PERITHEMIS
PERITHEMIS TENERA,FALSE,PERITHEMIS TENERA,,PERITHEMIS TENERA,PERITHEMIS,PERITHEMIS TENERA
PERLESTA,FALSE,PERLESTA,,PERLESTA,PERLESTA,PERLESTA
PERLIDAE,FALSE,PERLIDAE,,PERLIDAE,PERLIDAE,PERLIDAE
PERLINELLA,FALSE,PERLINELLA,,PERLINELLA,PERLINELLA,PERLINELLA
PERLINELLA DRYMO,FALSE,PERLINELLA DRYMO,,PERLINELLA DRYMO,PERLINELLA,PERLINELLA DRYMO
PERLODIDAE,FALSE,PERLODIDAE,,PERLODIDAE,PERLODIDAE,PERLODIDAE
PETROPHILA,FALSE,PETROPHILA,,PETROPHILA,PETROPHILA,PETROPHILA
PHAENOPSECTRA,FALSE,PHAENOPSECTRA,,PHAENOPSECTRA,PHAENOPSECTRA,PHAENOPSECTRA
PHAENOPSECTRA/TRIBELOS,FALSE,PHAENOPSECTRA/TRIBELOS,,PHAENOPSECTRA/TRIBELOS,PHAENOPSECTRA/TRIBELOS,
PHILOPOTAMIDAE,FALSE,PHILOPOTAMIDAE,,PHILOPOTAMIDAE,PHILOPOTAMIDAE,PHILOPOTAMIDAE
PHYSELLA,FALSE,PHYSELLA,,PHYSELLA,PHYSELLA,PHYSELLA
PHYSELLA GYRINA,FALSE,PHYSELLA GYRINA,,PHYSELLA GYRINA,PHYSELLA,PHYSELLA GYRINA
PHYSIDAE,FALSE,PHYSIDAE,,PHYSIDAE,PHYSIDAE,PHYSIDAE
PILARIA,FALSE,PILARIA,,PILARIA,PILARIA,PILARIA
PISCICOLIDAE,FALSE,PISCICOLIDAE,,PISCICOLIDAE,PISCICOLIDAE,PISCICOLIDAE
PISIDIIDAE,FALSE,PISIDIIDAE,,PISIDIIDAE,PISIDIIDAE,PISIDIIDAE
PISIDIUM,FALSE,PISIDIUM,,PISIDIUM,PISIDIUM,PISIDIUM
PISIDIUM COMPRESSUM,FALSE,PISIDIUM COMPRESSUM,,PISIDIUM COMPRESSUM,PISIDIUM,PISIDIUM COMPRESSUM
PLACOBDELLA,FALSE,PLACOBDELLA,,PLACOBDELLA,GLOSSIPHONIIDAE,PLACOBDELLA
PLACOBDELLA PARASITICA,FALSE,PLACOBDELLA PARASITICA,,PLACOBDELLA PARASITICA,GLOSSIPHONIIDAE,PLACOBDELLA PARASITICA
PLANARIIDAE,FALSE,PLANARIIDAE,,PLANARIIDAE,PLANARIIDAE,PLANARIIDAE
PLANORBELLA,FALSE,PLANORBELLA,,PLANORBELLA,PLANORBELLA,PLANORBELLA
PLANORBELLA TRIVOLVIS,FALSE,PLANORBELLA TRIVOLVIS,,PLANORBELLA TRIVOLVIS,PLANORBELLA,PLANORBELLA TRIVOLVIS
PLANORBIDAE,FALSE,PLANORBIDAE,,PLANORBIDAE,PLANORBIDAE,PLANORBIDAE
PLATHEMIS,FALSE,PLATHEMIS,,PLATHEMIS,PLATHEMIS,PLATHEMIS
PLATHEMIS LYDIA,FALSE,PLATHEMIS LYDIA,,PLATHEMIS LYDIA,PLATHEMIS,PLATHEMIS LYDIA
PLATHEMIS SUBORNATA,FALSE,PLATHEMIS SUBORNATA,,PLATHEMIS SUBORNATA,PLATHEMIS,PLATHEMIS SUBORNATA
PLATYVELIA,FALSE,PLATYVELIA,,PLATYVELIA,PLATYVELIA,PLATYVELIA
PLAUDITUS,FALSE,PLAUDITUS,,PLAUDITUS,PLAUDITUS,PLAUDITUS
PLECOPTERA,FALSE,PLECOPTERA,,PLECOPTERA,PLECOPTERA,PLECOPTERA
PLEIDAE,FALSE,PLEIDAE,,PLEIDAE,PLEIDAE,PLEIDAE
PLEUROCERA,FALSE,PLEUROCERA,,PLEUROCERA,PLEUROCERA,PLEUROCERA
PLEUROCERA ACUTA,FALSE,PLEUROCERA ACUTA,,PLEUROCERA ACUTA,PLEUROCERA,PLEUROCERA ACUTA
POLYCENTROPODIDAE,FALSE,POLYCENTROPODIDAE,,POLYCENTROPODIDAE,POLYCENTROPODIDAE,POLYCENTROPODIDAE
POLYCENTROPUS,FALSE,POLYCENTROPUS,,POLYCENTROPUS,POLYCENTROPUS,POLYCENTROPUS
POLYMITARCYIDAE,FALSE,POLYMITARCYIDAE,,POLYMITARCYIDAE,POLYMITARCYIDAE,POLYMITARCYIDAE
POLYPEDILUM,FALSE,POLYPEDILUM,,POLYPEDILUM,POLYPEDILUM,POLYPEDILUM
POLYPEDILUM (ASHEUM) BECKAE,FALSE,POLYPEDILUM (ASHEUM) BECKAE,,POLYPEDILUM (ASHEUM) BECKAE,POLYPEDILUM,POLYPEDILUM BECKAE
POLYPEDILUM (CEROBREGMA) ONTARIO,FALSE,POLYPEDILUM (CEROBREGMA) ONTARIO,,POLYPEDILUM (CEROBREGMA) ONTARIO,POLYPEDILUM,POLYPEDILUM ONTARIO
POLYPEDILUM (POLYPEDILUM),FALSE,POLYPEDILUM (POLYPEDILUM),,POLYPEDILUM (POLYPEDILUM),POLYPEDILUM,POLYPEDILUM
POLYPEDILUM (POLYPEDILUM) FALLAX GR.,FALSE,POLYPEDILUM (POLYPEDILUM) FALLAX GR.,,POLYPEDILUM (POLYPEDILUM) FALLAX GR.,POLYPEDILUM,POLYPEDILUM FALLAX GROUP
POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,FALSE,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,POLYPEDILUM,POLYPEDILUM ILLINOENSE GROUP
POLYPEDILUM (POLYPEDILUM) TRIGONUS,FALSE,POLYPEDILUM (POLYPEDILUM) TRIGONUS,,POLYPEDILUM (POLYPEDILUM) TRIGONUS,POLYPEDILUM,POLYPEDILUM TRIGONUS
