TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Full,LIFE_CYCLE,AirBreather,TOLVAL_IA,FFG_IA,FFGDef_IA,HABIT_IA,HabitDef_IA,COLD_IA,ColdWaterIndicatorTaxa,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,CommonName,IA_BugTaxaID
PLACOBDELLA MULTILINEATA,Species,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,MULTILINEATA,Leeches,25
PLACOBDELLA MULTILINEATA/PAPILLIFERA,Species,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,MULTILINEATA/PAPILLIFERA,Leeches,26
PLACOBDELLA NUCHALIS,Species,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,NUCHALIS,Leeches,608
PLACOBDELLA ORNATA,Species,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,ORNATA,Leeches,27
PLACOBDELLA PAPILLIFERA,Species,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,PAPILLIFERA,Leeches,28
PLACOBDELLA PARASITICA,Species,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,PARASITICA,Leeches,29
PLACOBDELLA PHALERA,Species,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,PHALERA,Leeches,916
PLACOBDELLA PICTA,Species,FALSE,4,4_worse,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,PICTA,Leeches,725
PLANORBELLA,Genus,FALSE,4,4_worse,SC,CB,SG,snag,NA,FALSE,8,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,PLANORBELLA,,Planorbid Snails,503
PLANORBELLA TRIVOLVIS,Species,FALSE,4,4_worse,SC,CB,,,NA,FALSE,8,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,PLANORBELLA,TRIVOLVIS,Planorbid Snails,865
PLANORBIDAE,Family,FALSE,4,4_middle,SC,CB,,,multi,FALSE,8,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,,Planorbid Snails,501
PLATAMBUS,Genus,FALSE,4,4_middle,PR,SW,,,uni,TRUE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,AGABINAE,PLATAMBUS,,Predaceous Diving Beetles,913
PLATAMBUS SEMIVITTATUS,Species,FALSE,4,4_middle,PR,SW,,,uni,TRUE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,AGABINAE,PLATAMBUS,SEMIVITTATUS,Predaceous Diving Beetles,532
PLATHEMIS,Genus,FALSE,4,4_middle,PR,SP,NF,pool,NA,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PLATHEMIS,,Skimmer Dragonflies,395
PLATHEMIS LYDIA,Species,FALSE,4,4_middle,PR,SP,,,NA,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PLATHEMIS,LYDIA,Skimmer Dragonflies,396
PLATYCENTROPUS,Species,FALSE,,,SH,CB,,,uni,FALSE,4,SH,Shredder,CB,Climber,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,PLATYCENTROPUS,,Northern Case Maker Caddisflies,796
PLATYCENTROPUS RADIATUS,Species,FALSE,,,SH,CB,,,uni,FALSE,4,SH,Shredder,CB,Climber,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,PLATYCENTROPUS,RADIATUS,Northern Case Maker Caddisflies,1004
PLATYHELMINTHES,Phylum,FALSE,4,4_middle,OM,NA,,,NA,FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,PLATYHELMINTHES,,,,,,,,Flatworms,521
PLAUDITUS,Genus,FALSE,4,4_middle,CG,SW,,,NA,FALSE,4.3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,,Small Minnow Mayflies,629
PLAUDITUS CESTUS,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,CESTUS,Small Minnow Mayflies,670
PLAUDITUS CINGULATUS,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,CINGULATUS,Small Minnow Mayflies,745
PLAUDITUS DUBIUS,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,DUBIUS,Small Minnow Mayflies,212
PLAUDITUS DUBIUS/PUNCTIVENTRIS,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,4.5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,DUBIUS/PUNCTIVENTRIS,Small Minnow Mayflies,671
PLAUDITUS DUBIUS/VIRILIS,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,DUBIUS/VIRILIS,Small Minnow Mayflies,672
PLAUDITUS PUNCTIVENTRIS,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,PUNCTIVENTRIS,Small Minnow Mayflies,218
PLAUDITUS PUNCTIVENTRIS/VIRILIS,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,4.5,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,PUNCTIVENTRIS/VIRILIS,Small Minnow Mayflies,1105
PLAUDITUS VIRILIS,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,VIRILIS,Small Minnow Mayflies,591
PLECOPTERA,Order,FALSE,,,PR,CN,,,NA,FALSE,,UN,Unidentified,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,,,,,Stoneflies,397
PLEIDAE,Family,FALSE,4,4_worse,PR,SW,,,"multi,uni",FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,PLEIDAE,,,,Pygmy Backswimmers,331
PLEUROCERA,Genus,FALSE,4,4_better,SC,CB,,,multi,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,PLEUROCERA,,Pleurocerid Snails,760
PLEUROCERA ACUTA,Species,FALSE,4,4_better,SC,CB,,,multi,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,PLEUROCERA,ACUTA,Pleurocerid Snails,761
PLEUROCERIDAE,Family,FALSE,3,,SC,CB,,,multi,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,,Pleurocerid Snails,584
POLYCENTROPODIDAE,Family,FALSE,4,4_middle,CF,CN,,,uni,FALSE,6.4,UN,Unidentified,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,,Trumpetnet and Tubemaking Caddisflies,476
POLYCENTROPUS,Genus,FALSE,3,,PR,CN,,,uni,FALSE,6,PR,Predator,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,POLYCENTROPUS,,Trumpetnet and Tubemaking Caddisflies,480
POLYMITARCYIDAE,Family,FALSE,4,4_middle,CG,BU,,,uni,FALSE,2.2,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,,,Pale Burrower Mayflies,291
POTAMANTHIDAE,Family,FALSE,4,4_worse,CF,BU,,,NA,FALSE,4,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POTAMANTHIDAE,,,,Hacklegilled Burrower Mayflies,295
POTAMILUS,Genus,FALSE,,,CF,BU,,,NA,FALSE,8,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,POTAMILUS,,Mussels,512
POTAMILUS OHIENSIS,Species,FALSE,,,CF,BU,,,NA,FALSE,8,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,POTAMILUS,OHIENSIS,Mussels,513
POTAMYIA,Genus,FALSE,4,4_worse,CF,CN,,,multi,FALSE,5,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,POTAMYIA,,Common Netspinner Caddisflies,444
POTAMYIA FLAVA,Species,FALSE,4,4_worse,CF,CN,,,multi,FALSE,5,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,POTAMYIA,FLAVA,Common Netspinner Caddisflies,445
PROBEZZIA,Genus,FALSE,4,4_middle,PR,"BU,SP",,,multi,FALSE,6,PR,Predator,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,PROBEZZIA,,"Biting Midges, No-See-Ums, Punkies",167
PROCAMBARUS ACUTUS,Species,FALSE,4,4_middle,CG,SP,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,PROCAMBARUS,ACUTUS,Crayfishes,975
PROCLOEON,Genus,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4.8,CG,Collector/Gatherer,sw/cn,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PROCLOEON,,Small Minnow Mayflies,232
PROCLOEON FRAGILE,Species,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4.8,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PROCLOEON,FRAGILE,Small Minnow Mayflies,1121
PROCLOEON RIVULARE,Species,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4.8,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PROCLOEON,RIVULARE,Small Minnow Mayflies,1108
PROCLOEON RUBROPICTUM,Species,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4.8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PROCLOEON,RUBROPICTUM,Small Minnow Mayflies,914
PROCLOEON RUFOSTRIGATUM,Species,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4.8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PROCLOEON,RUFOSTRIGATUM,Small Minnow Mayflies,234
PROCLOEON VIRIDOCULARE,Species,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4.8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PROCLOEON,VIRIDOCULARE,Small Minnow Mayflies,235
PRODIAMESA OLIVACEA,Species,FALSE,,,CG,"SP,BU",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,PRODIAMESA,OLIVACEA,"Non-Biting Midges, Midges",859
PROGOMPHUS,Genus,FALSE,4,4_better,PR,BU,,,uni,FALSE,8.7,PR,Predator,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,PROGOMPHUS,,Clubtail Dragonflies,383
PROGOMPHUS OBSCURUS,Species,FALSE,4,4_better,PR,BU,NF,pool,uni,FALSE,8.7,PR,Predator,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,PROGOMPHUS,OBSCURUS,Clubtail Dragonflies,384
PROMENETUS,Genus,FALSE,4,4_worse,SC,CB,,,NA,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,PROMENETUS,,Planorbid Snails,966
PROMENETUS EXACUOUS,Species,FALSE,4,4_worse,SC,CB,,,NA,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,PROMENETUS,EXACUOUS,Planorbid Snails,965
PROSIMULIUM,Genus,FALSE,3,,CF,CN,CS,coarse,uni,FALSE,3.6,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,PROSIMULIUM,,Black Flies,182
PROTOPTILA,Genus,FALSE,,,"SC,PR",CN,,,uni,FALSE,1,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,GLOSSOSOMATIDAE,,PROTOPTILA,,Saddlecase Maker Caddisflies,749
PSEUDOCENTROPTILOIDES,Genus,FALSE,,,CG,"SW,CN",,,NA,FALSE,4.8,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PSEUDOCENTROPTILOIDES,,Small Minnow Mayflies,873
PSEUDOSTENOPHYLAX,Genus,FALSE,,,SH,SP,,,uni,FALSE,0,SH,Shredder,UN,Unidentified,-1,TRUE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,PSEUDOSTENOPHYLAX,,Northern Case Maker Caddisflies,941
PSEUDOSTENOPHYLAX UNIFORMIS,Species,FALSE,,,SH,SP,,,uni,FALSE,0,SH,Shredder,UN,Unidentified,-1,TRUE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,PSEUDOSTENOPHYLAX,UNIFORMIS,Northern Case Maker Caddisflies,860
PSEUDOSUCCINEA,Genus,FALSE,4,4_worse,SC,CB,,,NA,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,PSEUDOSUCCINEA,,Lymnaeid Snails,497
PSEUDOSUCCINEA COLUMELLA,Species,FALSE,4,4_worse,SC,CB,,,NA,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,PSEUDOSUCCINEA,COLUMELLA,Lymnaeid Snails,498
PSYCHODIDAE,Family,FALSE,4,4_worse,CG,BU,,,multi,FALSE,10,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,,,Moth Flies,980
PSYCHOMYIA,Genus,FALSE,4,4_middle,"CG,SC",CN,,,uni,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PSYCHOMYIIDAE,,PSYCHOMYIA,,Net-Tube Caddisflies,482
PSYCHOMYIA FLAVIDA,Species,FALSE,4,4_middle,"CG,SC",CN,,,uni,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PSYCHOMYIIDAE,,PSYCHOMYIA,FLAVIDA,Net-Tube Caddisflies,483
PSYCHOMYIIDAE,Family,FALSE,4,4_middle,CG,CN,,,uni,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PSYCHOMYIIDAE,,,,Net-Tube Caddisflies,481
PTERONARCYIDAE,Family,FALSE,4,4_better,SH,CN,,,semi,FALSE,0,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PTERONARCYIDAE,,,,Giant Stoneflies,414
PTERONARCYS,Genus,FALSE,4,4_better,SH,CN,,,semi,FALSE,0,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PTERONARCYIDAE,,PTERONARCYS,,Giant Stoneflies,415
PTERONARCYS PICTETII,Species,FALSE,4,4_better,SH,CN,,,semi,FALSE,0,SH,,CN/SP,,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PTERONARCYIDAE,,PTERONARCYS,PICTETTI,Giant Stoneflies,1109
PTILODACTYLIDAE,Family,FALSE,,,SH,CN,,,NA,FALSE,5,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,PTILODACTYLIDAE,,,,Toe-Winged Beetles,152
PTILOSTOMIS,Genus,FALSE,4,4_middle,SH,CN,RM,root_mat,uni,FALSE,5,SH,Shredder,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PHRYGANEIDAE,,PTILOSTOMIS,,Giant Case Maker Caddisflies,475
PTYCHOPTERA,Genus,FALSE,,,CG,BU,,,"multi,uni",TRUE,7,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,PTYCHOPTERIDAE,,PTYCHOPTERA,,Phantom Crane Flies,982
PYCNOPSYCHE,Genus,FALSE,4,4_middle,SH,SP,,,uni,FALSE,4,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,PYCNOPSYCHE,,Northern Case Maker Caddisflies,469
PYRALIDAE,Family,FALSE,3,,SH,SP,NF,pool,multi,FALSE,5,SH,Shredder,cb,Climber,0,FALSE,ARTHROPODA,INSECTA,,LEPIDOPTERA,PYRALIDAE,,,,"Grass Moths, Snout Moths",341
PYRODERCES,Genus,FALSE,,,NA,NA,,,NA,FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,LEPIDOPTERA,COSMOPTERIGIDAE,,PYRODERCES,,Cosmopterigid Moths,660
QUADRULA PUSTULOSA,Species,FALSE,,,CF,BU,,,NA,FALSE,,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,QUADRULA,PUSTULOSA,Mussels,1050
RANATRA,Genus,FALSE,4,4_worse,PR,CN,,,"multi,uni",FALSE,7.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,RANATRA,,Water Scorpions,327
RANATRA FUSCA,Species,FALSE,4,4_worse,PR,CN,RM,root_mat,"multi,uni",FALSE,7.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,RANATRA,FUSCA,Water Scorpions,328
RANATRA NIGRA,Species,FALSE,4,4_worse,PR,CN,RM,root_mat,"multi,uni",FALSE,7.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,RANATRA,NIGRA,Water Scorpions,1031
RAPTOHEPTAGENIA CRUENTATA,Species,FALSE,,,PR,SW,,,uni,FALSE,3.1,PR,Predator,SW/CN,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,RAPTOHEPTAGENIA,CRUENTATA,Flatheaded Mayflies,1066
RHAGOVELIA,Genus,FALSE,4,4_middle,PR,SK,CS,coarse,uni,FALSE,7.3,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,RHAGOVELIA,,Broad-Shouldered Water Striders,338
RHAGOVELIA OBESA,Species,FALSE,4,4_middle,PR,SK,,,uni,FALSE,7.3,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,RHAGOVELIA,OBESA,Broad-Shouldered Water Striders,1055
RHAGOVELIA ORIANDER,Species,FALSE,4,4_middle,PR,SK,,,uni,FALSE,7.3,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,RHAGOVELIA,ORIANDER,Broad-Shouldered Water Striders,339
RHANTUS GUTTICOLLIS,Species,FALSE,,,PR,SW,,,"multi,uni",TRUE,5.2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,RHANTUS,GUTTICOLLIS,Predaceous Diving Beetles,893
RHEUMATOBATES,Genus,FALSE,4,4_middle,PR,SK,,,uni,FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,RHEUMATOBATES,,Water Striders,317
RHEUMATOBATES PALOSI,Species,FALSE,4,4_middle,PR,SK,,,uni,FALSE,6.4,PR,Predator,sk,Skater,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,RHEUMATOBATES,PALOSI,Water Striders,318
RHEUMATOBATES TENUIPES,Species,FALSE,4,4_middle,PR,SK,,,uni,FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,RHEUMATOBATES,TENUIPES,Water Striders,906
RHITHROGENA,Genus,FALSE,,,CG,CN,,,uni,FALSE,0,CG,Collector/Gatherer,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,RHITHROGENA,,Flatheaded Mayflies,269
RHITHROGENA JEJUNA,Species,FALSE,,,CG,CN,,,uni,FALSE,0,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,RHITHROGENA,JEJUNA,Flatheaded Mayflies,270
RHITHROGENA MANIFESTA,Species,FALSE,,,CG,CN,,,uni,FALSE,0,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,RHITHROGENA,MANIFESTA,Flatheaded Mayflies,708
RHYACOPHILA,Genus,FALSE,3,,PR,CN,CS,coarse,uni,FALSE,2,PR,Predator,UN,Unidentified,-1,TRUE,ARTHROPODA,INSECTA,,TRICHOPTERA,RHYACOPHILIDAE,,RHYACOPHILA,,Freeliving Caddisflies,986
ROBACKIA DEMEIJEREI,Species,FALSE,,,CG,BU,,,uni,FALSE,4.3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,ROBACKIA,DEMEIJEREI,"Non-Biting Midges, Midges",169
SALDIDAE,Family,FALSE,4,4_middle,PR,CB,,,multi,FALSE,,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,SALDIDAE,,,,Shore Bugs,334
SANFILIPPODYTES PSEUDOVILIS,Species,FALSE,,,PR,SW,,,"multi,uni",TRUE,5.2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,SANFILIPPODYTES,PSEUDOVILIS,Predaceous Diving Beetles,741
SCIOMYZIDAE,Family,FALSE,5,,PR,BU,,,multi,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SCIOMYZIDAE,,,,Marsh Flies,606
SCIRTES,Genus,FALSE,4,4_middle,SC,CB,,,NA,TRUE,5,SH,Collector/Scraper,UN,Climber,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,SCIRTIDAE,,SCIRTES,,Marsh Beetles,598
SCIRTIDAE,Family,FALSE,4,4_middle,SC,CB,,,NA,TRUE,5,CG/SC,Collector/Scraper,cb,Climber,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,SCIRTIDAE,,,,Marsh Beetles,153
SEPEDON,Genus,FALSE,,,PR,BU,,,multi,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SCIOMYZIDAE,,SEPEDON,,Marsh Flies,996
SERRATELLA,Genus,FALSE,2,,CG,CN,,,uni,FALSE,2,CG,Collector/Gatherer,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,SERRATELLA,,Spiny Crawler Mayflies,258
SIALIS,Genus,FALSE,4,4_middle,PR,BU,,,uni,FALSE,4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,MEGALOPTERA,SIALIDAE,,SIALIS,,Alderflies,351
SIGARA,Genus,FALSE,4,4_middle,PH,SW,NF,pool,multi,FALSE,4.6,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,SIGARA,,Water Boatmen,307
