orig_FinalID_NE,OTU_BCG_NE,modified_BCG,Notes
ROEDERIODES,ROEDERIODES,FALSE,
SAETHERIA,SAETHERIA,FALSE,
SAETHERIA TYLUS,SAETHERIA,TRUE,genus level recommended by Sean Sullivan
SALDA,SALDA,FALSE,NonTarget? Heteroptera
SALDIDAE,SALDIDAE,FALSE,
SALDULA,SALDULA,FALSE,
SARCOPHAGIDAE,SARCOPHAGIDAE,FALSE,NonTarget? Largely terrestrial
SCIOMYZIDAE,SCIOMYZIDAE,FALSE,
SCIRTES,SCIRTES,FALSE,
SCIRTIDAE,SCIRTIDAE,FALSE,
SERRATELLA,SERRATELLA,FALSE,consider updating in the future
SERROMYIA,SERROMYIA,FALSE,
SIALIDAE,SIALIDAE,FALSE,
SIALIS,SIALIS,FALSE,
SIGARA,SIGARA,FALSE,
SIMULIIDAE,SIMULIIDAE,FALSE,
SIMULIUM,SIMULIUM,FALSE,
SIPHLONURIDAE,SIPHLONURIDAE,FALSE,
SIPHLONURUS,SIPHLONURUS,FALSE,
SISYRIDAE,SISYRIDAE,FALSE,
SLAVINA APPENDICULATA,SLAVINA APPENDICULATA,FALSE,
SMITTIA,SMITTIA,FALSE,
SOMATOCHLORA,SOMATOCHLORA,FALSE,
SPARBARUS,SPARBARUS,FALSE,
SPERCHON,SPERCHON,FALSE,
SPERCHONOPSIS,SPERCHONOPSIS,FALSE,
SPERCHONTIDAE,SPERCHONTIDAE,FALSE,
SPERCHOPSIS,SPERCHOPSIS,FALSE,
SPHAERIDIUM,SPHAERIDIUM,FALSE,
SPHAERIIDAE,SPHAERIIDAE,FALSE,
SPHAERIUM,SPHAERIUM,FALSE,
SPHAERIUM STRIATINUM,SPHAERIUM,TRUE,genus level recommended by Sean Sullivan
SPHAEROMIAS,SPHAEROMIAS,FALSE,
SPIROSPERMA,SPIROSPERMA,FALSE,
SPONGILLA,SPONGILLA,FALSE,NonTarget?
STAGNICOLA,STAGNICOLA,FALSE,
STAPHYLINIDAE,STAPHYLINIDAE,FALSE,
STELECHOMYIA,STELECHOMYIA,FALSE,
STEMPELLINA,STEMPELLINA,FALSE,
STEMPELLINELLA,STEMPELLINELLA,FALSE,
STENACRON,STENACRON,FALSE,
STENACRON INTERPUNCTATUM,STENACRON,TRUE,genus level recommended by Sean Sullivan
STENELMIS,STENELMIS,FALSE,
STENELMIS HUMEROSA,STENELMIS,TRUE,genus level recommended by Sean Sullivan
STENOCHIRONOMUS,STENOCHIRONOMUS,FALSE,
STENONEMA,STENONEMA,FALSE,
STENONEMA BIPUNCTATUM,MACCAFFERTIUM BIPUNCTATUM,TRUE,nomenclature change. Sean Sullivan
STENONEMA EXIGUUM,MACCAFFERTIUM EXIGUUM,TRUE,nomenclature change. Sean Sullivan
STENONEMA FEMORATUM,STENONEMA FEMORATUM,FALSE,
STENONEMA INTEGRUM,MACCAFFERTIUM INTEGRUM,TRUE,nomenclature change. Sean Sullivan
STENONEMA MEXICANUM,MACCAFFERTIUM MEXICANUM,TRUE,nomenclature change. Sean Sullivan
STENONEMA PULCHELLUM,MACCAFFERTIUM PULCHELLUM,TRUE,nomenclature change. Sean Sullivan
STENONEMA TERMINATUM,MACCAFFERTIUM TERMINATUM,TRUE,nomenclature change. Sean Sullivan
STENONEMA TRIPUNCTATUM,MACCAFFERTIUM TRIPUNCTATUM,TRUE,nomenclature change. Sean Sullivan
STICTOCHIRONOMUS,STICTOCHIRONOMUS,FALSE,
STICTOCLADIUS,STICTOCLADIUS,FALSE,
STICTOTARSUS,STICTOTARSUS,FALSE,
STILOBEZZIA,CERATOPOGONINAE,TRUE,subfamily level recommended by Sean Sullivan
STILOCLADIUS,STILOCLADIUS,FALSE,
STRATIOMYIDAE,STRATIOMYIDAE,FALSE,
STRATIOMYS,STRATIOMYS,FALSE,
STROPHITUS UNDULATUS,STROPHITUS UNDULATUS,FALSE,
STYLARIA,STYLARIA,FALSE,
STYLARIA FOSSULARIS,STYLARIA FOSSULARIS,FALSE,
STYLARIA LACUSTRIS,STYLARIA LACUSTRIS,FALSE,
STYLOGOMPHUS,STYLOGOMPHUS,FALSE,
STYLURUS,STYLURUS,FALSE,
SUBLETTEA,SUBLETTEA,FALSE,
SYMPETRUM,SYMPETRUM,FALSE,
SYMPHITOPSYCHE,CERATOPSYCHE,TRUE,genus level recommended by Sean Sullivan
SYMPHITOPSYCHE PIATRIX,CERATOPSYCHE,TRUE,genus level recommended by Sean Sullivan
SYMPOTTHASTIA,SYMPOTTHASTIA,FALSE,
SYRPHIDAE,SYRPHIDAE,FALSE,
TABANIDAE,TABANIDAE,FALSE,
TABANUS,TABANUS,FALSE,
TAENIOPTERYX,TAENIOPTERYX,FALSE,
TAENIOPTERYX BURKSI,TAENIOPTERYX,TRUE,genus level recommended by Sean Sullivan
TANYPODINAE,TANYPODINAE,FALSE,
TANYPODINI,TANYPODINI,FALSE,
TANYPUS,TANYPUS,FALSE,
TANYPUS CLAVATUS,TANYPUS,TRUE,genus level recommended by Sean Sullivan
TANYPUS PUNCTIPENNIS,TANYPUS,TRUE,genus level recommended by Sean Sullivan
TANYTARSINI,TANYTARSINI,FALSE,
TANYTARSUS,TANYTARSUS,FALSE,
TASSERKIDRILUS SUPERIORENSIS,TASSERKIDRILUS SUPERIORENSIS,FALSE,
TELEBASIS,TELEBASIS,FALSE,
TELOPELOPIA,TELOPELOPIA OKOBOJI,TRUE,One species in NE. Sean Sullivan
TELOPELOPIA OKOBOJI,TELOPELOPIA OKOBOJI,FALSE,
THERMONECTUS,THERMONECTUS,FALSE,
THIENEMANNIA,THIENEMANNIA,FALSE,
THIENEMANNIELLA,THIENEMANNIELLA,FALSE,
THIENEMANNIMYIA,THIENEMANNIMYIA GROUP,TRUE,formatting (CAPS and group)
THIENEMANNIMYIA GR.,THIENEMANNIMYIA GROUP,TRUE,formatting (CAPS and group)
THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,FALSE,
THIENEMANNIMYIA SENATA,THIENEMANNIMYIA SENATA,FALSE,
TIPULA,TIPULA,FALSE,
TIPULIDAE,TIPULIDAE,FALSE,
TIPULOIDEA,TIPULOIDEA,FALSE,"Superfamily, Tipulidae taxonomy"
TORTOPUS,TORTOPUS,FALSE,
TOXORHYNCHITES,TOXORHYNCHITES,FALSE,
TREPAXONEMATA,TREPAXONEMATA,FALSE,
TREPOBATES,TREPOBATES,FALSE,
TRIAENODES,TRIAENODES,FALSE,
TRIAENODES TARDUS,TRIAENODES,TRUE,genus level recommended by Sean Sullivan
TRIBELOS,TRIBELOS,FALSE,
TRICHOCORIXA,TRICHOCORIXA,FALSE,
TRICHOPTERA,TRICHOPTERA,FALSE,
TRICHOTANYPUS,TRICHOTANYPUS,FALSE,
TRICORYTHIDAE,LEPTOHYPHIDAE,TRUE,nomenclature change. Sean Sullivan
TRICORYTHODES,TRICORYTHODES,FALSE,
TRICYPHONA,TRICYPHONA,FALSE,
TRIDACTYLIDAE,TRIDACTYLIDAE,FALSE,NonTarget? Largely terrestrial
TRISSOPELOPIA,TRISSOPELOPIA,FALSE,
TRITOGONIA VERRUCOSA,TRITOGONIA VERRUCOSA,FALSE,
TROPISTERNUS,TROPISTERNUS,FALSE,
TUBIFEX TUBIFEX,TUBIFEX TUBIFEX,FALSE,
TUBIFICIDAE,TUBIFICIDAE,FALSE,
TUBIFICINAE,TUBIFICINAE,FALSE,
TURBELLARIA,TREPAXONEMATA,TRUE,nomenclature change. Sean Sullivan
TVETENIA,TVETENIA,FALSE,
TVETENIA BAVARICA,TVETENIA BAVARICA GROUP,TRUE,formatting (CAPS and group)
TVETENIA BAVARICA GR.,TVETENIA BAVARICA GROUP,TRUE,formatting (CAPS and group)
TVETENIA BAVARICA GROUP,TVETENIA BAVARICA GROUP,FALSE,
TVETENIA VITRACIES,TVETENIA VITRACIES,FALSE,
TYRRELLIA,TYRRELLIA,FALSE,
UNCINAIS UNCINATA,UNCINAIS UNCINATA,FALSE,
UNIOMERUS TETRALASMUS,UNIOMERUS TETRALASMUS,FALSE,
UNIONICOLA,UNIONICOLA,FALSE,
UNIONIDAE,UNIONIDAE,FALSE,
UTTERBACKIA IMBECILLIS,UTTERBACKIA IMBECILLIS,FALSE,
UVARUS,UVARUS,FALSE,
VALVATA,VALVATA,FALSE,
VALVATA TRICARINATA,VALVATA TRICARINATA,FALSE,
VEJDOVSKYELLA,VEJDOVSKYELLA,FALSE,
VELIIDAE,VELIIDAE,FALSE,
WAPSA MOBILIS,PARANAIS,TRUE,nomenclature change
WILLIAMSONIA,WILLIAMSONIA,FALSE,
WORMALDIA,WORMALDIA,FALSE,
XENOCHIRONOMUS,XENOCHIRONOMUS XENOLABIS,TRUE,One species in NE. Sean Sullivan
XENOCHIRONOMUS XENOLABIS,XENOCHIRONOMUS XENOLABIS,FALSE,
ZAITZEVIA,ZAITZEVIA,FALSE,
ZAPADA CINCTIPES,ZAPADA CINCTIPES,FALSE,
ZAVRELIA,ZAVRELIA,FALSE,
ZAVRELIELLA MARMORATA,ZAVRELIELLA MARMORATA,FALSE,
ZAVRELIMYIA,ZAVRELIMYIA,FALSE,
ZEALEUCTRA CLAASSENI,ZEALEUCTRA CLAASSENI,FALSE,
ZYGOPTERA,ZYGOPTERA,FALSE,
